genea1	chr	chrom	DE	a1expmean	a2expmean	dNa1	dNa1se	dSa1	dSa1se	dndsa1	genea2	dNa2	dNa2se	dSa2	dSa2se	dndsa2	dndiff	dsdiff	dndsdiff
MvSl-1064-A1-R4_MC13g11415	aAutosome	aAutosome	NON	6.58409	6.67103	0.00156	0.00111	0.00304	0.00314	0.513141	MvSl-1064-A2-R4_MC13g11676	0.00156	0.00109	0.00304	0.00302	0.513141	0	0	0
MvSl-1064-A1-R4_MC13g11418	aAutosome	aAutosome	Down	2.3936	3.70255	0.00171	0.00171	0.00002	0	85.0746	MvSl-1064-A2-R4_MC13g11679	0.00188	0.00189	0.00002	0.00008	93.5323	-0.00017	0	-8.4577
MvSl-1064-A1-R4_MC13g11419	aAutosome	aAutosome	NON	7.13711	7.4664	0.00001	0	0.00508	0.00055	0.00196847	MvSl-1064-A2-R4_MC13g11680	0.00001	0	0.00508	0	0.00196847	0	0	0
MvSl-1064-A1-R4_MC13g11420	aAutosome	aAutosome	NON	6.85629	6.87258	0	0.01868	0.00001	0.04185	0	MvSl-1064-A2-R4_MC13g11681	0	0.01012	0.00001	0.02329	0	0	0	0
MvSl-1064-A1-R4_MC13g11422	aAutosome	aAutosome	NON	4.49264	4.55689	0.00212	0.00213	0.00002	0.00011	105.473	MvSl-1064-A2-R4_MC13g11683	0.00212	0.00213	0.00002	0.00011	105.473	0	0	0
MvSl-1064-A1-R4_MC13g11423	aAutosome	aAutosome	NON	6.52593	6.3299	0	0	0.00001	0	0	MvSl-1064-A2-R4_MC13g11684	0	0	0.00001	0	0	0	0	0
MvSl-1064-A1-R4_MC13g11424	aAutosome	aAutosome	NON	8.02722	7.92594	0	0.00003	0.00001	0	0	MvSl-1064-A2-R4_MC13g11685	0	0.00003	0.00001	0.01113	0	0	0	0
MvSl-1064-A1-R4_MC13g11425	aAutosome	aAutosome	NON	3.81291	3.64882	0.00562	0.00395	0.01172	0.00825	0.479518	MvSl-1064-A2-R4_MC13g11686	0.00562	0.00398	0.01172	0.00833	0.479518	0	0	0
MvSl-1064-A1-R4_MC13g11433	aAutosome	aAutosome	NON	7.79139	7.56245	0	0	0.00001	0	0	MvSl-1064-A2-R4_MC13g11694	0	0	0.00001	0	0	0	0	0
MvSl-1064-A1-R4_MC13g11436	aAutosome	aAutosome	NON	4.42094	4.14776	0.005	0.00502	0.00005	0.00036	99.8004	MvSl-1064-A2-R4_MC13g11697	0.005	0.00501	0.00005	0	99.8004	0	0	0
MvSl-1064-A1-R4_MC13g11437	aAutosome	aAutosome	NON	3.9515	4.36058	0.66874	0.09045	1.75997	0.77746	0.379972	MvSl-1064-A2-R4_MC13g11698	0.66874	0.09044	1.75997	0.77655	0.379972	0	0	0
MvSl-1064-A1-R4_MC13g11438	aAutosome	aAutosome	NON	5.83868	5.63475	0.00166	0.00166	0.00419	0.0042	0.396172	MvSl-1064-A2-R4_MC13g11699	0.00166	0.00166	0.00419	0.00418	0.396172	0	0	0
MvSl-1064-A1-R4_MC13g11439	aAutosome	aAutosome	NON	5.91206	5.84573	0.00211	0.00212	0.01368	0.00974	0.154239	MvSl-1064-A2-R4_MC13g11700	0.0016	0.0016	0.01715	0.00999	0.0932939	0.00051	-0.00347	0.0609451
MvSl-1064-A1-R4_MC13g11441	aAutosome	aAutosome	NON	5.32	5.0439	0.00724	0.00738	0.00007	0.00377	103.281	MvSl-1064-A2-R4_MC13g11702	0.00724	0.00725	0.00007	0.00062	103.281	0	0	0
MvSl-1064-A1-R4_MC13g11442	aAutosome	aAutosome	NON	6.43576	6.49592	0	0	0.00001	0	0	MvSl-1064-A2-R4_MC13g11703	0	0	0.00001	0	0	0	0	0
MvSl-1064-A1-R4_MC13g11443	aAutosome	aAutosome	Down	6.75068	7.42547	0.00111	0.00111	0.00001	0	109.901	MvSl-1064-A2-R4_MC13g11704	0.00111	0.00111	0.00001	0.00002	109.901	0	0	0
MvSl-1064-A1-R4_MC13g11444	aAutosome	aAutosome	NON	3.99036	4.15545	0	0.00574	0.00001	0.01156	0	MvSl-1064-A2-R4_MC13g11705	0	0.00005	0.00002	0.00129	0	0	-0.00001	0
MvSl-1064-A1-R4_MC13g11445	aAutosome	aAutosome	NON	7.8915	7.54486	0	0	0.00285	0.00015	0	MvSl-1064-A2-R4_MC13g11706	0	0	0.00285	0.0004	0	0	0	0
MvSl-1064-A1-R4_MC13g11446	aAutosome	aAutosome	NON	6.6611	6.59483	0.0034	0.00341	0.00003	0.00012	112.957	MvSl-1064-A2-R4_MC13g11707	0.0034	0.00341	0.00003	0.00014	112.957	0	0	0
MvSl-1064-A1-R4_MC13g11447	aAutosome	aAutosome	NON	7.38218	7.42522	0.00174	0.00172	0.00514	0.00508	0.338515	MvSl-1064-A2-R4_MC13g11708	0.00174	0.00171	0.00514	0.00506	0.338515	0	0	0
MvSl-1064-A1-R4_MC13g11448	aAutosome	aAutosome	NON	7.19719	7.24171	0.00137	0.00096	0.00402	0.00231	0.340788	MvSl-1064-A2-R4_MC13g11709	0.00137	0.00097	0.00402	0.00233	0.340788	0	0	0
MvSl-1064-A1-R4_MC13g11449	aAutosome	aAutosome	NON	4.50403	4.34777	0	0	0.00001	0	0	MvSl-1064-A2-R4_MC13g11710	0	0.00793	0.00001	0.01517	0	0	0	0
MvSl-1064-A1-R4_MC13g11450	aAutosome	aAutosome	NON	4.22993	4.49222	0	0	0.00282	0	0	MvSl-1064-A2-R4_MC13g11711	0	0	0.00282	0.00055	0	0	0	0
MvSl-1064-A1-R4_MC13g11451	aAutosome	aAutosome	NON	4.92543	4.68653	0.00203	0.00204	0.00474	0.00476	0.428261	MvSl-1064-A2-R4_MC13g11712	0.00203	0.00206	0.00474	0.0048	0.428261	0	0	0
MvSl-1064-A1-R4_MC13g11452	aAutosome	aAutosome	NON	7.02148	6.6956	0.02675	0.0076	0.0531	0.01986	0.503766	MvSl-1064-A2-R4_MC13g11713	0.02675	0.00714	0.0531	0.01726	0.503766	0	0	0
MvSl-1064-A1-R4_MC13g11453	aAutosome	aAutosome	NON	5.16074	5.1143	0.00411	0.00411	0.00004	0.00015	102.494	MvSl-1064-A2-R4_MC13g11714	0.00411	0.00411	0.00004	0.00017	102.494	0	0	0
MvSl-1064-A1-R4_MC13g11456	aAutosome	aAutosome	NON	6.73612	6.76486	0	0	0	0	0	MvSl-1064-A2-R4_MC13g11717	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC13g11458	aAutosome	aAutosome	NON	5.91993	5.876	0	0.01372	0.00001	0.0308	0	MvSl-1064-A2-R4_MC13g11719	0	0	0.00001	0	0	0	0	0
MvSl-1064-A1-R4_MC13g11460	aAutosome	aAutosome	NON	5.60536	5.67627	0.00137	0.00096	0.0047	0.00331	0.291483	MvSl-1064-A2-R4_MC13g11721	0.00137	0.00097	0.0047	0.00333	0.291483	0	0	0
MvSl-1064-A1-R4_MC13g11461	aAutosome	aAutosome	NON	6.78955	6.71833	0.00141	0.00141	0.00698	0.00495	0.202003	MvSl-1064-A2-R4_MC13g11722	0.00141	0.00141	0.00698	0.00495	0.202003	0	0	0
MvSl-1064-A1-R4_MC13g11464	aAutosome	aAutosome	NON	9.56735	9.85517	0.00202	0.00202	0.01247	0.00885	0.161987	MvSl-1064-A2-R4_MC13g11725	0.00202	0.00202	0.01247	0.00885	0.161987	0	0	0
MvSl-1064-A1-R4_MC13g11466	aAutosome	aAutosome	NON	8.48312	8.43261	0.73839	0.10312	1.46743	0.38557	0.503186	MvSl-1064-A2-R4_MC13g11727	0.73839	0.10312	1.46744	0.38547	0.503182	0	-1E-05	4E-06
MvSl-1064-A1-R4_MC13g11467	aAutosome	aAutosome	NON	6.3022	6.40189	0.00001	0	0.00594	0.00092	0.00168347	MvSl-1064-A2-R4_MC13g11728	0.00001	0	0.00594	0.00105	0.00168347	0	0	0
MvSl-1064-A1-R4_MC13g11468	aAutosome	aAutosome	NON	5.2548	5.22635	0.00212	0	0.00795	0.00278	0.266663	MvSl-1064-A2-R4_MC13g11729	0.00212	0.00116	0.00795	0.00357	0.266663	0	0	0
MvSl-1064-A1-R4_MC13g11469	aAutosome	aAutosome	NON	5.17925	5.16447	0.00729	0.0033	0.01344	0.0061	0.542407	MvSl-1064-A2-R4_MC13g11730	0.00729	0.00329	0.01344	0.00613	0.542407	0	0	0
MvSl-1064-A1-R4_MC13g11470	aAutosome	aAutosome	NON	7.58755	7.26608	0.00456	0.00322	0.0056	0.00556	0.814271	MvSl-1064-A2-R4_MC13g11731	0.00456	0.00324	0.0056	0.00563	0.814271	0	0	0
MvSl-1064-A1-R4_MC13g11471	aAutosome	aAutosome	NON	6.63175	6.55694	0.00001	0	0.00934	0.00067	0.00107065	MvSl-1064-A2-R4_MC13g11732	0.00001	0	0.00934	0.0007	0.00107065	0	0	0
MvSl-1064-A1-R4_MC13g11472	aAutosome	aAutosome	NON	6.57622	6.32745	0.0016	0.00093	0.00349	0.00203	0.45844	MvSl-1064-A2-R4_MC13g11733	0.0016	0.00092	0.00349	0.00202	0.45844	0	0	0
MvSl-1064-A1-R4_MC13g11474	aAutosome	aAutosome	NON	8.40091	8.1654	0.00153	0.00153	0.00002	0	76.1194	MvSl-1064-A2-R4_MC13g11735	0.00153	0.00153	0.00002	0	76.1194	0	0	0
MvSl-1064-A1-R4_MC13g11475	aAutosome	aAutosome	NON	1.34118	1.48938	0.00324	0.00228	0.00887	0.00625	0.365272	MvSl-1064-A2-R4_MC13g11736	0.00324	0.00229	0.00887	0.00629	0.365272	0	0	0
MvSl-1064-A1-R4_MC13g11476	aAutosome	aAutosome	NON	6.47698	6.51009	0	0	0.00001	0	0	MvSl-1064-A2-R4_MC13g11737	0	0	0.00001	0	0	0	0	0
MvSl-1064-A1-R4_MC13g11477	aAutosome	aAutosome	NON	8.78512	8.5328	0.00509	0.00339	0.01052	0.01193	0.483836	MvSl-1064-A2-R4_MC13g11738	0.00509	0.00143	0.01052	0.00327	0.483836	0	0	0
MvSl-1064-A1-R4_MC13g11478	aAutosome	aAutosome	NON	6.87304	6.67695	0.00001	0	0.0125	0.001	0.000799994	MvSl-1064-A2-R4_MC13g11739	0.00001	0	0.0125	0.00081	0.000799994	0	0	0
MvSl-1064-A1-R4_MC13g11479	aAutosome	aAutosome	NON	6.39749	6.12352	0	0	0	0	0	MvSl-1064-A2-R4_MC13g11740	0	0	0.00001	0	0	0	-0.00001	0
MvSl-1064-A1-R4_MC13g11480	aAutosome	aAutosome	NON	6.01725	5.88025	0	0	0.00001	0	0	MvSl-1064-A2-R4_MC13g11741	0	0.00003	0.00002	0	0	0	-0.00001	0
MvSl-1064-A1-R4_MC13g11481	aAutosome	aAutosome	NON	4.56623	4.4013	0.01109	0.0065	0.01481	0.01069	0.748813	MvSl-1064-A2-R4_MC13g11742	0.01109	0.00651	0.01481	0.01074	0.748813	0	0	0
MvSl-1064-A1-R4_MC13g11490	aAutosome	aAutosome	NON	6.70665	6.21476	0	0.00003	0.00002	0	0	MvSl-1064-A2-R4_MC13g11751	0	0.00307	0.00001	0.00599	0	0	0.00001	0
MvSl-1064-A1-R4_MC13g11492	aAutosome	aAutosome	NON	2.13049	2.31362	0.0094	0.00666	0.00009	0.00009	104.329	MvSl-1064-A2-R4_MC13g11753	0.0094	0.00666	0.00009	0.00008	104.329	0	0	0
MvSl-1064-A1-R4_MC13g11494	aAutosome	aAutosome	NON	6.62966	6.47708	0	0	0	0	0	MvSl-1064-A2-R4_MC13g11755	0	0.00012	0.00002	0	0	0	-0.00002	0
MvSl-1064-A1-R4_MC13g11496	aAutosome	aAutosome	NON	5.32746	5.26403	0.01137	0.00439	0.02346	0.00974	0.484653	MvSl-1064-A2-R4_MC13g11757	0.01137	0.00331	0.02346	0	0.484653	0	0	0
MvSl-1064-A1-R4_MC13g11497	aAutosome	aAutosome	NON	4.5667	4.51354	0	0.00012	0.00002	0	0	MvSl-1064-A2-R4_MC13g11758	0	0	0.00002	0.0166	0	0	0	0
MvSl-1064-A1-R4_MC13g11498	aAutosome	aAutosome	NON	3.33997	3.66623	0.00329	0.0033	0.00003	0	109.302	MvSl-1064-A2-R4_MC13g11759	0.00329	0.0033	0.00003	0	109.302	0	0	0
MvSl-1064-A1-R4_MC13g11499	aAutosome	aAutosome	NON	4.10435	4.2552	0	0	0.00001	0	0	MvSl-1064-A2-R4_MC13g11760	0	0	0.00001	0	0	0	0	0
MvSl-1064-A1-R4_MC13g11501	aAutosome	aAutosome	NON	2.54958	2.35005	0	0	0.00001	0	0	MvSl-1064-A2-R4_MC13g11762	0	0.05561	0.00001	0.12942	0	0	0	0
MvSl-1064-A1-R4_MC13g11503	aAutosome	aAutosome	NON	4.82098	4.69441	0.00001	0	0.00892	0.00054	0.00112106	MvSl-1064-A2-R4_MC13g11764	0.00001	0	0.00892	0.00081	0.00112106	0	0	0
MvSl-1064-A1-R4_MC13g11507	aAutosome	aAutosome	NON	7.06175	6.88558	0	0.00007	0.00002	0	0	MvSl-1064-A2-R4_MC13g11768	0	0.00103	0.00001	0.00208	0	0	0.00001	0
MvSl-1064-A1-R4_MC13g11508	aAutosome	aAutosome	NON	5.26923	5.18787	0.00345	0.00173	0.0055	0.0039	0.627261	MvSl-1064-A2-R4_MC13g11769	0.00345	0.00172	0.0055	0.00388	0.627261	0	0	0
MvSl-1064-A1-R4_MC13g11509	aAutosome	aAutosome	NON	7.1048	6.58031	0.00262	0.00186	0.02324	0.01046	0.112736	MvSl-1064-A2-R4_MC13g11770	0.00262	0.00186	0.02324	0.01046	0.112736	0	0	0
MvSl-1064-A1-R4_MC13g11510	aAutosome	aAutosome	NON	7.22911	7.1839	0.00424	0.00425	0.00737	0.0074	0.575297	MvSl-1064-A2-R4_MC13g11771	0.00424	0.00427	0.00737	0.00744	0.575297	0	0	0
MvSl-1064-A1-R4_MC13g11512	aAutosome	aAutosome	NON	8.02488	8.28849	0.0007	0.0007	0.00494	0.00349	0.141698	MvSl-1064-A2-R4_MC13g11773	0.0007	0.0007	0.00494	0.0035	0.141698	0	0	0
MvSl-1064-A1-R4_MC13g11513	aAutosome	aAutosome	NON	6.72346	6.67753	0.02321	0.0072	0.0614	0.0178	0.378012	MvSl-1064-A2-R4_MC13g11774	0.02321	0.008	0.0614	0.02344	0.378012	0	0	0
MvSl-1064-A1-R4_MC13g11515	aAutosome	aAutosome	NON	8.09543	8.07604	0	0.00004	0.00003	0.00157	0	MvSl-1064-A2-R4_MC13g11776	0	0	0.00001	0	0	0	0.00002	0
MvSl-1064-A1-R4_MC13g11516	aAutosome	aAutosome	NON	6.68806	6.25454	0.01336	0.00444	0.03603	0.01329	0.370801	MvSl-1064-A2-R4_MC13g11777	0.01336	0.00433	0.03603	0.01277	0.370801	0	0	0
MvSl-1064-A1-R4_MC13g11517	aAutosome	aAutosome	NON	5.86433	5.8386	0.00001	0	0.01059	0.00153	0.000944278	MvSl-1064-A2-R4_MC13g11778	0.00001	0	0.01059	0.00061	0.000944278	0	0	0
MvSl-1064-A1-R4_MC13g11518	aAutosome	aAutosome	NON	6.7857	6.68598	0.00104	0.00104	0.00467	0.00331	0.222693	MvSl-1064-A2-R4_MC13g11779	0.00104	0.00104	0.00467	0.00331	0.222693	0	0	0
MvSl-1064-A1-R4_MC13g11519	aAutosome	aAutosome	NON	5.0343	4.72493	0	0.00001	0.00352	0.00352	0	MvSl-1064-A2-R4_MC13g11780	0	0	0.00352	0.00107	0	0	0	0
MvSl-1064-A1-R4_MC13g11520	aAutosome	aAutosome	NON	3.31269	2.74201	0.00001	0.00132	0.01135	0.00827	0.00088105	MvSl-1064-A2-R4_MC13g11781	0.00001	0	0.01135	0.00091	0.00088105	0	0	0
MvSl-1064-A1-R4_MC13g11521	aAutosome	aAutosome	NON	6.81137	6.63371	0.00116	0.00082	0.0035	0.00247	0.331419	MvSl-1064-A2-R4_MC13g11782	0.00116	0.00082	0.0035	0.00246	0.331419	0	0	0
MvSl-1064-A1-R4_MC13g11522	aAutosome	aAutosome	NON	4.33175	4.37934	0.02022	0.01015	0.0002	0.00052	101.049	MvSl-1064-A2-R4_MC13g11783	0.02022	0.01014	0.0002	0.00045	101.049	0	0	0
MvSl-1064-A1-R4_MC13g11523	aAutosome	aAutosome	NON	1.61411	2.12167	0	0.00085	0.00001	0	0	MvSl-1064-A2-R4_MC13g11784	0	0	0.00001	0	0	0	0	0
MvSl-1064-A1-R4_MC13g11524	aAutosome	aAutosome	NON	2.49004	2.52268	0.00001	0	0.00807	0.00077	0.00123914	MvSl-1064-A2-R4_MC13g11785	0.00001	0	0.00807	0	0.00123914	0	0	0
MvSl-1064-A1-R4_MC13g11525	aAutosome	aAutosome	NON	6.58348	6.51214	0.01557	0.00672	0.06893	0.02854	0.225881	MvSl-1064-A2-R4_MC13g11786	0.01557	0.00668	0.06893	0.02844	0.225881	0	0	0
MvSl-1064-A1-R4_MC13g11526	aAutosome	aAutosome	NON	6.24327	6.33243	0	0	0.00001	0	0	MvSl-1064-A2-R4_MC13g11787	0	0.00214	0.00001	0.00378	0	0	0	0
MvSl-1064-A1-R4_MC13g11527	aAutosome	aAutosome	NON	6.6533	6.86263	0.73699	0.1194	2.97015	2.11493	0.248132	MvSl-1064-A2-R4_MC13g11788	0.73699	0.11939	2.97015	2.1156	0.248132	0	0	0
MvSl-1064-A1-R4_MC13g11528	aAutosome	aAutosome	NON	7.85332	7.72147	0.01136	0.00621	0.02886	0.0159	0.393623	MvSl-1064-A2-R4_MC13g11789	0.01135	0.00618	0.02887	0.01568	0.39314	1E-05	-1E-05	0.000483
MvSl-1064-A1-R4_MC13g11529	aAutosome	aAutosome	NON	7.28442	7.66554	0.00447	0.00316	0.00005	0.00003	89.2216	MvSl-1064-A2-R4_MC13g11790	0.00447	0.00316	0.00005	0.00003	89.2216	0	0	0
MvSl-1064-A1-R4_MC13g11530	aAutosome	aAutosome	NON	7.18712	6.53612	0.00192	0.00192	0.00002	0	95.5224	MvSl-1064-A2-R4_MC13g11791	0.00192	0.00192	0.00002	0.00002	95.5224	0	0	0
MvSl-1064-A1-R4_MC13g11531	aAutosome	aAutosome	NON	6.06976	5.90449	0.00005	0	0.04531	0.00358	0.00110351	MvSl-1064-A2-R4_MC13g11792	0.00005	0	0.04531	0.00357	0.00110351	0	0	0
MvSl-1064-A1-R4_MC13g11533	aAutosome	aAutosome	NON	6.21171	5.88658	0.00167	0.00118	0.00443	0.00314	0.376967	MvSl-1064-A2-R4_MC13g11794	0.00173	0.00123	0.00464	0.0033	0.372837	-6E-05	-0.00021	0.00413
MvSl-1064-A1-R4_MC13g11534	aAutosome	aAutosome	NON	11.5065	11.3755	0.00312	0.00314	0.01156	0.01167	0.269894	MvSl-1064-A2-R4_MC13g11795	0.00312	0.00214	0.01156	0.0085	0.269894	0	0	0
MvSl-1064-A1-R4_MC13g11535	aAutosome	aAutosome	NON	8.97873	8.82743	0.00083	0.00083	0.00001	0.00003	82.1782	MvSl-1064-A2-R4_MC13g11796	0.00083	0.00083	0.00001	0.00002	82.1782	0	0	0
MvSl-1064-A1-R4_MC13g11537	aAutosome	aAutosome	NON	5.38183	5.29879	0.00223	0.00222	0.00478	0.00474	0.466517	MvSl-1064-A2-R4_MC13g11798	0.00223	0.00223	0.00478	0.00476	0.466517	0	0	0
MvSl-1064-A1-R4_MC13g11539	aAutosome	aAutosome	NON	5.11039	5.26109	0.00587	0.0034	0.00006	0.00018	97.6705	MvSl-1064-A2-R4_MC13g11800	0.00587	0.0034	0.00006	0.00016	97.6705	0	0	0
MvSl-1064-A1-R4_MC13g11542	aAutosome	aAutosome	NON	3.0571	3.56479	0.66495	0.08025	22.91387	81.17415	0.0290195	MvSl-1064-A2-R4_MC13g11803	0.66494	0.08029	22.96584	66.02117	0.0289534	1E-05	-0.05197	6.61E-05
MvSl-1064-A1-R4_MC13g11543	aAutosome	aAutosome	NON	2.38261	2.77263	0.00001	0	0.00601	0.00036	0.00166387	MvSl-1064-A2-R4_MC13g11804	0.00001	0.00002	0.00601	0.00599	0.00166387	0	0	0
MvSl-1064-A1-R4_MC13g11544	aAutosome	aAutosome	NON	4.7276	5.30583	0	0.00007	0.00003	0.00744	0	MvSl-1064-A2-R4_MC13g11805	0	0.00035	0	0	0	0	0.00003	0
MvSl-1064-A1-R4_MC13g11545	aAutosome	aAutosome	NON	5.09653	5.11495	0.00143	0.00144	0.00554	0.0056	0.258118	MvSl-1064-A2-R4_MC13g11806	0.00143	0.00143	0.00554	0.00558	0.258118	0	0	0
MvSl-1064-A1-R4_MC13g11547	aAutosome	aAutosome	NON	6.26978	6.17147	0.00002	0	0.02235	0.00078	0.000894851	MvSl-1064-A2-R4_MC13g11808	0.00002	0	0.02235	0.00095	0.000894851	0	0	0
MvSl-1064-A1-R4_MC13g11548	aAutosome	aAutosome	NON	6.13239	6.01931	0.00224	0.0013	0.00234	0.00139	0.957224	MvSl-1064-A2-R4_MC13g11809	0.00224	0.00128	0.00234	0.00131	0.957224	0	0	0
MvSl-1064-A1-R4_MC13g11549	aAutosome	aAutosome	NON	6.60452	6.51888	0	0.00062	0.00001	0	0	MvSl-1064-A2-R4_MC13g11810	0	0.00005	0.00001	0	0	0	0	0
MvSl-1064-A1-R4_MC13g11550	aAutosome	aAutosome	NON	6.52918	6.76456	0.00939	0.00235	0.03454	0.00784	0.271858	MvSl-1064-A2-R4_MC13g11811	0.00939	0.0023	0.03454	0.00771	0.271858	0	0	0
MvSl-1064-A1-R4_MC13g11551	aAutosome	aAutosome	NON	5.21693	6.26554	0.00145	0.00145	0.00001	0.00009	143.564	MvSl-1064-A2-R4_MC13g11812	0.00145	0.00145	0.00001	0.00006	143.564	0	0	0
MvSl-1064-A1-R4_MC13g11558	aAutosome	aAutosome	NON	1.71938	1.58898	0.68269	0.11245	1.825	0.77139	0.374077	MvSl-1064-A2-R4_MC13g11819	0.68269	0.11252	1.825	0.77147	0.374077	0	0	0
MvSl-1064-A1-R4_MC13g11560	aAutosome	aAutosome	NON	6.53012	6.26173	0.00002	0	0.02038	0	0.000981349	MvSl-1064-A2-R4_MC13g11821	0.00002	0	0.02038	0	0.000981349	0	0	0
MvSl-1064-A1-R4_MC13g11563	aAutosome	aAutosome	NON	1.32503	0.752355	0.00084	0.00085	0.00001	0	83.1683	MvSl-1064-A2-R4_MC13g11824	0.00084	0.00085	0.00001	0.00004	83.1683	0	0	0
MvSl-1064-A1-R4_MC13g11564	aAutosome	aAutosome	NON	8.84446	9.06936	0.0008	0.00079	0.00264	0.00261	0.303019	MvSl-1064-A2-R4_MC13g11825	0.0008	0.00079	0.00264	0.00261	0.303019	0	0	0
MvSl-1064-A1-R4_MC13g11565	aAutosome	aAutosome	NON	5.60698	5.71678	0.00159	0.00146	0.01197	0.00675	0.132831	MvSl-1064-A2-R4_MC13g11826	0.00159	0.00153	0.01197	0.00685	0.132831	0	0	0
MvSl-1064-A1-R4_MC13g11566	aAutosome	aAutosome	NON	6.75214	6.75047	0.0008	0.0008	0.004	0.00285	0.199995	MvSl-1064-A2-R4_MC13g11827	0.00079	0.00079	0.004	0.00284	0.197495	0.00001	0	0.0025
MvSl-1064-A1-R4_MC13g11567	aAutosome	aAutosome	NON	7.28251	6.9506	0.00277	0.00277	0.00473	0.00474	0.585611	MvSl-1064-A2-R4_MC13g11828	0.00277	0.00281	0.00473	0.0048	0.585611	0	0	0
MvSl-1064-A1-R4_MC13g11568	aAutosome	aAutosome	NON	5.67789	5.44078	0.00443	0.00445	0.00004	0.00059	110.474	MvSl-1064-A2-R4_MC13g11829	0.00443	0.00443	0.00004	0	110.474	0	0	0
MvSl-1064-A1-R4_MC13g11569	aAutosome	aAutosome	NON	5.02933	4.96013	0.00422	0.0042	0.00741	0.0074	0.569493	MvSl-1064-A2-R4_MC13g11830	0.00422	0.00423	0.00741	0.00744	0.569493	0	0	0
MvSl-1064-A1-R4_MC13g11572	aAutosome	aAutosome	NON	2.56156	2.14574	0.00293	0.00294	0.00003	0.00025	97.3422	MvSl-1064-A2-R4_MC13g11833	0.00293	0.00294	0.00003	0.00016	97.3422	0	0	0
MvSl-1064-A1-R4_MC13g11573	aAutosome	aAutosome	NON	7.23319	7.19971	0.00098	0.00098	0.00658	0.00466	0.148934	MvSl-1064-A2-R4_MC13g11834	0.00098	0.00099	0.00658	0.00469	0.148934	0	0	0
MvSl-1064-A1-R4_MC13g11574	aAutosome	aAutosome	NON	5.038	4.79332	0	0.0129	0	0.00013	0	MvSl-1064-A2-R4_MC13g11835	0	0.0143	0	0.00014	0	0	0	0
MvSl-1064-A1-R4_MC13g11575	aAutosome	aAutosome	NON	4.69518	4.51642	0.00104	0.00074	0.00577	0.00334	0.18024	MvSl-1064-A2-R4_MC13g11836	0.00104	0.00074	0.00577	0.00335	0.18024	0	0	0
MvSl-1064-A1-R4_MC13g11576	aAutosome	aAutosome	NON	4.59237	5.12966	0.00238	0.00238	0.00002	0	118.408	MvSl-1064-A2-R4_MC13g11837	0.00238	0.00238	0.00002	0	118.408	0	0	0
MvSl-1064-A1-R4_MC13g11577	aAutosome	aAutosome	NON	6.39125	6.28656	0.00346	0.00246	0.00405	0.00409	0.8543	MvSl-1064-A2-R4_MC13g11838	0.00346	0.002	0.00405	0.00235	0.8543	0	0	0
MvSl-1064-A1-R4_MC13g11578	aAutosome	aAutosome	NON	8.43927	8.3851	0.00748	0.0048	0.00753	0.01268	0.993347	MvSl-1064-A2-R4_MC13g11839	0.00748	0.00332	0.00753	0.00522	0.993347	0	0	0
MvSl-1064-A1-R4_MC13g11580	aAutosome	aAutosome	NON	4.75323	4.58004	0.66838	0.08693	58.70868	97.45134	0.0113847	MvSl-1064-A2-R4_MC13g11841	0.66838	0.08708	58.70857	109.86727	0.0113847	0	0.00011	0
MvSl-1064-A1-R4_MC13g11582	aAutosome	aAutosome	NON	5.30784	5.15888	0	0.00513	0.00001	0.01392	0	MvSl-1064-A2-R4_MC13g11843	0	0.00836	0.00001	0.01989	0	0	0	0
MvSl-1064-A1-R4_MC13g11583	aAutosome	aAutosome	NON	6.3072	5.83491	0.00096	0.00097	0.00716	0.00416	0.134076	MvSl-1064-A2-R4_MC13g11844	0.00096	0.00097	0.00716	0.00416	0.134076	0	0	0
MvSl-1064-A1-R4_MC13g11584	aAutosome	aAutosome	Down	3.93702	4.84704	0.01025	0.00729	0.0001	0.00055	102.398	MvSl-1064-A2-R4_MC13g11845	0.01025	0.00729	0.0001	0.00057	102.398	0	0	0
MvSl-1064-A1-R4_MC13g11585	aAutosome	aAutosome	NON	6.05169	5.97525	0.00446	0.002	0.00627	0.00362	0.711312	MvSl-1064-A2-R4_MC13g11846	0.00446	0.00201	0.00627	0.00366	0.711312	0	0	0
MvSl-1064-A1-R4_MC13g11586	aAutosome	aAutosome	NON	5.85921	5.93332	0.09453	0.02388	0.1751	0.06709	0.539863	MvSl-1064-A2-R4_MC13g11847	0.09453	0.02432	0.1751	0.07007	0.539863	0	0	0
MvSl-1064-A1-R4_MC13g11587	aAutosome	aAutosome	NON	6.73657	6.51452	0.00001	0	0.00945	0.00061	0.00105819	MvSl-1064-A2-R4_MC13g11848	0.00001	0.00001	0.00945	0.0095	0.00105819	0	0	0
MvSl-1064-A1-R4_MC13g11588	aAutosome	aAutosome	NON	4.26873	3.83818	0.81131	0.15001	1.08243	0.40457	0.749526	MvSl-1064-A2-R4_MC13g11849	0.89943	0.14728	1.05493	0.32034	0.852597	-0.08812	0.0275	-0.103071
MvSl-1064-A1-R4_MC13g11589	aAutosome	aAutosome	NON	7.10355	6.67953	0	0	0.00001	0	0	MvSl-1064-A2-R4_MC13g11850	0	0	0.00001	0	0	0	0	0
