genea1	dNa1	dNsea1	dSa1	dSsea1	dNdSa1	genea2	dNa2	dNsea2	dSa2	dSsea2	dNdSa2	chr	chrom	DE	a1mean	a2mean	ratio	log2ratio	dndiff	dsdiff	dndsdiff
MvSl-1064-A1-R4_MC09-2g09097	1.34689	0.51359	68.31322	300.1093	0.0197164	MvSl-1064-A2-R4_MC09g09372	0.00486	0.00282	0.00306	0.00307	1.58818	aAutosome	aAutosome	NON	5.72106	5.65056	1.012476639	0.017888622	1.34203	68.31016	-1.5684636
MvSl-1064-A1-R4_MC09-2g09102	1.24291	0.46992	66.32057	166.6084	0.0187409	MvSl-1064-A2-R4_MC09g09377	0.00001	0	0.00691	0.0005	0.00144716	aAutosome	aAutosome	NON	6.95374	6.96104	0.998951306	-0.001513739	1.2429	66.31366	0.01729374
MvSl-1064-A1-R4_MC09-2g09103	4.78489	4.77651	56.32885	117.80017	0.0849456	MvSl-1064-A2-R4_MC09g09378	0.0007	0.0007	0.00001	0	69.3069	aAutosome	aAutosome	NON	6.00584	6.28447	0.955663723	-0.065425039	4.78419	56.32884	-69.2219544
MvSl-1064-A1-R4_MC09-2g09104	8.84859	4.94469	0.08938	0.24128	98.9997	MvSl-1064-A2-R4_MC09g09379	0	0.00784	0.00001	0.01676	0	aAutosome	aAutosome	NON	5.64833	6.34754	0.889845515	-0.168373202	8.84859	0.08937	98.9997
MvSl-1064-A1-R4_MC09-2g09105	1.61938	0.68694	75.93573	1301.76454	0.0213257	MvSl-1064-A2-R4_MC09g09380	0	0	0.00329	0	0	aAutosome	aAutosome	NON	4.93519	4.62209	1.067739919	0.094560276	1.61938	75.93244	0.0213257
MvSl-1064-A1-R4_MC09-2g09106	25.3899	22.66325	0.27832	0.65369	91.2256	MvSl-1064-A2-R4_MC09g09381	0.00586	0.00565	0.09355	0.05492	0.0626402	aAutosome	aAutosome	NON	5.47798	5.63477	0.972174552	-0.040712725	25.38404	0.18477	91.1629598
MvSl-1064-A1-R4_MC09-2g09108	0	0.00685	0.00001	0.07639	0	MvSl-1064-A2-R4_MC09g09383	0.00107	0.00076	0.00236	0.0017	0.453371	aAutosome	aAutosome	NON	5.68319	5.71695	0.994094753	-0.008544724	-0.00107	-0.00235	-0.453371
MvSl-1064-A1-R4_MC09-2g09109	0	0	0	0	0	MvSl-1064-A2-R4_MC09g09384	0.00877	0.00503	0.00009	0.00005	97.3363	aAutosome	aAutosome	NON	4.33338	4.18275	1.036012193	0.051040982	-0.00877	-0.00009	-97.3363
MvSl-1064-A1-R4_MC09-2g09111	0	0.01186	0.00001	0.02284	0	MvSl-1064-A2-R4_MC09g09386	0.00717	0.0051	0.00007	0.00041	102.282	aAutosome	aAutosome	NON	7.58553	7.82524	0.969367074	-0.044885015	-0.00717	-0.00006	-102.282
MvSl-1064-A1-R4_MC09-2g09112	0	0	0.00001	0	0	MvSl-1064-A2-R4_MC09g09387	0.00293	0.00208	0.00003	0.00008	97.3422	aAutosome	aAutosome	NON	5.48666	5.97654	0.918032842	-0.123382329	-0.00293	-0.00002	-97.3422
MvSl-1064-A1-R4_MC09-2g09113	0.89802	0.60705	0.82721	0.63837	1.0856	MvSl-1064-A2-R4_MC09g09388	0.00303	0.00214	0.00003	0.00012	100.664	aAutosome	aAutosome	NON	4.4582	4.40817	1.011349381	0.016281477	0.89499	0.82718	-99.5784
MvSl-1064-A1-R4_MC09-2g09117	0.00001	0	0	0	10000	MvSl-1064-A2-R4_MC09g09392	0	0	0.00001	0	0	aAutosome	aAutosome	NON	4.73629	4.79062	0.988659088	-0.016454962	0.00001	-0.00001	10000
MvSl-1064-A1-R4_MC09-2g09118	0.87418	0.31053	2.01172	0	0.434544	MvSl-1064-A2-R4_MC09g09393	0.00126	0.00126	0.0034	0.0034	0.370577	aAutosome	aAutosome	NON	7.5371	7.77712	0.969137676	-0.045226466	0.87292	2.00832	0.063967
MvSl-1064-A1-R4_MC09-2g09119	0.80432	0.77596	43.4946	100.0708	0.0184924	MvSl-1064-A2-R4_MC09g09394	0	0	0.00001	0	0	aAutosome	aAutosome	NON	5.96985	6.28022	0.950579757	-0.073120416	0.80432	43.49459	0.0184924
MvSl-1064-A1-R4_MC09-2g09121	0.55256	0.21841	0.81815	0.69533	0.675377	MvSl-1064-A2-R4_MC09g09396	0	0	0.00001	0	0	aAutosome	aAutosome	NON	5.89309	5.79727	1.016528469	0.023650621	0.55256	0.81814	0.675377
MvSl-1064-A1-R4_MC09-2g09122	0.64395	0.21617	1.3408	0.83495	0.480273	MvSl-1064-A2-R4_MC09g09397	0.01096	0.00232	0.0127	0.00375	0.862985	aAutosome	aAutosome	NON	6.71532	6.61825	1.014667019	0.021006359	0.63299	1.3281	-0.382712
MvSl-1064-A1-R4_MC09-2g09123	1.33363	0.66354	0.60827	0.75003	2.1925	MvSl-1064-A2-R4_MC09g09398	0	0	0.00001	0	0	aAutosome	aAutosome	NON	7.51267	7.39605	1.015767876	0.022570754	1.33363	0.60826	2.1925
MvSl-1064-A1-R4_MC09-2g09124	0.06528	0.05028	0.08479	0.10058	0.769902	MvSl-1064-A2-R4_MC09g09399	0.00325	0.00134	0.01027	0.00421	0.316453	aAutosome	aAutosome	NON	7.86969	7.7174	1.01973333	0.028191923	0.06203	0.07452	0.453449
MvSl-1064-A1-R4_MC09-2g09125	20.67251	36.95609	10.7515	21.3251	1.92276	MvSl-1064-A2-R4_MC09g09400	0.48201	0.10916	1.56785	0.67429	0.307434	aAutosome	aAutosome	NON	4.91374	4.99653	0.983430501	-0.024104994	20.1905	9.18365	1.615326
MvSl-1064-A1-R4_MC09-2g09126	26.45868	130.56634	3.57367	16.26991	7.40378	MvSl-1064-A2-R4_MC09g09401	0.00001	0	0.01316	0.00195	0.000759873	aAutosome	aAutosome	NON	8.10326	8.20336	0.987797683	-0.01771251	26.45867	3.56051	7.403020127
MvSl-1064-A1-R4_MC09-2g09132	0.00005	0	0.04948	0.01009	0.00101051	MvSl-1064-A2-R4_MC09g09407	0.00115	0.00114	0.00448	0.00317	0.256691	aAutosome	aAutosome	NON	1.81738	2.22865	0.815462275	-0.294309958	-0.0011	0.045	-0.25568049
MvSl-1064-A1-R4_MC09-2g09133	0.98359	0.4986	3.04583	3.31313	0.32293	MvSl-1064-A2-R4_MC09g09408	0.00001	0.00001	0.00663	0.0047	0.00150827	aAutosome	aAutosome	NON	4.60945	4.70767	0.979136176	-0.030418575	0.98358	3.0392	0.32142173
MvSl-1064-A1-R4_MC09-2g09134	0.78043	0.47324	0.95279	0.91624	0.8191	MvSl-1064-A2-R4_MC09g09409	0.2142	0.03783	0.20309	0.05689	1.0547	aAutosome	aAutosome	NON	6.06039	6.14396	0.986398023	-0.019758186	0.56623	0.7497	-0.2356
MvSl-1064-A1-R4_MC09-2g09135	0.5704	0.28424	1.04647	1.10383	0.545071	MvSl-1064-A2-R4_MC09g09410	0	0	0.00001	0	0	aAutosome	aAutosome	NON	5.95303	5.8413	1.019127591	0.027334684	0.5704	1.04646	0.545071
MvSl-1064-A1-R4_MC09-2g09136	1.02309	0.46026	5.18702	8.57915	0.19724	MvSl-1064-A2-R4_MC09g09411	0.00321	0.00186	0.00057	0.00033	5.63059	aAutosome	aAutosome	NON	6.51226	6.29504	1.034506532	0.048942755	1.01988	5.18645	-5.43335
MvSl-1064-A1-R4_MC09-2g09137	0.78309	0.31018	0.81826	0.91561	0.957019	MvSl-1064-A2-R4_MC09g09412	0	0	0.00001	0	0	aAutosome	aAutosome	NON	8.47491	8.58759	0.98687874	-0.019055266	0.78309	0.81825	0.957019
MvSl-1064-A1-R4_MC09-2g09138	0.35553	0.16808	15.91753	0	0.0223358	MvSl-1064-A2-R4_MC09g09413	0.02845	0.01187	0.02936	0.01411	0.969002	aAutosome	aAutosome	NON	5.4748	5.66303	0.96676161	-0.04876791	0.32708	15.88817	-0.9466662
MvSl-1064-A1-R4_MC09-2g09139	0	0	0.00001	0	0	MvSl-1064-A2-R4_MC09g09414	0.00216	0.00217	0.00002	0	107.463	aAutosome	aAutosome	NON	6.00183	5.95219	1.008339788	0.011981876	-0.00216	-0.00001	-107.463
MvSl-1064-A1-R4_MC09-2g09140	0.69088	0.25983	44.51992	155.36187	0.0155184	MvSl-1064-A2-R4_MC09g09415	0.00442	0.00254	0.00504	0.00354	0.876967	aAutosome	aAutosome	NON	6.98504	7.11321	0.981981412	-0.026232379	0.68646	44.51488	-0.8614486
MvSl-1064-A1-R4_MC09-2g09141	0	0.00004	0.00001	0.00321	0	MvSl-1064-A2-R4_MC09g09416	0.00091	0.0009	0.00327	0.00327	0.278279	aAutosome	aAutosome	NON	7.65621	7.84843	0.975508477	-0.035773685	-0.00091	-0.00326	-0.278279
MvSl-1064-A1-R4_MC09-2g09142	1.7538	1.09405	50.76295	100.37188	0.0345488	MvSl-1064-A2-R4_MC09g09417	0.01846	0.00905	0.01245	0.01122	1.48272	aAutosome	aAutosome	NON	8.07695	7.4174	1.088919298	0.122897037	1.73534	50.7505	-1.4481712
MvSl-1064-A1-R4_MC09-2g09143	0.02078	0.02089	0.00021	0.0019	98.9519	MvSl-1064-A2-R4_MC09g09418	0.00328	0.00328	0.00003	0	108.97	aAutosome	aAutosome	NON	4.91031	4.27522	1.14855142	0.199815446	0.0175	0.00018	-10.0181
MvSl-1064-A1-R4_MC09-2g09144	15.19895	0	21.15381	0	0.718497	MvSl-1064-A2-R4_MC09g09419	0.74298	0.17262	3.95186	4.34089	0.188008	aAutosome	aAutosome	NON	2.80004	1.92609	1.453743075	0.53977232	14.45597	17.20195	0.530489
MvSl-1064-A1-R4_MC09-2g09145	0.63068	0.26928	26.92451	115.62875	0.023424	MvSl-1064-A2-R4_MC09g09420	0.35815	0.04886	0.64729	0.1405	0.553307	aAutosome	aAutosome	NON	1.64882	2.66155	0.619496158	-0.690832759	0.27253	26.27722	-0.529883
MvSl-1064-A1-R4_MC09-2g09146	0.53134	0.20185	6.8424	9.12286	0.077654	MvSl-1064-A2-R4_MC09g09421	0	0	0.00001	0	0	aAutosome	aAutosome	NON	5.26237	5.28553	0.995618226	-0.006335455	0.53134	6.84239	0.077654
MvSl-1064-A1-R4_MC09-2g09147	2.75724	3.37253	65.17087	119.18078	0.0423079	MvSl-1064-A2-R4_MC09g09422	0	0.00034	0.00001	0	0	aAutosome	aAutosome	NON	10.9552	10.4786	1.045483175	0.064169845	2.75724	65.17086	0.0423079
MvSl-1064-A1-R4_MC09-2g09149	0.44475	0.29536	45.40909	87.53511	0.00979429	MvSl-1064-A2-R4_MC09g09424	0	0	0.00001	0	0	aAutosome	aAutosome	NON	8.18574	8.20937	0.997121582	-0.004158668	0.44475	45.40908	0.00979429
MvSl-1064-A1-R4_MC09-2g09150	1.42589	1.16789	26.44703	70.5985	0.0539149	MvSl-1064-A2-R4_MC09g09425	0	0.0025	0.00001	0.00564	0	aAutosome	aAutosome	NON	7.90515	7.81679	1.011303873	0.016216558	1.42589	26.44702	0.0539149
MvSl-1064-A1-R4_MC09-2g09151	10.51019	5.85791	0.10616	0.25776	99.0033	MvSl-1064-A2-R4_MC09g09426	0.00167	0.00096	0.00134	0.00132	1.24618	aAutosome	aAutosome	NON	7.78875	7.77938	1.001204466	0.001736632	10.50852	0.10482	97.75712
MvSl-1064-A1-R4_MC09-2g09152	0	0.00006	0.00001	0	0	MvSl-1064-A2-R4_MC09g09427	0	0	0.00001	0	0	aAutosome	aAutosome	NON	3.87556	3.89217	0.995732458	-0.006169937	0	0	0
MvSl-1064-A1-R4_MC09-2g09153	0	0	0.00005	0	0	MvSl-1064-A2-R4_MC09g09428	0	0	0	0	0	aAutosome	aAutosome	NON	4.4979	4.55348	0.987793951	-0.017717961	0	0.00005	0
MvSl-1064-A1-R4_MC09-2g09154	1.75451	2.40892	3.66734	8.40392	0.478415	MvSl-1064-A2-R4_MC09g09429	0.00532	0.00267	0.00005	0.00011	106.188	aAutosome	aAutosome	NON	6.31756	6.26147	1.00895796	0.012866064	1.74919	3.66729	-105.709585
MvSl-1064-A1-R4_MC09-2g09155	0	0	0	0	0	MvSl-1064-A2-R4_MC09g09430	0	0.00199	0.00001	0.00433	0	aAutosome	aAutosome	NON	7.60503	7.20669	1.055273642	0.077617151	0	-0.00001	0
MvSl-1064-A1-R4_MC09-2g09156	0	0.09147	0	0.00095	0	MvSl-1064-A2-R4_MC09g09431	0.00203	0.00203	0.00002	0.00006	100.995	aAutosome	aAutosome	NON	8.65638	8.60407	1.006079681	0.00874457	-0.00203	-0.00002	-100.995
MvSl-1064-A1-R4_MC09-2g09158	0	0	0	0	0	MvSl-1064-A2-R4_MC09g09433	0	0	0.00002	0.01693	0	aAutosome	aAutosome	NON	4.62498	4.54984	1.016514866	0.023631315	0	-0.00002	0
MvSl-1064-A1-R4_MC09-2g09159	2.14268	1.71675	2.61978	2.33592	0.817885	MvSl-1064-A2-R4_MC09g09434	0	0.00005	0.00002	0	0	aAutosome	aAutosome	NON	8.46005	9.05913	0.933870029	-0.098706317	2.14268	2.61976	0.817885
MvSl-1064-A1-R4_MC09-2g09160	0.64692	0.23253	8.53387	13.37159	0.0758062	MvSl-1064-A2-R4_MC09g09435	0.00136	0.00137	0.00001	0	134.653	aAutosome	aAutosome	NON	5.74947	5.66228	1.015398391	0.022045879	0.64556	8.53386	-134.5771938
MvSl-1064-A1-R4_MC09-2g09161	0.99262	0.57479	1.92423	2.03944	0.515853	MvSl-1064-A2-R4_MC09g09436	0	0.00002	0.00002	0.00316	0	aAutosome	aAutosome	NON	6.65104	6.33077	1.050589423	0.071198965	0.99262	1.92421	0.515853
MvSl-1064-A1-R4_MC09-2g09163	0	0.00006	0.00001	0	0	MvSl-1064-A2-R4_MC09g09438	0.0038	0.00153	0.00138	0.00129	2.75342	aAutosome	aAutosome	NON	6.66983	6.61858	1.007743353	0.011128267	-0.0038	-0.00137	-2.75342
MvSl-1064-A1-R4_MC09-2g09164	0	0.00019	0.00001	0.01171	0	MvSl-1064-A2-R4_MC09g09439	0	0	0.00001	0	0	aAutosome	aAutosome	NON	6.45198	6.09054	1.059344492	0.08317182	0	0	0
MvSl-1064-A1-R4_MC09-2g09165	23.67673	45.31662	0.37423	0.45592	63.2679	MvSl-1064-A2-R4_MC09g09440	0	0.00006	0.00001	0.02606	0	aAutosome	aAutosome	NON	5.0979	5.05561	1.008364965	0.012017898	23.67673	0.37422	63.2679
MvSl-1064-A1-R4_MC09-2g09167	15.89917	222.93213	7.81892	102.19337	2.03342	MvSl-1064-A2-R4_MC09g09442	0.00195	0.00169	0.0048	0.00413	0.406242	aAutosome	aAutosome	NON	6.86432	6.59691	1.040535645	0.057326387	15.89722	7.81412	1.627178
MvSl-1064-A1-R4_MC09-2g09168	14.78434	53.51961	25.18793	95.24624	0.586961	MvSl-1064-A2-R4_MC09g09443	0	0	0.00001	0	0	aAutosome	aAutosome	NON	7.7894	7.77039	1.002446467	0.003525195	14.78434	25.18792	0.586961
MvSl-1064-A1-R4_MC09-2g09169	0.83831	0.37595	140.80933	350.84178	0.00595351	MvSl-1064-A2-R4_MC09g09444	0	0	0.00001	0	0	aAutosome	aAutosome	NON	7.21073	7.2428	0.995572154	-0.006402215	0.83831	140.80932	0.00595351
MvSl-1064-A1-R4_MC09-2g09170	0	0	0	0	0	MvSl-1064-A2-R4_MC09g09445	0.0034	0.00178	0.00271	0.00184	1.25457	aAutosome	aAutosome	NON	6.16882	6.18493	0.997395282	-0.003762717	-0.0034	-0.00271	-1.25457
MvSl-1064-A1-R4_MC09-2g09171	0.00001	0.04637	0	0.00047	10000	MvSl-1064-A2-R4_MC09g09446	0	0	0.00001	0	0	aAutosome	aAutosome	NON	4.85545	5.198	0.934099654	-0.098351624	0.00001	-0.00001	10000
MvSl-1064-A1-R4_MC09-2g09172	0.39359	0.23992	35.44688	0	0.0111037	MvSl-1064-A2-R4_MC09g09447	0.00153	0.00109	0.00539	0.00312	0.283854	aAutosome	aAutosome	NON	6.45295	6.31779	1.021393557	0.030538863	0.39206	35.44149	-0.2727503
MvSl-1064-A1-R4_MC09-2g09173	2.36306	2.54198	24.03873	95.25201	0.0983022	MvSl-1064-A2-R4_MC09g09448	0.00174	0.00174	0.00002	0.00008	86.5672	aAutosome	aAutosome	NON	7.51937	7.7763	0.966959865	-0.048472085	2.36132	24.03871	-86.4688978
MvSl-1064-A1-R4_MC09-2g09174	20.79948	36.91094	4.61489	5.77365	4.50704	MvSl-1064-A2-R4_MC09g09449	0.00001	0	0.01355	0.00097	0.000738002	aAutosome	aAutosome	NON	4.54858	4.71189	0.965340872	-0.050889632	20.79947	4.60134	4.506301998
MvSl-1064-A1-R4_MC09-2g09176	0	0	0.00001	0	0	MvSl-1064-A2-R4_MC09g09451	0.0035	0.00157	0.00004	0	87.2818	aAutosome	aAutosome	NON	8.75857	8.68789	1.008135462	0.011689505	-0.0035	-0.00003	-87.2818
MvSl-1064-A1-R4_MC09-2g09178	0.97101	0.45754	1.22811	1.15875	0.790654	MvSl-1064-A2-R4_MC09g09453	0	0.00699	0.00001	0.0243	0	aAutosome	aAutosome	NON	3.90445	4.07807	0.957425939	-0.062767202	0.97101	1.2281	0.790654
MvSl-1064-A1-R4_MC09-2g09183	6.93335	19.67418	10.0541	27.13467	0.689604	MvSl-1064-A2-R4_MC09g09458	0.00001	0	0.00794	0.00022	0.00125943	aAutosome	aAutosome	NON	5.74569	5.67555	1.012358274	0.01771995	6.93334	10.04616	0.68834457
MvSl-1064-A1-R4_MC09-2g09185	0.02596	0.02665	0.00026	0.00258	99.8458	MvSl-1064-A2-R4_MC09g09460	0.00281	0.00282	0.01091	0.01099	0.25756	aAutosome	aAutosome	NON	3.60293	3.30634	1.089703418	0.123935534	0.02315	-0.01065	99.58824
MvSl-1064-A1-R4_MC09-2g09186	0.27282	0.18096	0.00276	0.03491	98.8478	MvSl-1064-A2-R4_MC09g09461	0.00634	0.00368	0.00958	0.00983	0.661788	aAutosome	aAutosome	NON	3.53536	3.38114	1.045611835	0.064347376	0.26648	-0.00682	98.186012
MvSl-1064-A1-R4_MC09-2g09188	26.07222	36.84327	0.57432	0.61528	45.3967	MvSl-1064-A2-R4_MC09g09463	0.7362	0.11177	74.37469	107.71856	0.00989853	aAutosome	aAutosome	NON	7.75971	7.83576	0.990294496	-0.014070474	25.33602	-73.80037	45.38680147
MvSl-1064-A1-R4_MC09-2g09189	0	0.00107	0.00001	0	0	MvSl-1064-A2-R4_MC09g09464	0	0	0	0.00009	0	aAutosome	aAutosome	NON	6.5771	6.50663	1.010830491	0.015541088	0	0.00001	0
MvSl-1064-A1-R4_MC09-2g09190	0.64271	0.48124	12.43166	100.18279	0.0516995	MvSl-1064-A2-R4_MC09g09465	0.001	0.00102	0.00713	0.00511	0.14025	aAutosome	aAutosome	NON	4.91047	4.90095	1.001942481	0.002799689	0.64171	12.42453	-0.0885505
MvSl-1064-A1-R4_MC09-2g09191	16.27539	58.36149	20.4792	161.21684	0.794728	MvSl-1064-A2-R4_MC09g09466	0.00143	0.00145	0.00419	0.0043	0.341281	aAutosome	aAutosome	NON	6.88915	7.06149	0.975594386	-0.035646639	16.27396	20.47501	0.453447
MvSl-1064-A1-R4_MC09-2g09192	1.57813	0.73662	1.57146	0	1.00424	MvSl-1064-A2-R4_MC09g09467	0.87088	0.12598	2.08049	0.94011	0.418594	aAutosome	aAutosome	NON	5.45289	5.60499	0.972863466	-0.039690747	0.70725	-0.50903	0.585646
MvSl-1064-A1-R4_MC09-2g09195	1.23362	0.46637	16.8402	42.64584	0.0732545	MvSl-1064-A2-R4_MC09g09470	0	0	0.00001	0	0	aAutosome	aAutosome	NON	5.42974	5.59332	0.9707544	-0.042821754	1.23362	16.84019	0.0732545
MvSl-1064-A1-R4_MC09-2g09196	0	0	0.00001	0	0	MvSl-1064-A2-R4_MC09g09471	0	0	0.00493	0.00051	0	aAutosome	aAutosome	NON	6.72513	6.64266	1.012415207	0.017801083	0	-0.00492	0
MvSl-1064-A1-R4_MC09-2g09197	9.24575	26.93439	29.35781	0	0.314933	MvSl-1064-A2-R4_MC09g09472	0.00096	0.00096	0.00001	0.00002	95.0495	aAutosome	aAutosome	NON	7.03358	7.17201	0.980698577	-0.028118311	9.24479	29.3578	-94.734567
MvSl-1064-A1-R4_MC09-2g09200	16.48748	0	17.16616	0	0.960464	MvSl-1064-A2-R4_MC09g09475	0.00255	0.00182	0.00551	0.00387	0.462787	aAutosome	aAutosome	NON	6.81462	6.48213	1.051293325	0.072165257	16.48493	17.16065	0.497677
MvSl-1064-A1-R4_MC09-2g09201	1.61349	1.04757	2.11624	1.74898	0.762432	MvSl-1064-A2-R4_MC09g09476	0	0.00008	0.00002	0	0	aAutosome	aAutosome	NON	7.15745	6.57488	1.088605419	0.122481123	1.61349	2.11622	0.762432
MvSl-1064-A1-R4_MC09-2g09202	1.72603	0.60845	14.89628	36.64592	0.11587	MvSl-1064-A2-R4_MC09g09477	0.00204	0.00003	0.00002	0.00006	101.493	aAutosome	aAutosome	NON	5.10361	4.81575	1.059774698	0.083757588	1.72399	14.89626	-101.37713
MvSl-1064-A1-R4_MC09-2g09203	0	0.00005	0.00001	0	0	MvSl-1064-A2-R4_MC09g09478	0.00001	0	0.00576	0.0004	0.00173608	aAutosome	aAutosome	NON	8.36952	8.37299	0.999585572	-0.000598017	-0.00001	-0.00575	-0.00173608
MvSl-1064-A1-R4_MC09-2g09204	0	0.01851	0.00001	0.03888	0	MvSl-1064-A2-R4_MC09g09479	0.00001	0	0.0134	0.00199	0.000746263	aAutosome	aAutosome	NON	5.84004	5.81788	1.003808948	0.005484711	-0.00001	-0.01339	-0.000746263
MvSl-1064-A1-R4_MC09-2g09205	0	0.00173	0.00001	0	0	MvSl-1064-A2-R4_MC09g09480	0	0	0	0	0	aAutosome	aAutosome	NON	7.58562	7.36268	1.030279735	0.043036102	0	0.00001	0
MvSl-1064-A1-R4_MC09-2g09207	0.02745	0.02815	0.00028	0.00095	98.0354	MvSl-1064-A2-R4_MC09g09482	0.00347	0.00201	0.0066	0.00472	0.52575	aAutosome	aAutosome	NON	4.49366	4.32275	1.039537332	0.055941569	0.02398	-0.00632	97.50965
MvSl-1064-A1-R4_MC09-2g09208	0.00008	0	0.07778	0.0145	0.00102854	MvSl-1064-A2-R4_MC09g09483	0.00133	0.00133	0.00466	0.00331	0.285402	aAutosome	aAutosome	NON	3.42673	3.21354	1.066341169	0.092669093	-0.00125	0.07312	-0.28437346
MvSl-1064-A1-R4_MC09-2g09209	0	0.01685	0	0.00017	0	MvSl-1064-A2-R4_MC09g09484	0.00001	0	0	0	100	aAutosome	aAutosome	NON	5.02701	5.11542	0.982716962	-0.025152138	-0.00001	0	-100
MvSl-1064-A1-R4_MC09-2g09210	1.70541	0.77517	5.32983	4.48872	0.319975	MvSl-1064-A2-R4_MC09g09485	0.00001	0	0.00951	0.00121	0.00105151	aAutosome	aAutosome	NON	8.08926	8.05952	1.003690046	0.005313813	1.7054	5.32032	0.31892349
MvSl-1064-A1-R4_MC09-2g09211	0	0	0.00001	0	0	MvSl-1064-A2-R4_MC09g09486	0.00074	0.00075	0.00321	0.00325	0.230522	aAutosome	aAutosome	NON	6.80517	6.43975	1.056744439	0.07962652	-0.00074	-0.0032	-0.230522
MvSl-1064-A1-R4_MC09-2g09212	0.99952	0.63369	47.95761	205.64819	0.0208417	MvSl-1064-A2-R4_MC09g09487	0.00156	0.00111	0.00243	0.00245	0.641949	aAutosome	aAutosome	NON	4.76682	4.64874	1.025400431	0.036187409	0.99796	47.95518	-0.6211073
MvSl-1064-A1-R4_MC09-2g09213	0	0.00011	0.00001	0	0	MvSl-1064-A2-R4_MC09g09488	0	0	0.00321	0	0	aAutosome	aAutosome	NON	6.42659	6.0634	1.059898737	0.083926435	0	-0.0032	0
MvSl-1064-A1-R4_MC09-2g09214	0.00002	0	0	0	20000	MvSl-1064-A2-R4_MC09g09489	0.00107	0.00107	0.00001	0.00001	105.941	aAutosome	aAutosome	NON	6.97385	6.57446	1.060748715	0.085082932	-0.00105	-0.00001	19894.059
MvSl-1064-A1-R4_MC09-2g09217	0	0.07378	0.00001	0.19664	0	MvSl-1064-A2-R4_MC09g09492	0	0	0.00358	0.00066	0	aAutosome	aAutosome	NON	5.09884	4.65705	1.094864775	0.130752696	0	-0.00357	0
MvSl-1064-A1-R4_MC09-2g09219	2.26487	1.31656	1.97925	3.20436	1.14431	MvSl-1064-A2-R4_MC09g09494	0.00299	0.0024	0.01298	0.01042	0.230353	aAutosome	aAutosome	NON	5.85047	5.91832	0.988535598	-0.016635175	2.26188	1.96627	0.913957
MvSl-1064-A1-R4_MC09-2g09220	0.89378	0.38338	2.00092	1.59865	0.446685	MvSl-1064-A2-R4_MC09g09495	0	0	0	0	0	aAutosome	aAutosome	NON	6.46373	6.33756	1.019908293	0.028439435	0.89378	2.00092	0.446685
MvSl-1064-A1-R4_MC09-2g09222	0.99489	0.54435	2.58239	4.26881	0.385259	MvSl-1064-A2-R4_MC09g09497	0	0	0.00001	0	0	aAutosome	aAutosome	NON	7.40795	7.37455	1.00452909	0.006519343	0.99489	2.58238	0.385259
MvSl-1064-A1-R4_MC09-2g09223	19.44352	15.18229	0.1964	0.38874	98.9996	MvSl-1064-A2-R4_MC09g09498	0.002	0.002	0.00002	0.00006	99.5025	aAutosome	aAutosome	NON	5.77738	5.70877	1.012018351	0.01723545	19.44152	0.19638	-0.5029
MvSl-1064-A1-R4_MC09-2g09224	13.25502	22.84294	22.91592	40.04889	0.57842	MvSl-1064-A2-R4_MC09g09499	0	0	0.00272	0	0	aAutosome	aAutosome	NON	6.29345	6.21861	1.012034844	0.017258962	13.25502	22.9132	0.57842
MvSl-1064-A1-R4_MC09-2g09225	10.41626	6.08917	0.10522	0.23011	98.9951	MvSl-1064-A2-R4_MC09g09500	0.00346	0.00247	0.00881	0.00632	0.392731	aAutosome	aAutosome	NON	6.1031	6.14047	0.993914147	-0.008806856	10.4128	0.09641	98.602369
MvSl-1064-A1-R4_MC09-2g09226	0	1066.40564	0	1142.89635	0	MvSl-1064-A2-R4_MC09g09501	0.00669	0.00387	0.00554	0.00555	1.20756	aAutosome	aAutosome	NON	4.93853	4.85571	1.017056208	0.024399413	-0.00669	-0.00554	-1.20756
MvSl-1064-A1-R4_MC09-2g09228	1.86476	0.98515	13.6719	39.20645	0.136394	MvSl-1064-A2-R4_MC09g09503	0.0047	0.0029	0.0161	0.00854	0.291924	aAutosome	aAutosome	NON	5.60065	5.48035	1.021951153	0.03132624	1.86006	13.6558	-0.15553
MvSl-1064-A1-R4_MC09-2g09229	1.73836	1.46954	75.87029	149.28259	0.0229123	MvSl-1064-A2-R4_MC09g09504	0.0145	0.00651	0.00945	0.00428	1.53438	aAutosome	aAutosome	NON	6.01422	5.99173	1.003753507	0.005405028	1.72386	75.86084	-1.5114677
MvSl-1064-A1-R4_MC09-2g09230	1.15185	0.5188	35.73511	157.44608	0.032233	MvSl-1064-A2-R4_MC09g09505	0.01766	0.0063	0.00018	0	98.0566	aAutosome	aAutosome	NON	7.14176	7.47162	0.955851609	-0.06514143	1.13419	35.73493	-98.024367
MvSl-1064-A1-R4_MC09-2g09231	1.04272	0.35941	5.61697	9.48214	0.185637	MvSl-1064-A2-R4_MC09g09506	0.57014	0.08874	66.51381	64.72306	0.00857175	aAutosome	aAutosome	NON	3.37078	3.14068	1.073264389	0.102005514	0.47258	-60.89684	0.17706525
MvSl-1064-A1-R4_MC09-2g09232	1.25589	5.88425	13.38559	276.21717	0.093824	MvSl-1064-A2-R4_MC09g09507	0	0	0.00325	0.00027	0	aAutosome	aAutosome	Up	5.03588	3.35553	1.50077037	0.58570325	1.25589	13.38234	0.093824
