genea1	chr	chrom	DE	a1expmean	a2expmean	ratio	log2exp	dNa1	dNa1se	dSa1	dSa1se	dndsa1	genea2	dNa2	dNa2se	dSa2	dSa2se	dndsa2	dndiff	dsdiff	dndsdiff
MvSl-1064-A1-R4_MC11g10587	aAutosome	aAutosome	NON	2.48658	3.65832	0.679705439	-0.557018429	0.0042	0.00423	0.00004	0.00101	104.738	MvSl-1064-A2-R4_MC11g10851	0.0042	0.00421	0.00004	0.00004	104.738	0	0	0.999999999
MvSl-1064-A1-R4_MC11g10592	aAutosome	aAutosome	NON	6.86241	8.28555	0.828238319	-0.271882144	0.00348	0.00246	0.00004	0.00011	86.783	MvSl-1064-A2-R4_MC11g10856	0.00348	0.00246	0.00004	0.00018	86.783	0	0	0.999999999
MvSl-1064-A1-R4_MC11g10613	aAutosome	aAutosome	NON	7.37923	7.07007	1.043727997	0.061745784	0.00419	0.00297	0.00004	0.00012	104.489	MvSl-1064-A2-R4_MC11g10877	0.00419	0.00297	0.00004	0.00017	104.489	0	0	0.999999999
MvSl-1064-A1-R4_MC11g10657	aAutosome	aAutosome	NON	7.29734	7.18281	1.015945013	0.02282232	0.0044	0.00255	0.00004	0.00028	109.726	MvSl-1064-A2-R4_MC11g10921	0.0044	0.00255	0.00004	0.00012	109.726	0	0	0.999999999
MvSl-1064-A1-R4_MC11g10720	aAutosome	aAutosome	NON	6.71602	6.78983	0.98912933	-0.015768927	0.00406	0.00287	0.00004	0.00015	101.247	MvSl-1064-A2-R4_MC11g10985	0.00406	0.00288	0.00004	0.00022	101.247	0	0	0.999999999
MvSl-1064-A1-R4_MC12g10783	aAutosome	aAutosome	NON	4.70716	4.46187	1.054974708	0.077208412	0.00394	0.00395	0.00004	0	98.2544	MvSl-1064-A2-R4_MC12g11046	0.00394	0.00395	0.00004	0	98.2544	0	0	0.999999999
MvSl-1064-A1-R4_MC12g10908	aAutosome	aAutosome	NON	4.53975	4.55282	0.997129252	-0.00414757	0.00386	0.00223	0.00004	0.00007	96.2594	MvSl-1064-A2-R4_MC12g11171	0.00386	0.00223	0.00004	0.00015	96.2594	0	0	0.999999999
MvSl-1064-A1-R4_MC12g10966	aAutosome	aAutosome	NON	1.79444	2.1894	0.819603544	-0.287001872	0.00376	0.00377	0.00004	0.00023	93.7656	MvSl-1064-A2-R4_MC12g11229	0.00376	0.00377	0.00004	0.00019	93.7656	0	0	0.999999999
MvSl-1064-A1-R4_MC12g10976	aAutosome	aAutosome	NON	6.05681	6.07507	0.996994273	-0.004342877	0.00397	0.00281	0.00004	0.00011	99.0025	MvSl-1064-A2-R4_MC12g11239	0.00397	0.00281	0.00004	0.00012	99.0025	0	0	0.999999999
MvSl-1064-A1-R4_MC12g11022	aAutosome	aAutosome	NON	5.40875	5.76256	0.938601941	-0.091414651	0.00444	0.00445	0.00004	0.00035	110.723	MvSl-1064-A2-R4_MC12g11285	0.00444	0.0043	0.00004	0	110.723	0	0	0.999999999
MvSl-1064-A1-R4_MC12g11048	aAutosome	aAutosome	NON	4.36467	4.00264	1.090447804	0.124920715	0.00364	0.00364	0.00004	0.00017	90.7731	MvSl-1064-A2-R4_MC12g11311	0.00364	0.00364	0.00004	0.00016	90.7731	0	0	0.999999999
MvSl-1064-A1-R4_MC12g11141	aAutosome	aAutosome	NON	2.36918	2.69259	0.87988888	-0.184606755	0.00364	0.00258	0.00004	0.00024	90.7731	MvSl-1064-A2-R4_MC12g11404	0.00364	0.00258	0.00004	0.00025	90.7731	0	0	0.999999999
MvSl-1064-A1-R4_MC12g11144	aAutosome	aAutosome	NON	6.86614	6.82814	1.005565205	0.008006635	0.00379	0.00269	0.00004	0.00031	94.5137	MvSl-1064-A2-R4_MC12g11407	0.00379	0.00268	0.00004	0.00009	94.5137	0	0	0.999999999
MvSl-1064-A1-R4_MC13g11453	aAutosome	aAutosome	NON	5.16074	5.1143	1.009080422	0.013041159	0.00411	0.00411	0.00004	0.00015	102.494	MvSl-1064-A2-R4_MC13g11714	0.00411	0.00411	0.00004	0.00017	102.494	0	0	0.999999999
MvSl-1064-A1-R4_MC13g11568	aAutosome	aAutosome	NON	5.67789	5.44078	1.043580148	0.061541406	0.00443	0.00445	0.00004	0.00059	110.474	MvSl-1064-A2-R4_MC13g11829	0.00443	0.00443	0.00004	0	110.474	0	0	0.999999999
MvSl-1064-A1-R4_MC13g11630	aAutosome	aAutosome	NON	8.12456	7.99418	1.016309365	0.023339626	0.00378	0.00378	0.00004	0.00016	94.2643	MvSl-1064-A2-R4_MC13g11891	0.00378	0.00378	0.00004	0.00015	94.2643	0	0	0.999999999
MvSl-1064-A1-R4_MC13g11654	aAutosome	aAutosome	NON	5.58662	5.66703	0.98581091	-0.020617148	0.00352	0.00352	0.00004	0	87.7805	MvSl-1064-A2-R4_MC13g11915	0.00352	0.00353	0.00004	0.00018	87.7805	0	0	0.999999999
MvSl-1064-A1-R4_MC14g11735	aAutosome	aAutosome	NON	6.23236	6.29462	0.990109014	-0.014340716	0.00351	0.00203	0.00004	0.00002	87.5312	MvSl-1064-A2-R4_MC14g11996	0.00351	0.00203	0.00004	0.00002	87.5312	0	0	0.999999999
MvSl-1064-A1-R4_MC14g11741	aAutosome	aAutosome	NON	7.21925	6.9212	1.043063342	0.06082677	0.00433	0.00432	0.00004	0.0002	107.98	MvSl-1064-A2-R4_MC14g12002	0.00433	0.00433	0.00004	0.00026	107.98	0	0	0.999999999
MvSl-1064-A1-R4_MC14g11838	aAutosome	aAutosome	NON	4.93412	4.90378	1.006187064	0.008898547	0.00422	0.00422	0.00004	0.00017	105.237	MvSl-1064-A2-R4_MC14g12099	0.00422	0.00422	0.00004	0.00018	105.237	0	0	0.999999999
MvSl-1064-A1-R4_MC14g11924	aAutosome	aAutosome	NON	3.30561	2.92398	1.130517309	0.17698308	0.00376	0.00377	0.00004	0.00011	93.7656	MvSl-1064-A2-R4_MC14g12185	0.00376	0.00377	0.00004	0.00011	93.7656	0	0	0.999999999
MvSl-1064-A1-R4_MC15g12014	aAutosome	aAutosome	NON	7.29365	7.34139	0.993497144	-0.009412274	0.00385	0.00193	0.00004	0	96.01	MvSl-1064-A2-R4_MC15g12263	0.00385	0.00193	0.00004	0.00007	96.01	0	0	0.999999999
MvSl-1064-A1-R4_MC15g12034	aAutosome	aAutosome	NON	6.30249	6.33441	0.994960857	-0.007288326	0.00351	0.00352	0.00004	0.00021	87.5312	MvSl-1064-A2-R4_MC15g12283	0.00351	0.00352	0.00004	0.00021	87.5312	0	0	0.999999999
MvSl-1064-A1-R4_MC16g12172	aAutosome	aAutosome	NON	6.48328	6.57024	0.986764563	-0.019222189	0.00441	0.00255	0.00004	0	109.975	MvSl-1064-A2-R4_MC16g12423	0.00441	0.00255	0.00004	0.00003	109.975	0	0	0.999999999
MvSl-1064-A1-R4_MC16g12177	aAutosome	aAutosome	NON	5.05567	5.13589	0.984380507	-0.022712006	0.00389	0.00275	0.00004	0.00003	97.0075	MvSl-1064-A2-R4_MC16g12428	0.00389	0.00275	0.00004	0.00003	97.0075	0	0	0.999999999
MvSl-1064-A1-R4_MC17g12226	aAutosome	aAutosome	NON	8.72892	8.38653	1.040826182	0.057729159	0.0038	0.00381	0.00004	0.00013	94.7631	MvSl-1064-A2-R4_MC17g12478	0.0038	0.00381	0.00004	0.00012	94.7631	0	0	0.999999999
MvSl-1064-A1-R4_MC13g11651	aAutosome	aAutosome	NON	4.07107	4.13662	0.984153729	-0.023044406	0.00244	0.00247	0.00002	0.00156	121.393	MvSl-1064-A2-R4_MC13g11912	0.00368	0.00368	0.00004	0.00014	91.7706	-0.00124	-0.00002	1.322787471
MvSl-1064-A1-R4_MC01-1g02811	aAutosome	aAutosome	NON	9.51541	9.40363	1.011886899	0.017048046	0	0	0.00001	0	0	MvSl-1064-A2-R4_MC01g03093	0.00383	0.00394	0.00004	0.00299	95.5112	-0.00383	-0.00003	0
MvSl-1064-A1-R4_MC02g03958	aAutosome	aAutosome	NON	4.82982	4.87749	0.99022653	-0.014169492	0	0.00488	0.00001	0.01149	0	MvSl-1064-A2-R4_MC02g04236	0.00394	0.00018	0.00004	0.00034	98.2544	-0.00394	-0.00003	0
MvSl-1064-A1-R4_MC01-1g02514	aAutosome	aAutosome	NON	5.54497	6.01301	0.922162112	-0.116907703	NA	NA	NA	NA	NA	MvSl-1064-A2-R4_MC01g02796	0.00376	0.00377	0.00004	0.00004	93.7656	NA	NA	NA
MvSl-1064-A1-R4_MC03g04296	aAutosome	aAutosome	NON	4.96505	4.91855	1.009454006	0.013575178	NA	NA	NA	NA	NA	MvSl-1064-A2-R4_MC03g04574	0.0035	0.00351	0.00004	0.00004	87.2818	NA	NA	NA
MvSl-1064-A1-R4_MC01-1g02481	aAutosome	aAutosome	NON	6.69496	6.54969	1.022179676	0.031648811	0.00001	0	0.00966	0.0005	0.00103519	MvSl-1064-A2-R4_MC01g02763	0.00282	0.00282	0.00003	0	93.6877	-0.00281	0.00963	1.10E-05
MvSl-1064-A1-R4_MC07g07730	aAutosome	aAutosome	NON	5.51979	5.44876	1.013035994	0.018685434	0.00534	0.00244	0.00403	0.00235	1.32503	MvSl-1064-A2-R4_MC07g07995	0.00257	0.00182	0.00003	0	85.3821	0.00277	0.004	0.015518827
MvSl-1064-A1-R4_MC09-2g09113	aAutosome	aAutosome	NON	4.4582	4.40817	1.011349381	0.016281477	0.00609	0.00305	0.00006	0.00003	101.331	MvSl-1064-A2-R4_MC09g09388	0.00303	0.00214	0.00003	0.00012	100.664	0.00306	0.00003	1.006626002
MvSl-1064-A1-R4_A1g00073	bPAR	bPAR	Down	4.57478	5.39692	0.847664964	-0.238433936	0.00258	0.00258	0.00003	0	85.7143	MvSl-1064-A2-R4_A2g00073	0.00258	0.00258	0.00003	0.00022	85.7143	0	0	0.999999999
MvSl-1064-A1-R4_A1g00078	bPAR	bPAR	Up	7.5136	6.49223	1.157321906	0.210790202	0.00332	0.00332	0.00003	0.00015	110.299	MvSl-1064-A2-R4_A2g00078	0.00332	0.00332	0.00003	0.00017	110.299	0	0	0.999999999
MvSl-1064-A1-R4_A1g00368	dRed	NRR	NON	6.21284	6.16182	1.008280021	0.011896362	0.00305	0.00305	0.00003	0.00003	101.329	MvSl-1064-A2-R4_A2g00125	0.00305	0.00303	0.00003	0	101.329	0	0	0.999999999
MvSl-1064-A1-R4_MC01-1g01798	aAutosome	aAutosome	NON	6.28524	5.90102	1.065110777	0.091003487	0.00313	0.00313	0.00003	0	103.987	MvSl-1064-A2-R4_MC01g02079	0.00313	0.00313	0.00003	0	103.987	0	0	0.999999999
MvSl-1064-A1-R4_MC01-1g01813	aAutosome	aAutosome	NON	5.92571	5.68994	1.041436289	0.058574584	0.00281	0.00282	0.00003	0	93.3555	MvSl-1064-A2-R4_MC01g02094	0.00281	0.00282	0.00003	0.00011	93.3555	0	0	0.999999999
MvSl-1064-A1-R4_MC01-1g01853	aAutosome	aAutosome	NON	6.28042	6.24605	1.005502678	0.007916924	0.0026	0.00261	0.00003	0.0002	86.3787	MvSl-1064-A2-R4_MC01g02134	0.0026	0.00261	0.00003	0.00018	86.3787	0	0	0.999999999
MvSl-1064-A1-R4_MC01-1g01953	aAutosome	aAutosome	NON	6.05821	5.95654	1.017068634	0.024417038	0.00268	0.00269	0.00003	0.00053	89.0365	MvSl-1064-A2-R4_MC01g02234	0.00268	0.00268	0.00003	0	89.0365	0	0	0.999999999
MvSl-1064-A1-R4_MC01-1g02057	aAutosome	aAutosome	NON	5.82361	5.79073	1.005678041	0.008168512	0.00279	0.00198	0.00003	0.0001	92.691	MvSl-1064-A2-R4_MC01g02338	0.00279	0.00197	0.00003	0	92.691	0	0	0.999999999
MvSl-1064-A1-R4_MC01-1g02100	aAutosome	aAutosome	NON	5.83723	6.02375	0.9690359	-0.045377981	0.00296	0.00296	0.00003	0	98.3389	MvSl-1064-A2-R4_MC01g02381	0.00296	0.00296	0.00003	0.00012	98.3389	0	0	0.999999999
MvSl-1064-A1-R4_MC01-1g02231	aAutosome	aAutosome	NON	5.89225	5.94831	0.990575474	-0.013661193	0.00338	0.00338	0.00003	0.00017	112.292	MvSl-1064-A2-R4_MC01g02513	0.00338	0.00338	0.00003	0	112.292	0	0	0.999999999
MvSl-1064-A1-R4_MC01-1g02297	aAutosome	aAutosome	NON	6.39649	6.23762	1.02546965	0.036284795	0.00329	0.0033	0.00003	0.00027	109.302	MvSl-1064-A2-R4_MC01g02579	0.00329	0.00329	0.00003	0	109.302	0	0	0.999999999
MvSl-1064-A1-R4_MC01-1g02334	aAutosome	aAutosome	NON	7.76394	7.93312	0.978674216	-0.031099403	0.00278	0.00197	0.00003	0.00006	92.3588	MvSl-1064-A2-R4_MC01g02616	0.00278	0.00197	0.00003	0.00007	92.3588	0	0	0.999999999
MvSl-1064-A1-R4_MC01-1g02416	aAutosome	aAutosome	NON	6.986	7.04774	0.991239745	-0.01269406	0.00341	0.00241	0.00003	0	113.289	MvSl-1064-A2-R4_MC01g02698	0.00341	0.00241	0.00003	0.00012	113.289	0	0	0.999999999
MvSl-1064-A1-R4_MC01-1g02719	aAutosome	aAutosome	NON	6.42136	6.4669	0.992957986	-0.010195419	0.00283	0.00201	0.00003	0	94.0199	MvSl-1064-A2-R4_MC01g03001	0.00283	0.00201	0.00003	0	94.0199	0	0	0.999999999
MvSl-1064-A1-R4_MC01-1g02821	aAutosome	aAutosome	NON	5.90073	6.32924	0.932296769	-0.101138828	0.00339	0.0034	0.00003	0.00003	112.625	MvSl-1064-A2-R4_MC01g03103	0.00339	0.0034	0.00003	0.00011	112.625	0	0	0.999999999
MvSl-1064-A1-R4_MC01-2g03027	aAutosome	aAutosome	NON	5.01313	5.19468	0.965050783	-0.051323233	0.00342	0	0.00003	0	113.621	MvSl-1064-A2-R4_MC01g03309	0.00342	0.00343	0.00003	0.00003	113.621	0	0	0.999999999
MvSl-1064-A1-R4_MC01-2g03129	aAutosome	aAutosome	NON	4.92116	5.12826	0.959615932	-0.059470985	0.00321	0.00321	0.00003	0.0001	106.645	MvSl-1064-A2-R4_MC01g03409	0.00321	0.00321	0.00003	0.00011	106.645	0	0	0.999999999
MvSl-1064-A1-R4_MC02g03217	aAutosome	aAutosome	NON	7.29479	7.30882	0.998080401	-0.002772057	0.00315	0.00316	0.00003	0.00012	104.651	MvSl-1064-A2-R4_MC02g03497	0.00315	0.00316	0.00003	0.00003	104.651	0	0	0.999999999
MvSl-1064-A1-R4_MC02g03335	aAutosome	aAutosome	NON	6.13166	6.01648	1.019144084	0.027358031	0.00287	0.00288	0.00003	0.0001	95.3488	MvSl-1064-A2-R4_MC02g03615	0.00287	0.00288	0.00003	0.00008	95.3488	0	0	0.999999999
MvSl-1064-A1-R4_MC02g03368	aAutosome	aAutosome	NON	4.88494	5.24804	0.930812265	-0.103437874	0.00251	0.00126	0.00003	0	83.3887	MvSl-1064-A2-R4_MC02g03648	0.00251	0.00126	0.00003	0.00004	83.3887	0	0	0.999999999
MvSl-1064-A1-R4_MC02g03505	aAutosome	aAutosome	NON	6.54907	6.67285	0.981450205	-0.027013022	0.00328	0.00328	0.00003	0.00023	108.97	MvSl-1064-A2-R4_MC02g03783	0.00328	0.00326	0.00003	0.0001	108.97	0	0	0.999999999
MvSl-1064-A1-R4_MC02g03548	aAutosome	aAutosome	NON	4.46939	4.76511	0.937940572	-0.092431578	0.00262	0.00262	0.00003	0	87.0432	MvSl-1064-A2-R4_MC02g03826	0.00262	0.00262	0.00003	0.00003	87.0432	0	0	0.999999999
MvSl-1064-A1-R4_MC02g03584	aAutosome	aAutosome	NON	2.05237	1.96212	1.045996167	0.064877565	0.00283	0.002	0.00003	0	94.0199	MvSl-1064-A2-R4_MC02g03862	0.00283	0.002	0.00003	0.0001	94.0199	0	0	0.999999999
MvSl-1064-A1-R4_MC02g03602	aAutosome	aAutosome	NON	7.39255	7.42179	0.99606025	-0.005695084	0.00254	0.00254	0.00003	0.00012	84.3854	MvSl-1064-A2-R4_MC02g03880	0.00254	0.00254	0.00003	0.00009	84.3854	0	0	0.999999999
MvSl-1064-A1-R4_MC02g03722	aAutosome	aAutosome	NON	8.13799	7.83341	1.038882173	0.055032037	0.00342	0.00342	0.00003	0	113.621	MvSl-1064-A2-R4_MC02g04000	0.00342	0.00342	0.00003	0	113.621	0	0	0.999999999
MvSl-1064-A1-R4_MC02g03757	aAutosome	aAutosome	NON	4.05875	4.02371	1.008708381	0.01250915	0.0025	0.00251	0.00003	0.00021	83.0565	MvSl-1064-A2-R4_MC02g04035	0.0025	0.0025	0.00003	0	83.0565	0	0	0.999999999
MvSl-1064-A1-R4_MC02g03787	aAutosome	aAutosome	NON	7.47932	7.27721	1.027773006	0.039521667	0.00272	0.00272	0.00003	0	90.3654	MvSl-1064-A2-R4_MC02g04065	0.00272	0.00272	0.00003	0	90.3654	0	0	0.999999999
MvSl-1064-A1-R4_MC02g03797	aAutosome	aAutosome	NON	5.11207	4.96364	1.029903458	0.042509107	0.0031	0.0031	0.00003	0	102.99	MvSl-1064-A2-R4_MC02g04075	0.0031	0.00311	0.00003	0.00027	102.99	0	0	0.999999999
MvSl-1064-A1-R4_MC02g03811	aAutosome	aAutosome	NON	7.27726	7.13979	1.019254068	0.027513714	0.00305	0.00216	0.00003	0.00021	101.329	MvSl-1064-A2-R4_MC02g04089	0.00305	0.00216	0.00003	0.00012	101.329	0	0	0.999999999
MvSl-1064-A1-R4_MC02g03820	aAutosome	aAutosome	NON	4.98093	4.89109	1.018368094	0.026259124	0.00256	0.00181	0.00003	0.00009	85.0498	MvSl-1064-A2-R4_MC02g04098	0.00256	0.00181	0.00003	0.00005	85.0498	0	0	0.999999999
MvSl-1064-A1-R4_MC02g03835	aAutosome	aAutosome	NON	1.13142	1.33222	0.849274144	-0.235697767	0.00319	0.0032	0.00003	0.00013	105.98	MvSl-1064-A2-R4_MC02g04113	0.00319	0.0032	0.00003	0.00018	105.98	0	0	0.999999999
MvSl-1064-A1-R4_MC02g03840	aAutosome	aAutosome	NON	6.17542	6.25149	0.987831701	-0.017662827	0.00258	0.00258	0.00003	0.00011	85.7143	MvSl-1064-A2-R4_MC02g04118	0.00258	0.00258	0.00003	0	85.7143	0	0	0.999999999
MvSl-1064-A1-R4_MC02g03875	aAutosome	aAutosome	NON	4.00382	3.99956	1.001065117	0.001535821	0.00253	0.00179	0.00003	0.00008	84.0532	MvSl-1064-A2-R4_MC02g04153	0.00253	0.00179	0.00003	0.00009	84.0532	0	0	0.999999999
MvSl-1064-A1-R4_MC02g03898	aAutosome	aAutosome	NON	4.02428	4.31782	0.932016619	-0.101572414	0.00333	0.00333	0.00003	0	110.631	MvSl-1064-A2-R4_MC02g04176	0.00333	0.00334	0.00003	0.00032	110.631	0	0	0.999999999
MvSl-1064-A1-R4_MC02g03915	aAutosome	aAutosome	NON	2.92053	3.81623	0.765291924	-0.385917919	0.00284	0.00285	0.00003	0	94.3522	MvSl-1064-A2-R4_MC02g04193	0.00284	0.00285	0.00003	0	94.3522	0	0	0.999999999
MvSl-1064-A1-R4_MC02g03954	aAutosome	aAutosome	NON	6.01594	5.81646	1.034295774	0.048648808	0.00261	0.00262	0.00003	0.00008	86.711	MvSl-1064-A2-R4_MC02g04232	0.00261	0.00262	0.00003	0.00008	86.711	0	0	0.999999999
MvSl-1064-A1-R4_MC02g03978	aAutosome	aAutosome	NON	3.24749	3.65082	0.88952345	-0.168895457	0.0034	0.00331	0.00003	0	112.957	MvSl-1064-A2-R4_MC02g04256	0.0034	0.00341	0.00003	0	112.957	0	0	0.999999999
MvSl-1064-A1-R4_MC02g03997	aAutosome	aAutosome	NON	0.603964	1.83123	0.329813295	-1.600278539	0.00276	0.00276	0.00003	0	91.6944	MvSl-1064-A2-R4_MC02g04275	0.00276	0.00276	0.00003	0.00005	91.6944	0	0	0.999999999
MvSl-1064-A1-R4_MC02g04139	aAutosome	aAutosome	NON	7.42362	7.19155	1.032269817	0.045820114	0.00299	0.003	0.00003	0	99.3355	MvSl-1064-A2-R4_MC02g04417	0.00299	0.003	0.00003	0	99.3355	0	0	0.999999999
MvSl-1064-A1-R4_MC03g04411	aAutosome	aAutosome	NON	6.44615	5.89391	1.093696714	0.129212729	0.0026	0.00265	0.00003	0.00061	86.3787	MvSl-1064-A2-R4_MC03g04689	0.00262	0.00262	0.00003	0.00012	87.0432	-2.00E-05	0	0.992365859
MvSl-1064-A1-R4_MC03g04439	aAutosome	aAutosome	NON	1.73423	1.44785	1.197796733	0.260383103	0.00261	0.00262	0.00003	0	86.711	MvSl-1064-A2-R4_MC03g04717	0.00262	0.00262	0.00003	0.00003	87.0432	-0.00001	0	0.996183503
MvSl-1064-A1-R4_MC03g04473	aAutosome	aAutosome	NON	0.486108	0.836621	0.581037292	-0.783297334	0.00278	0.00197	0.00003	0.0001	92.3588	MvSl-1064-A2-R4_MC03g04751	0.00278	0.00197	0.00003	0.00009	92.3588	0	0	0.999999999
MvSl-1064-A1-R4_MC03g04492	aAutosome	aAutosome	NON	5.76025	5.83542	0.987118322	-0.018705069	0.00317	0.00317	0.00003	0.00019	105.316	MvSl-1064-A2-R4_MC03g04770	0.00317	0.00318	0.00003	0.00054	105.316	0	0	0.999999999
MvSl-1064-A1-R4_MC03g04508	aAutosome	aAutosome	NON	1.4264	2.15685	0.661334817	-0.596547238	0.00258	0.00258	0.00003	0	85.7143	MvSl-1064-A2-R4_MC03g04786	0.00258	0.00258	0.00003	0.00021	85.7143	0	0	0.999999999
MvSl-1064-A1-R4_MC03g04542	aAutosome	aAutosome	NON	5.85984	5.81573	1.007584602	0.010900981	0.00319	0.0032	0.00003	0.00013	105.98	MvSl-1064-A2-R4_MC03g04820	0.00319	0.0032	0.00003	0.00013	105.98	0	0	0.999999999
MvSl-1064-A1-R4_MC03g04547	aAutosome	aAutosome	NON	4.16896	4.39497	0.948575303	-0.076165788	0.00345	0.00345	0.00003	0.00006	114.618	MvSl-1064-A2-R4_MC03g04825	0.00345	0.00345	0.00003	0	114.618	0	0	0.999999999
MvSl-1064-A1-R4_MC03g04585	aAutosome	aAutosome	NON	5.34223	5.60233	0.953572888	-0.068584877	0.00257	0.00257	0.00003	0.00003	85.3821	MvSl-1064-A2-R4_MC03g04863	0.00257	0.00257	0.00003	0	85.3821	0	0	0.999999999
MvSl-1064-A1-R4_MC03g04598	aAutosome	aAutosome	NON	6.74313	6.72978	1.00198372	0.002859068	0.00322	0.00186	0.00003	0.00002	106.977	MvSl-1064-A2-R4_MC03g04876	0.00322	0.00186	0.00003	0.00012	106.977	0	0	0.999999999
MvSl-1064-A1-R4_MC03g04653	aAutosome	aAutosome	NON	6.61787	6.07625	1.089137215	0.123185723	0.00262	0.00185	0.00003	0	87.0432	MvSl-1064-A2-R4_MC03g04931	0.00262	0.00185	0.00003	0.00012	87.0432	0	0	0.999999999
MvSl-1064-A1-R4_MC03g04800	aAutosome	aAutosome	NON	6.6201	7.02002	0.943031501	-0.084622131	0.00341	0.00242	0.00003	0.0002	113.289	MvSl-1064-A2-R4_MC03g05078	0.00341	0.00241	0.00003	0	113.289	0	0	0.999999999
MvSl-1064-A1-R4_MC03g04953	aAutosome	aAutosome	NON	3.97357	4.31329	0.921238776	-0.118352958	0.00346	0.00347	0.00003	0.00012	114.95	MvSl-1064-A2-R4_MC03g05230	0.00346	0.00347	0.00003	0.00013	114.95	0	0	0.999999999
MvSl-1064-A1-R4_MC03g04974	aAutosome	aAutosome	NON	2.30517	2.77767	0.8298934	-0.269002061	0.00329	0.0033	0.00003	0.00122	109.302	MvSl-1064-A2-R4_MC03g05251	0.00329	0.00329	0.00003	0.00026	109.302	0	0	0.999999999
MvSl-1064-A1-R4_MC03g05027	aAutosome	aAutosome	NON	1.86242	1.74892	1.064897194	0.090714158	0.00324	0.00324	0.00003	0.00003	107.641	MvSl-1064-A2-R4_MC03g05304	0.00324	0.00324	0.00003	0	107.641	0	0	0.999999999
MvSl-1064-A1-R4_MC03g05048	aAutosome	aAutosome	NON	5.45755	5.34947	1.020203871	0.028857479	0.00322	0.00226	0.00003	0	106.977	MvSl-1064-A2-R4_MC03g05325	0.00322	0.00228	0.00003	0.00011	106.977	0	0	0.999999999
MvSl-1064-A1-R4_MC04-1g05372	aAutosome	aAutosome	NON	6.59863	6.45485	1.022274724	0.031782955	0.00272	0	0.00003	0	90.3654	MvSl-1064-A2-R4_MC04-1g05649	0.00272	0.00272	0.00003	0	90.3654	0	0	0.999999999
MvSl-1064-A1-R4_MC04-1g05444	aAutosome	aAutosome	NON	1.69763	0.974865	1.741400091	0.800247704	0.00335	0.00336	0.00003	0.00003	111.296	MvSl-1064-A2-R4_MC04-1g05721	0.00335	0.00336	0.00003	0	111.296	0	0	0.999999999
MvSl-1064-A1-R4_MC04-1g05532	aAutosome	aAutosome	NON	5.29432	5.31345	0.996399703	-0.005203504	0.00337	0.00238	0.00003	0.00002	111.96	MvSl-1064-A2-R4_MC04-1g05808	0.00337	0.00238	0.00003	0.00002	111.96	0	0	0.999999999
MvSl-1064-A1-R4_MC04-1g05579	aAutosome	aAutosome	NON	8.55799	8.52537	1.003826227	0.005509545	0.00295	0.00296	0.00003	0	98.0066	MvSl-1064-A2-R4_MC04-1g05855	0.00295	0.00296	0.00003	0.00027	98.0066	0	0	0.999999999
MvSl-1064-A1-R4_MC04-1g05628	aAutosome	aAutosome	NON	5.78775	5.52327	1.047884677	0.067479953	0.00337	0.00337	0.00003	0.00024	111.96	MvSl-1064-A2-R4_MC04-1g05904	0.00337	0.00337	0.00003	0.00024	111.96	0	0	0.999999999
MvSl-1064-A1-R4_MC04-1g05651	aAutosome	aAutosome	NON	4.74616	4.71645	1.006299229	0.009059363	0.00282	0.00199	0.00003	0	93.6877	MvSl-1064-A2-R4_MC04-1g05927	0.00282	0.00199	0.00003	0	93.6877	0	0	0.999999999
MvSl-1064-A1-R4_MC04-1g05721	aAutosome	aAutosome	NON	3.69272	3.60749	1.023625845	0.033688479	0.00332	0.00332	0.00003	0.00016	110.299	MvSl-1064-A2-R4_MC04-1g05997	0.00332	0.00332	0.00003	0	110.299	0	0	0.999999999
MvSl-1064-A1-R4_MC04-1g05750	aAutosome	aAutosome	NON	6.04093	5.89648	1.024497666	0.034916698	0.003	0.003	0.00003	0.00009	99.6678	MvSl-1064-A2-R4_MC04-1g06026	0.003	0.003	0.00003	0.00019	99.6678	0	0	0.999999999
MvSl-1064-A1-R4_MC04-1g05917	aAutosome	aAutosome	NON	3.80776	3.8433	0.990752739	-0.013403045	0.00258	0.00258	0.00003	0.00009	85.7143	MvSl-1064-A2-R4_MC04-1g06193	0.00258	0.00258	0.00003	0.00007	85.7143	0	0	0.999999999
MvSl-1064-A1-R4_MC04-1g05928	aAutosome	aAutosome	NON	6.94879	7.01391	0.990715592	-0.013457137	0.00278	0.00139	0.00003	0.00007	92.3588	MvSl-1064-A2-R4_MC04-1g06204	0.00278	0.00139	0.00003	0	92.3588	0	0	0.999999999
MvSl-1064-A1-R4_MC04-1g05943	aAutosome	aAutosome	NON	5.08105	5.10068	0.996151494	-0.005562933	0.00311	0.0022	0.00003	0.0001	103.322	MvSl-1064-A2-R4_MC04-1g06219	0.00311	0.0022	0.00003	0.00014	103.322	0	0	0.999999999
MvSl-1064-A1-R4_MC04-1g05975	aAutosome	aAutosome	NON	5.75433	5.97849	0.962505583	-0.055133187	0.00325	0.00325	0.00003	0	107.973	MvSl-1064-A2-R4_MC04-1g06251	0.00325	0.00325	0.00003	0.00015	107.973	0	0	0.999999999
MvSl-1064-A1-R4_MC04-1g06048	aAutosome	aAutosome	NON	4.14693	3.96191	1.046699698	0.065847587	0.00272	0.00193	0.00003	0.00009	90.3654	MvSl-1064-A2-R4_MC04-2g06330	0.00272	0.00193	0.00003	0.00011	90.3654	0	0	0.999999999
