Haploid	Gene	Genomicloc	intronnr	intronmean	introntotal	intronnrdiff	intronmeandiff	introntotaldiff	genelength	intronnrovergenelength	intronovergenelength
A2	MvSl-1064-A2-R4_MC12g11341	aAutosome	1	0	0	0	0	0	468	0.002136752	0
A2	MvSl-1064-A2-R4_MC12g11342	aAutosome	2	128.5	257	0	0	0	3170	0.000630915	0.081072555
A2	MvSl-1064-A2-R4_MC12g11343	aAutosome	4	143.5	574	0	0	0	1777	0.002250985	0.32301632
A2	MvSl-1064-A2-R4_MC12g11344	aAutosome	7	135.714	950	0	0	0	2528	0.002768987	0.375791139
A2	MvSl-1064-A2-R4_MC12g11345	aAutosome	4	74.75	299	0	0	0	1811	0.002208724	0.165102154
A2	MvSl-1064-A2-R4_MC12g11346	aAutosome	5	74.2	371	0	0	0	4673	0.001069976	0.079392253
A2	MvSl-1064-A2-R4_MC12g11347	aAutosome	4	69.75	279	0	0	0	1305	0.003065134	0.213793103
A2	MvSl-1064-A2-R4_MC12g11348	aAutosome	8	81.5	652	0	0	0	5245	0.001525262	0.124308866
A2	MvSl-1064-A2-R4_MC12g11349	aAutosome	1	0	0	0	0	0	210	0.004761905	0
A2	MvSl-1064-A2-R4_MC12g11350	aAutosome	8	122.875	983	0	0	0	1517	0.005273566	0.647989453
A2	MvSl-1064-A2-R4_MC12g11351	aAutosome	18	109.222	1966	0	0	0	12193	0.001476257	0.161240056
A2	MvSl-1064-A2-R4_MC12g11352	aAutosome	3	69.6667	209	0	0	0	1568	0.001913265	0.133290816
A2	MvSl-1064-A2-R4_MC12g11353	aAutosome	2	75	150	0	0	0	2127	0.000940291	0.070521862
A2	MvSl-1064-A2-R4_MC12g11354	aAutosome	6	91.5	549	0	0	0	1293	0.004640371	0.424593968
A2	MvSl-1064-A2-R4_MC12g11355	aAutosome	1	135	135	0	0	0	2415	0.000414079	0.055900621
A2	MvSl-1064-A2-R4_MC12g11356	aAutosome	4	75.5	302	0	0	0	1970	0.002030457	0.153299492
A2	MvSl-1064-A2-R4_MC12g11357	aAutosome	2	179	358	0	0	0	1045	0.001913876	0.342583732
A2	MvSl-1064-A2-R4_MC12g11358	aAutosome	1	67	67	0	0	0	1513	0.000660939	0.044282882
A2	MvSl-1064-A2-R4_MC12g11359	aAutosome	2	75.5	151	0	0	0	526	0.003802281	0.287072243
A2	MvSl-1064-A2-R4_MC12g11360	aAutosome	3	69.3333	208	0	0	0	1084	0.002767528	0.191881919
A2	MvSl-1064-A2-R4_MC12g11361	aAutosome	2	79	158	0	0	0	443	0.004514673	0.356659142
A2	MvSl-1064-A2-R4_MC12g11362	aAutosome	2	57	114	0	0	0	765	0.002614379	0.149019608
A2	MvSl-1064-A2-R4_MC12g11363	aAutosome	3	220.333	661	0	0	0	3205	0.000936037	0.20624025
A2	MvSl-1064-A2-R4_MC12g11364	aAutosome	1	0	0	0	0	0	354	0.002824859	0
A2	MvSl-1064-A2-R4_MC12g11365	aAutosome	1	71	71	0	0	0	197	0.005076142	0.360406091
A2	MvSl-1064-A2-R4_MC12g11366	aAutosome	1	0	0	0	0	0	291	0.003436426	0
A2	MvSl-1064-A2-R4_MC12g11367	aAutosome	1	0	0	0	0	0	1935	0.000516796	0
A2	MvSl-1064-A2-R4_MC12g11368	aAutosome	1	0	0	0	0	0	192	0.005208333	0
A2	MvSl-1064-A2-R4_MC12g11369	aAutosome	4	99	396	0	0	0	1404	0.002849003	0.282051282
A2	MvSl-1064-A2-R4_MC12g11370	aAutosome	1	81	81	0	0	0	1773	0.000564016	0.045685279
A2	MvSl-1064-A2-R4_MC12g11371	aAutosome	5	96.2	481	0	0	0	1840	0.002717391	0.261413043
A2	MvSl-1064-A2-R4_MC12g11372	aAutosome	4	106.25	425	0	0	0	986	0.004056795	0.431034483
A2	MvSl-1064-A2-R4_MC12g11373	aAutosome	5	88.6	443	0	0	0	2162	0.002312673	0.204902868
A2	MvSl-1064-A2-R4_MC12g11374	aAutosome	6	73.8333	443	0	0	0	3161	0.001898134	0.140145524
A2	MvSl-1064-A2-R4_MC12g11375	aAutosome	7	90.1429	631	0	0	0	2479	0.002823719	0.25453812
A2	MvSl-1064-A2-R4_MC12g11376	aAutosome	1	76	76	0	0	0	913	0.00109529	0.083242059
A2	MvSl-1064-A2-R4_MC12g11377	aAutosome	6	75.6667	454	0	0	0	2299	0.00260983	0.197477164
A2	MvSl-1064-A2-R4_MC12g11378	aAutosome	6	101.833	611	0	0	0	1745	0.003438395	0.350143266
A2	MvSl-1064-A2-R4_MC12g11379	aAutosome	5	186.2	931	0	0	0	2263	0.002209456	0.411400795
A2	MvSl-1064-A2-R4_MC12g11380	aAutosome	5	92.6	463	0	0	0	1834	0.002726281	0.252453653
A2	MvSl-1064-A2-R4_MC12g11381	aAutosome	1	91	91	0	0	0	3802	0.000263019	0.023934771
A2	MvSl-1064-A2-R4_MC12g11382	aAutosome	3	76.6667	230	0	0	0	6074	0.000493908	0.037866315
A2	MvSl-1064-A2-R4_MC12g11383	aAutosome	8	109.375	875	0	0	0	1586	0.005044136	0.551702396
A2	MvSl-1064-A2-R4_MC12g11384	aAutosome	4	144.75	579	0	0	0	1080	0.003703704	0.536111111
A2	MvSl-1064-A2-R4_MC12g11385	aAutosome	5	97	485	0	0	0	2186	0.002287283	0.221866423
A2	MvSl-1064-A2-R4_MC12g11386	aAutosome	7	81.8571	573	0	0	0	3060	0.002287582	0.187254902
A2	MvSl-1064-A2-R4_MC12g11387	aAutosome	1	139	139	0	0	0	949	0.001053741	0.146469968
A2	MvSl-1064-A2-R4_MC12g11388	aAutosome	5	85.8	429	0	0	0	4710	0.001061571	0.091082803
A2	MvSl-1064-A2-R4_MC12g11389	aAutosome	1	69	69	0	0	0	1617	0.000618429	0.042671614
A2	MvSl-1064-A2-R4_MC12g11390	aAutosome	2	249.5	499	0	0	0	1021	0.001958864	0.488736533
A2	MvSl-1064-A2-R4_MC12g11391	aAutosome	2	262.5	525	0	0	0	1818	0.00110011	0.288778878
A2	MvSl-1064-A2-R4_MC12g11392	aAutosome	6	110.167	661	0	0	0	1495	0.004013378	0.442140468
A2	MvSl-1064-A2-R4_MC12g11393	aAutosome	3	77.6667	233	0	0	0	1577	0.001902346	0.14774889
A2	MvSl-1064-A2-R4_MC12g11394	aAutosome	3	96.6667	290	0	0	0	1271	0.002360346	0.228166798
A2	MvSl-1064-A2-R4_MC12g11395	aAutosome	7	89.1429	624	0	0	0	2637	0.002654532	0.236632537
A2	MvSl-1064-A2-R4_MC12g11396	aAutosome	1	45	45	0	0	0	204	0.004901961	0.220588235
A2	MvSl-1064-A2-R4_MC12g11397	aAutosome	2	167.5	335	0	0	0	1385	0.001444043	0.241877256
A2	MvSl-1064-A2-R4_MC12g11398	aAutosome	2	184.5	369	0	0	0	828	0.002415459	0.445652174
A2	MvSl-1064-A2-R4_MC12g11399	aAutosome	1	0	0	0	0	0	267	0.003745318	0
A2	MvSl-1064-A2-R4_MC12g11400	aAutosome	1	0	0	0	0	0	342	0.002923977	0
A2	MvSl-1064-A2-R4_MC12g11402	aAutosome	1	210	210	0	0	0	375	0.002666667	0.56
A2	MvSl-1064-A2-R4_MC12g11403	aAutosome	1	76	76	0	0	0	376	0.002659574	0.20212766
A2	MvSl-1064-A2-R4_MC12g11404	aAutosome	2	276	552	0	0	0	1647	0.001214329	0.335154827
A2	MvSl-1064-A2-R4_MC12g11405	aAutosome	13	79.8462	1038	0	0	0	6102	0.002130449	0.170108161
A2	MvSl-1064-A2-R4_MC12g11406	aAutosome	11	175.727	1933	0	0	0	3097	0.003551824	0.624152406
A2	MvSl-1064-A2-R4_MC12g11407	aAutosome	6	89.5	537	0	0	0	2967	0.002022245	0.1809909
A2	MvSl-1064-A2-R4_MC12g11408	aAutosome	4	84.75	339	0	0	0	972	0.004115226	0.348765432
A2	MvSl-1064-A2-R4_MC12g11409	aAutosome	3	118.333	355	0	0	0	973	0.003083248	0.364850976
A2	MvSl-1064-A2-R4_MC12g11411	aAutosome	3	50.3333	151	0	0	0	1156	0.002595156	0.130622837
A2	MvSl-1064-A2-R4_MC12g11412	aAutosome	1	0	0	0	0	0	198	0.005050505	0
A2	MvSl-1064-A2-R4_MC12g11413	aAutosome	1	0	0	0	0	0	243	0.004115226	0
A2	MvSl-1064-A2-R4_MC12g11414	aAutosome	6	78.1667	469	0	0	0	1300	0.004615385	0.360769231
A2	MvSl-1064-A2-R4_MC12g11415	aAutosome	2	139.5	279	0	0	0	981	0.002038736	0.28440367
A2	MvSl-1064-A2-R4_MC12g11416	aAutosome	3	90.6667	272	0	0	0	866	0.003464203	0.31408776
A2	MvSl-1064-A2-R4_MC12g11417	aAutosome	8	93.125	745	0	0	0	3868	0.002068252	0.192605998
A2	MvSl-1064-A2-R4_MC12g11418	aAutosome	3	74.6667	224	0	0	0	5711	0.000525302	0.039222553
A2	MvSl-1064-A2-R4_MC12g11419	aAutosome	2	68.5	137	0	0	0	995	0.00201005	0.137688442
A2	MvSl-1064-A2-R4_MC12g11420	aAutosome	1	0	0	0	0	0	441	0.002267574	0
A2	MvSl-1064-A2-R4_MC12g11421	aAutosome	4	74.25	297	0	0	0	1512	0.002645503	0.196428571
A2	MvSl-1064-A2-R4_MC12g11422	aAutosome	1	220	220	0	0	0	640	0.0015625	0.34375
A2	MvSl-1064-A2-R4_MC12g11423	aAutosome	1	0	0	0	0	0	453	0.002207506	0
A2	MvSl-1064-A2-R4_MC12g11424	aAutosome	1	0	0	0	0	0	666	0.001501502	0
A2	MvSl-1064-A2-R4_MC12g11425	aAutosome	3	82.6667	248	0	0	0	989	0.003033367	0.250758342
A2	MvSl-1064-A2-R4_MC12g11426	aAutosome	3	146.667	440	0	0	0	1730	0.001734104	0.25433526
A2	MvSl-1064-A2-R4_MC12g11427	aAutosome	1	85	85	0	0	0	1927	0.000518941	0.044110016
A2	MvSl-1064-A2-R4_MC12g11428	aAutosome	2	164.5	329	0	0	0	1871	0.001068947	0.175841796
A2	MvSl-1064-A2-R4_MC12g11429	aAutosome	3	109.667	329	0	0	0	1922	0.001560874	0.171175858
A2	MvSl-1064-A2-R4_MC12g11430	aAutosome	6	104.667	628	0	0	0	2521	0.002380008	0.249107497
A2	MvSl-1064-A2-R4_MC12g11431	aAutosome	7	110.286	772	0	0	0	4081	0.001715266	0.189169321
A2	MvSl-1064-A2-R4_MC12g11432	aAutosome	8	81.375	651	0	0	0	2649	0.003020008	0.245753114
A2	MvSl-1064-A2-R4_MC12g11433	aAutosome	2	103.5	207	0	0	0	2088	0.000957854	0.099137931
A2	MvSl-1064-A2-R4_MC12g11434	aAutosome	1	461	461	0	0	0	914	0.001094092	0.504376368
A2	MvSl-1064-A2-R4_MC12g11435	aAutosome	1	0	0	0	0	0	2994	0.000334001	0
A2	MvSl-1064-A2-R4_MC12g11436	aAutosome	1	42	42	0	0	0	330	0.003030303	0.127272727
A2	MvSl-1064-A2-R4_MC12g11437	aAutosome	1	88	88	0	0	0	517	0.001934236	0.170212766
A2	MvSl-1064-A2-R4_MC12g11438	aAutosome	1	0	0	0	0	0	906	0.001103753	0
A2	MvSl-1064-A2-R4_MC12g11439	aAutosome	2	60.5	121	0	0	0	1027	0.00194742	0.11781889
A2	MvSl-1064-A2-R4_MC12g11440	aAutosome	7	71.2857	499	0	0	0	2791	0.002508062	0.178788965
A2	MvSl-1064-A2-R4_MC12g11441	aAutosome	1	660	660	0	0	0	2319	0.00043122	0.284605433
A2	MvSl-1064-A2-R4_MC12g11442	aAutosome	9	98.4444	886	0	-0.1111	-1	3601	0.002499306	0.246042766
A2	MvSl-1064-A2-R4_MC12g11443	aAutosome	6	96.3333	578	0	0	0	1112	0.005395683	0.519784173
A2	MvSl-1064-A2-R4_MC12g11444	aAutosome	6	78.3333	470	0	0	0	1517	0.003955175	0.309822017
A2	MvSl-1064-A2-R4_MC12g11445	aAutosome	2	76	152	0	0	0	1637	0.001221747	0.092852779
A2	MvSl-1064-A2-R4_MC12g11446	aAutosome	2	145	290	0	0	0	1712	0.001168224	0.169392523
A2	MvSl-1064-A2-R4_MC12g11447	aAutosome	2	105.5	211	0	0	0	2662	0.000751315	0.079263711
A2	MvSl-1064-A2-R4_MC12g11448	aAutosome	1	82	82	0	0	0	2080	0.000480769	0.039423077
A2	MvSl-1064-A2-R4_MC12g11449	aAutosome	6	116.833	701	0	0	0	1334	0.004497751	0.525487256
A2	MvSl-1064-A2-R4_MC12g11450	aAutosome	4	74.25	297	0	0	0	1341	0.002982849	0.22147651
A2	MvSl-1064-A2-R4_MC12g11451	aAutosome	4	95.25	381	0	0	0	1284	0.003115265	0.296728972
A2	MvSl-1064-A2-R4_MC12g11452	aAutosome	2	188.5	377	0	0	0	812	0.002463054	0.464285714
A2	MvSl-1064-A2-R4_MC12g11453	aAutosome	1	73	73	0	0	0	427	0.00234192	0.170960187
A2	MvSl-1064-A2-R4_MC12g11454	aAutosome	7	91.1429	638	0	-0.4286	-3	1490	0.004697987	0.428187919
A2	MvSl-1064-A2-R4_MC12g11455	aAutosome	3	74	222	0	0	0	1206	0.002487562	0.184079602
A2	MvSl-1064-A2-R4_MC12g11456	aAutosome	1	172	172	0	0	0	502	0.001992032	0.342629482
A2	MvSl-1064-A2-R4_MC12g11457	aAutosome	6	79.6667	478	0	0	0	2230	0.002690583	0.214349776
A2	MvSl-1064-A2-R4_MC12g11458	aAutosome	2	100.5	201	0	0	0	441	0.004535147	0.455782313
A2	MvSl-1064-A2-R4_MC12g11459	aAutosome	1	0	0	0	0	0	162	0.00617284	0
A2	MvSl-1064-A2-R4_MC12g11460	aAutosome	4	99	396	0	0	0	1536	0.002604167	0.2578125
A2	MvSl-1064-A2-R4_MC12g11461	aAutosome	3	97.3333	292	0	0	0	2611	0.001148985	0.111834546
A2	MvSl-1064-A2-R4_MC12g11462	aAutosome	1	78	78	0	0	0	1182	0.000846024	0.065989848
A2	MvSl-1064-A2-R4_MC12g11463	aAutosome	2	109	218	0	0	0	2558	0.000781861	0.08522283
A2	MvSl-1064-A2-R4_MC12g11464	aAutosome	3	107.667	323	0	0	0	1742	0.001722158	0.185419059
A2	MvSl-1064-A2-R4_MC12g11465	aAutosome	1	0	0	0	0	0	2205	0.000453515	0
A2	MvSl-1064-A2-R4_MC12g11466	aAutosome	3	69.6667	209	0	0	0	3551	0.000844832	0.05885666
A2	MvSl-1064-A2-R4_MC12g11467	aAutosome	2	297.5	595	0	0	0	2137	0.000935891	0.278427702
A2	MvSl-1064-A2-R4_MC12g11468	aAutosome	2	125	250	0	0	0	571	0.003502627	0.437828371
A2	MvSl-1064-A2-R4_MC12g11469	aAutosome	6	78.3333	470	0	0	0	4076	0.001472031	0.115309127
A2	MvSl-1064-A2-R4_MC12g11470	aAutosome	2	132	264	0	0	0	726	0.002754821	0.363636364
A2	MvSl-1064-A2-R4_MC12g11471	aAutosome	1	0	0	0	0	0	297	0.003367003	0
A2	MvSl-1064-A2-R4_MC12g11472	aAutosome	1	51	51	0	0	0	657	0.00152207	0.077625571
A2	MvSl-1064-A2-R4_MC12g11473	aAutosome	1	0	0	0	0	0	159	0.006289308	0
A2	MvSl-1064-A2-R4_MC12g11474	aAutosome	3	78.3333	235	0	0	0	1492	0.002010724	0.157506702
A2	MvSl-1064-A2-R4_MC12g11475	aAutosome	10	117	1170	0	0	0	7065	0.001415428	0.165605096
A2	MvSl-1064-A2-R4_MC12g11476	aAutosome	3	98.6667	296	0	0	0	1208	0.002483444	0.245033113
A2	MvSl-1064-A2-R4_MC12g11477	aAutosome	4	76.25	305	0	0	0	1922	0.002081165	0.158688866
A2	MvSl-1064-A2-R4_MC12g11478	aAutosome	5	97.8	489	0	0	0	3339	0.001497454	0.146451033
A2	MvSl-1064-A2-R4_MC12g11479	aAutosome	5	78.8	394	0	0	0	4873	0.001026062	0.080853684
A2	MvSl-1064-A2-R4_MC12g11480	aAutosome	5	193.2	966	0	0	0	4227	0.001182872	0.228530873
A2	MvSl-1064-A2-R4_MC12g11481	aAutosome	1	121	121	0	0	0	529	0.001890359	0.228733459
A2	MvSl-1064-A2-R4_MC12g11482	aAutosome	1	0	0	0	0	0	906	0.001103753	0
A2	MvSl-1064-A2-R4_MC12g11483	aAutosome	1	0	0	0	0	0	600	0.001666667	0
A2	MvSl-1064-A2-R4_MC12g11484	aAutosome	4	86.25	345	0	0	0	1935	0.002067183	0.178294574
A2	MvSl-1064-A2-R4_MC12g11485	aAutosome	1	0	0	0	0	0	159	0.006289308	0
A2	MvSl-1064-A2-R4_MC12g11486	aAutosome	4	98.5	394	0	0	0	5077	0.000787867	0.077604885
A2	MvSl-1064-A2-R4_MC12g11487	aAutosome	7	105.429	738	0	0	0	2028	0.003451677	0.363905325
A2	MvSl-1064-A2-R4_MC12g11488	aAutosome	11	90.9091	1000	0	0	0	2896	0.003798343	0.345303867
A2	MvSl-1064-A2-R4_MC12g11489	aAutosome	1	0	0	0	0	0	270	0.003703704	0
A2	MvSl-1064-A2-R4_MC12g11490	aAutosome	1	0	0	0	0	0	180	0.005555556	0
A2	MvSl-1064-A2-R4_MC12g11491	aAutosome	2	86.5	173	0	0	0	1550	0.001290323	0.111612903
A2	MvSl-1064-A2-R4_MC12g11492	aAutosome	5	115	575	0	0	0	3344	0.001495215	0.171949761
A2	MvSl-1064-A2-R4_MC12g11493	aAutosome	2	65.5	131	0	0	0	431	0.004640371	0.303944316
A2	MvSl-1064-A2-R4_MC12g11494	aAutosome	5	90.2	451	0	0	0	2290	0.002183406	0.196943231
A2	MvSl-1064-A2-R4_MC12g11495	aAutosome	7	145.857	1021	0	0	0	3526	0.001985252	0.289563244
A2	MvSl-1064-A2-R4_MC12g11496	aAutosome	5	153.8	769	0	0	0	1366	0.003660322	0.56295754
A2	MvSl-1064-A2-R4_MC12g11497	aAutosome	1	0	0	0	0	0	240	0.004166667	0
A2	MvSl-1064-A2-R4_MC12g11498	aAutosome	10	106.5	1065	0	0	0	3489	0.002866151	0.305245056
A2	MvSl-1064-A2-R4_MC12g11499	aAutosome	5	109.6	548	0	0	0	3308	0.001511487	0.165659008
A2	MvSl-1064-A2-R4_MC12g11501	aAutosome	10	100	1000	0	0	0	5593	0.001787949	0.178794922
A2	MvSl-1064-A2-R4_MC12g11503	aAutosome	4	87	348	0	0	0	2916	0.001371742	0.119341564
A2	MvSl-1064-A2-R4_MC12g11504	aAutosome	18	84.0556	1513	0	0	0	10207	0.001763496	0.148231606
A2	MvSl-1064-A2-R4_MC12g11505	aAutosome	5	103	515	0	0	0	1556	0.003213368	0.330976864
A2	MvSl-1064-A2-R4_MC12g11506	aAutosome	1	0	0	0	0	0	285	0.003508772	0
A2	MvSl-1064-A2-R4_MC12g11507	aAutosome	10	89.3	893	0	0	0	2432	0.004111842	0.3671875
A2	MvSl-1064-A2-R4_MC12g11508	aAutosome	5	80.4	402	0	0	0	2292	0.002181501	0.17539267
A2	MvSl-1064-A2-R4_MC12g11509	aAutosome	1	107	107	0	0	0	1007	0.000993049	0.106256207
A2	MvSl-1064-A2-R4_MC12g11510	aAutosome	7	85.5714	599	0	0	0	4316	0.001621872	0.138785913
A2	MvSl-1064-A2-R4_MC12g11511	aAutosome	4	71.75	287	0	0	0	5291	0.000756001	0.054243054
A2	MvSl-1064-A2-R4_MC12g11512	aAutosome	2	71.5	143	0	0	0	1991	0.00100452	0.071823204
A2	MvSl-1064-A2-R4_MC12g11513	aAutosome	1	0	0	0	0	0	288	0.003472222	0
A2	MvSl-1064-A2-R4_MC12g11514	aAutosome	1	56	56	0	0	0	374	0.002673797	0.14973262
A2	MvSl-1064-A2-R4_MC12g11515	aAutosome	3	84.3333	253	0	0	0	646	0.004643963	0.391640867
A2	MvSl-1064-A2-R4_MC12g11516	aAutosome	4	62.25	249	0	0	0	1113	0.00359389	0.223719677
A2	MvSl-1064-A2-R4_MC12g11517	aAutosome	8	72.25	578	0	0	0	4223	0.001894388	0.136869524
A2	MvSl-1064-A2-R4_MC12g11518	aAutosome	5	92	460	0	0	0	1006	0.004970179	0.457256461
A2	MvSl-1064-A2-R4_MC12g11519	aAutosome	3	71	213	0	0	0	2358	0.001272265	0.090330789
A2	MvSl-1064-A2-R4_MC12g11520	aAutosome	3	94	282	0	0	0	1320	0.002272727	0.213636364
A2	MvSl-1064-A2-R4_MC12g11521	aAutosome	5	79.8	399	0	0	0	3450	0.001449275	0.115652174
A2	MvSl-1064-A2-R4_MC12g11522	aAutosome	15	73.0667	1096	0	0	0	4582	0.00327368	0.239196857
A2	MvSl-1064-A2-R4_MC12g11523	aAutosome	1	0	0	0	0	0	291	0.003436426	0
A2	MvSl-1064-A2-R4_MC12g11524	aAutosome	4	81.25	325	0	0	0	2599	0.001539053	0.125048095
A2	MvSl-1064-A2-R4_MC12g11525	aAutosome	7	83.5714	585	0	0	0	2841	0.002463921	0.205913411
A2	MvSl-1064-A2-R4_MC12g11526	aAutosome	5	91.6	458	0	0	0	2717	0.001840265	0.168568274
A2	MvSl-1064-A2-R4_MC12g11527	aAutosome	16	80.5625	1289	0	0	0	5468	0.002926116	0.235735187
A2	MvSl-1064-A2-R4_MC12g11528	aAutosome	4	87.25	349	0	0	0	1288	0.00310559	0.270962733
A2	MvSl-1064-A2-R4_MC12g11529	aAutosome	4	106.25	425	0	0	0	2279	0.001755156	0.186485301
A2	MvSl-1064-A2-R4_MC12g11530	aAutosome	4	80.5	322	0	0	0	5125	0.000780488	0.062829268
A2	MvSl-1064-A2-R4_MC12g11531	aAutosome	5	114.8	574	0	0	0	4252	0.001175917	0.134995296
A2	MvSl-1064-A2-R4_MC12g11532	aAutosome	7	106.857	748	0	0	0	4969	0.001408734	0.150533307
A2	MvSl-1064-A2-R4_MC12g11534	aAutosome	7	105.143	736	0	0	0	2497	0.002803364	0.294753704
A2	MvSl-1064-A2-R4_MC12g11535	aAutosome	1	94	94	0	0	0	361	0.002770083	0.260387812
A2	MvSl-1064-A2-R4_MC12g11536	aAutosome	14	93	1302	0	0	0	3090	0.004530744	0.421359223
A2	MvSl-1064-A2-R4_MC12g11537	aAutosome	2	85	170	0	0	0	602	0.003322259	0.282392027
A2	MvSl-1064-A2-R4_MC12g11538	aAutosome	1	0	0	0	0	0	1524	0.000656168	0
A2	MvSl-1064-A2-R4_MC12g11539	aAutosome	1	0	0	0	0	0	1371	0.000729395	0
A2	MvSl-1064-A2-R4_MC12g11540	aAutosome	1	50	50	0	0	0	893	0.001119821	0.055991041
A2	MvSl-1064-A2-R4_MC12g11541	aAutosome	1	255	255	0	0	0	4593	0.000217723	0.055519268
A2	MvSl-1064-A2-R4_MC12g11542	aAutosome	1	0	0	0	0	0	429	0.002331002	0
A2	MvSl-1064-A2-R4_MC12g11543	aAutosome	1	43	43	0	0	0	991	0.001009082	0.043390515
A2	MvSl-1064-A2-R4_MC12g11544	aAutosome	3	301	903	0	0	0	5301	0.000565931	0.170345218
A2	MvSl-1064-A2-R4_MC12g11545	aAutosome	3	134.333	403	0	0	0	2071	0.001448576	0.194591985
A2	MvSl-1064-A2-R4_MC12g11546	aAutosome	4	277.75	1111	0	0	0	9493	0.000421363	0.117033604
A2	MvSl-1064-A2-R4_MC12g11547	aAutosome	4	119	476	0	0	0	2501	0.00159936	0.19032387
A2	MvSl-1064-A2-R4_MC13g11551	aAutosome	2	83	166	0	0	0	1579	0.001266624	0.105129829
A2	MvSl-1064-A2-R4_MC13g11552	aAutosome	6	104.5	627	0	0	0	2793	0.002148228	0.224489796
A2	MvSl-1064-A2-R4_MC13g11553	aAutosome	3	79.3333	238	0	0	0	1858	0.001614639	0.128094726
A2	MvSl-1064-A2-R4_MC13g11554	aAutosome	1	70	70	0	0	0	2359	0.000423908	0.029673591
A2	MvSl-1064-A2-R4_MC13g11555	aAutosome	9	102.111	919	0	0	0	2446	0.003679477	0.375715454
A2	MvSl-1064-A2-R4_MC13g11556	aAutosome	5	87	435	0	0	0	4776	0.001046901	0.091080402
A2	MvSl-1064-A2-R4_MC13g11557	aAutosome	1	84	84	0	0	0	1263	0.000791766	0.066508314
A2	MvSl-1064-A2-R4_MC13g11558	aAutosome	5	100.6	503	0	0	0	1967	0.002541942	0.25571937
A2	MvSl-1064-A2-R4_MC13g11559	aAutosome	1	104	104	0	0	0	719	0.001390821	0.144645341
A2	MvSl-1064-A2-R4_MC13g11560	aAutosome	4	79.25	317	0	0	0	2198	0.001819836	0.14422202
A2	MvSl-1064-A2-R4_MC13g11561	aAutosome	2	66	132	0	0	0	654	0.003058104	0.201834862
A2	MvSl-1064-A2-R4_MC13g11562	aAutosome	1	74	74	0	0	0	1706	0.000586166	0.043376319
A2	MvSl-1064-A2-R4_MC13g11563	aAutosome	2	94	188	0	0	0	782	0.002557545	0.240409207
A2	MvSl-1064-A2-R4_MC13g11564	aAutosome	4	63.75	255	0	0	0	2223	0.00179937	0.114709852
A2	MvSl-1064-A2-R4_MC13g11565	aAutosome	3	79	237	0	0	0	2472	0.001213592	0.095873786
A2	MvSl-1064-A2-R4_MC13g11566	aAutosome	1	64	64	0	0	0	625	0.0016	0.1024
A2	MvSl-1064-A2-R4_MC13g11567	aAutosome	1	0	0	0	0	0	201	0.004975124	0
A2	MvSl-1064-A2-R4_MC13g11568	aAutosome	3	137.333	412	0	0	0	1654	0.001813785	0.249093108
A2	MvSl-1064-A2-R4_MC13g11569	aAutosome	4	71.25	285	0	0	0	5097	0.000784775	0.055915244
A2	MvSl-1064-A2-R4_MC13g11570	aAutosome	1	94	94	0	0	0	580	0.001724138	0.162068966
A2	MvSl-1064-A2-R4_MC13g11571	aAutosome	3	187	561	0	0	0	1641	0.001828154	0.341864717
A2	MvSl-1064-A2-R4_MC13g11572	aAutosome	1	92	92	0	0	0	770	0.001298701	0.119480519
A2	MvSl-1064-A2-R4_MC13g11573	aAutosome	11	88.9091	978	0	0	0	11640	0.000945017	0.084020619
A2	MvSl-1064-A2-R4_MC13g11574	aAutosome	3	83.6667	251	0	0	0	635	0.004724409	0.395275591
A2	MvSl-1064-A2-R4_MC13g11575	aAutosome	1	0	0	0	0	0	234	0.004273504	0
A2	MvSl-1064-A2-R4_MC13g11576	aAutosome	1	0	0	0	0	0	3210	0.000311526	0
A2	MvSl-1064-A2-R4_MC13g11577	aAutosome	4	131.5	526	0	0	0	1306	0.003062787	0.402756508
A2	MvSl-1064-A2-R4_MC13g11578	aAutosome	9	208.222	1874	0	0	0	6209	0.001449509	0.301819939
A2	MvSl-1064-A2-R4_MC13g11579	aAutosome	2	120.5	241	0	0	0	718	0.002785515	0.335654596
A2	MvSl-1064-A2-R4_MC13g11580	aAutosome	2	99.5	199	0	0	0	646	0.003095975	0.308049536
A2	MvSl-1064-A2-R4_MC13g11581	aAutosome	3	79	237	0	0	0	2472	0.001213592	0.095873786
A2	MvSl-1064-A2-R4_MC13g11582	aAutosome	4	130.75	523	0	0	0	1156	0.003460208	0.452422145
A2	MvSl-1064-A2-R4_MC13g11585	aAutosome	5	101.2	506	0	0	0	2702	0.001850481	0.18726869
A2	MvSl-1064-A2-R4_MC13g11586	aAutosome	3	146.333	439	0	0	0	1231	0.002437043	0.356620634
A2	MvSl-1064-A2-R4_MC13g11587	aAutosome	1	109	109	0	0	0	1138	0.000878735	0.095782074
A2	MvSl-1064-A2-R4_MC13g11588	aAutosome	1	0	0	0	0	0	282	0.003546099	0
A2	MvSl-1064-A2-R4_MC13g11589	aAutosome	2	106.5	213	0	0	0	2118	0.000944287	0.100566572
A2	MvSl-1064-A2-R4_MC13g11590	aAutosome	2	105	210	0	0	0	615	0.003252033	0.341463415
A2	MvSl-1064-A2-R4_MC13g11591	aAutosome	5	80.6	403	0	0	0	2077	0.002407318	0.194029851
A2	MvSl-1064-A2-R4_MC13g11592	aAutosome	11	69.7273	767	0	0	0	1868	0.005888651	0.410599572
