gid	chr	chr1	intronnr	intronmean	introntotal	intronnrdiff	intronmeandiff	introntotaldiff	logFC.A1.A2	FDR.A1.A2	A1_1	A1_2	A2_1	A2_2	DE_status	DE_status2	A1_mean	A2_mean	A2genes	GC0A1	GC0A2	Godiff
MvSl-1064-A1-R4_MC02g03872	aAutosome	aAutosome	4	85.25	341	0	0	0	0.178957054	0.999958419	3.626084392	3.865789833	3.454950774	3.682918776	NON	NON	3.74594	3.56893	MvSl-1064-A2-R4_MC02g04150	53.43	53.43	0
MvSl-1064-A1-R4_MC04-1g05273	aAutosome	aAutosome	4	66.75	267	0	0	0	0.179083358	0.991089784	5.598602407	5.559133455	5.340248958	5.457889922	NON	NON	5.57887	5.39907	MvSl-1064-A2-R4_MC04-1g05550	50.79	50.79	0
MvSl-1064-A1-R4_MC06g07372	aAutosome	aAutosome	5	75.8	379	0	0	0	0.179098031	0.999958419	8.319130172	8.664900879	8.543909715	8.062786469	NON	NON	8.49202	8.30335	MvSl-1064-A2-R4_MC06-2g07637	57.27	57.27	0
MvSl-1064-A1-R4_MC13g11293	aAutosome	aAutosome	1	70	70	0	0	0	0.179213747	0.999958419	4.030452825	3.954783646	3.814664681	3.815217631	NON	NON	3.99262	3.81494	MvSl-1064-A2-R4_MC13g11554	59.24	59.24	0
MvSl-1064-A1-R4_A1g00175	gPurple	NRR	3	85.6667	257	-2	9.0667	-126	0.179277963	0.979464616	7.107231128	7.337253755	6.947654513	7.141247092	NON	NON	7.22224	7.04445	MvSl-1064-A2-R4_A2g01447	58.18	57.97	0.21
MvSl-1064-A1-R4_MC05-1g06194	aAutosome	aAutosome	7	96.5714	676	0	0	0	0.179355611	0.999958419	6.891864848	7.494356104	7.147676787	6.934806012	NON	NON	7.19311	7.04124	MvSl-1064-A2-R4_MC05g06466	55.56	55.56	0
MvSl-1064-A1-R4_MC15g12026	aAutosome	aAutosome	6	106.333	638	0	0	0	0.17937604	0.976804264	7.169935284	7.352801697	7.149534053	7.017503491	NON	NON	7.26137	7.08352	MvSl-1064-A2-R4_MC15g12275	54.48	54.48	0
MvSl-1064-A1-R4_MC08g08323	aAutosome	aAutosome	8	76.5	612	0	0	0	0.179519122	0.999958419	4.757354198	4.752047168	4.393155863	4.737953782	NON	NON	4.7547	4.56555	MvSl-1064-A2-R4_MC08-1g08588	53.63	53.63	0
MvSl-1064-A1-R4_MC06g07404	aAutosome	aAutosome	7	72.5714	508	0	0	0	0.179704265	0.958154062	6.344526112	6.306535708	6.152842061	6.139442165	NON	NON	6.32553	6.14614	MvSl-1064-A2-R4_MC06-2g07669	59.05	59.05	0
MvSl-1064-A1-R4_MC03g04955	aAutosome	aAutosome	2	62.5	125	0	0	0	0.179842969	0.999958419	3.397281046	3.130162582	2.406922235	3.554182373	NON	NON	3.26372	2.98055	MvSl-1064-A2-R4_MC03g05232	60.15	60.15	0
MvSl-1064-A1-R4_MC03g04714	aAutosome	aAutosome	5	111.6	558	0	0	0	0.179900865	0.953597751	6.920055489	6.795074006	6.671445484	6.686791269	NON	NON	6.85756	6.67912	MvSl-1064-A2-R4_MC03g04992	57.64	57.64	0
MvSl-1064-A1-R4_MC08g08602	aAutosome	aAutosome	1	197	197	0	-1	-1	0.179937664	0.999958419	5.753325132	6.247089821	5.988247068	5.678538389	NON	NON	6.00021	5.83339	MvSl-1064-A2-R4_MC08-1g08867	59.89	59.89	0
MvSl-1064-A1-R4_MC04-1g05781	aAutosome	aAutosome	4	114.25	457	0	0	0	0.180019384	0.97693541	5.991737907	5.947957263	5.775016532	5.805340898	NON	NON	5.96985	5.79018	MvSl-1064-A2-R4_MC04-1g06057	55.4	55.4	0
MvSl-1064-A1-R4_MC07g07908	aAutosome	aAutosome	7	107	749	0	0	0	0.180107618	0.999958419	3.773829323	4.298700733	3.999012147	3.753030379	NON	NON	4.03627	3.87602	MvSl-1064-A2-R4_MC07g08173	57.58	57.58	0
MvSl-1064-A1-R4_MC05-2g06361	aAutosome	aAutosome	2	301.5	603	0	-1	-2	0.180429241	0.999958419	8.640633225	8.573206065	8.453963987	8.399372767	NON	NON	8.60692	8.42667	MvSl-1064-A2-R4_MC05g06635	57.37	57.37	0
MvSl-1064-A1-R4_MC11g10552	aAutosome	aAutosome	3	149.667	449	0	0	0	0.180437209	0.999958419	7.352619406	7.985204419	7.804958382	7.172193163	NON	NON	7.66891	7.48858	MvSl-1064-A2-R4_MC11g10814	62.15	62.15	0
MvSl-1064-A1-R4_MC13g11546	aAutosome	aAutosome	5	118.8	594	0	0	0	0.18088289	0.999958419	7.442821986	7.778951869	7.56895713	7.298137674	NON	NON	7.61089	7.43355	MvSl-1064-A2-R4_MC13g11807	58.7	58.7	0
MvSl-1064-A1-R4_MC08g08351	aAutosome	aAutosome	8	91.375	731	0	0.125	1	0.180902075	0.999958419	8.428434852	8.152620365	7.924754368	8.285279719	NON	NON	8.29053	8.10502	MvSl-1064-A2-R4_MC08-1g08616	57.71	57.71	0
MvSl-1064-A1-R4_MC02g03633	aAutosome	aAutosome	3	146.333	439	0	0	0	0.180946997	0.970176644	6.923224393	7.195324822	6.991286077	6.770065795	NON	NON	7.05927	6.88068	MvSl-1064-A2-R4_MC02g03911	53.45	53.45	0
MvSl-1064-A1-R4_A1g00576	faBlack	NRR	1	0	0	0	0	0	0.180959978	0.999958419	4.280235755	3.721074484	3.575899836	4.075802513	NON	NON	4.00066	3.82585	MvSl-1064-A2-R4_A2g00560	61.93	65.21	-3.28
MvSl-1064-A1-R4_MC07g07979	aAutosome	aAutosome	2	78	156	0	0	0	0.18131601	0.999958419	9.083421486	9.674950342	9.432086839	8.990235154	NON	NON	9.37919	9.21116	MvSl-1064-A2-R4_MC07g08244	60.32	60.32	0
MvSl-1064-A1-R4_MC03g04754	aAutosome	aAutosome	3	261	783	0	0	0	0.181340661	0.999958419	6.909867968	7.571036521	7.353437562	6.784486037	NON	NON	7.24045	7.06896	MvSl-1064-A2-R4_MC03g05032	58.84	58.84	0
MvSl-1064-A1-R4_MC13g11521	aAutosome	aAutosome	1	0	0	0	0	0	0.181387344	0.962318179	6.938965335	6.683769183	6.709713179	6.557716336	NON	NON	6.81137	6.63371	MvSl-1064-A2-R4_MC13g11782	61.46	61.46	0
MvSl-1064-A1-R4_MC03g04865	aAutosome	aAutosome	5	127.8	639	0	0	0	0.181511972	0.999958419	4.160743364	3.675251486	3.592379344	3.905944151	NON	NON	3.918	3.74916	MvSl-1064-A2-R4_MC03g05143	52.93	52.93	0
MvSl-1064-A1-R4_MC07g07742	aAutosome	aAutosome	9	73.8889	665	0	0	0	0.181583601	0.999958419	8.900492973	8.49561443	8.330261772	8.706581257	NON	NON	8.69805	8.51842	MvSl-1064-A2-R4_MC07g08007	57.98	57.98	0
MvSl-1064-A1-R4_MC12g10750	aAutosome	aAutosome	3	126.667	380	0	0	0	0.181931043	0.952021518	7.041677325	7.069235522	6.921806187	6.823996039	NON	NON	7.05546	6.8729	MvSl-1064-A2-R4_MC12g11013	56.32	56.32	0
MvSl-1064-A1-R4_MC07g07948	aAutosome	aAutosome	8	86.625	693	0	0	0	0.182062629	0.999958419	8.278383928	8.088785632	7.94948472	8.05784838	NON	NON	8.18358	8.00367	MvSl-1064-A2-R4_MC07g08213	59.49	59.49	0
MvSl-1064-A1-R4_MC04-1g05970	aAutosome	aAutosome	4	71.75	287	0	0	0	0.182176442	0.999958419	4.832088603	5.182935099	4.91167053	4.757578036	NON	NON	5.00751	4.83462	MvSl-1064-A2-R4_MC04-1g06246	56.2	56.2	0
MvSl-1064-A1-R4_MC03g04781	aAutosome	aAutosome	11	72.4545	797	0	0	0	0.182292874	0.999958419	8.575056815	8.436539582	8.317514739	8.33286388	NON	NON	8.5058	8.32519	MvSl-1064-A2-R4_MC03g05059	56.41	56.41	0
MvSl-1064-A1-R4_MC08g08803	aAutosome	aAutosome	2	94.5	189	0	-0.5	-1	0.182574318	0.981655361	6.846516751	6.464734958	6.407653024	6.559813647	NON	NON	6.65563	6.48373	MvSl-1064-A2-R4_MC08-2g09084	49.94	49.94	0
MvSl-1064-A1-R4_MC01-1g01811	aAutosome	aAutosome	1	70	70	0	0	0	0.182682987	0.999958419	4.125960399	4.754803593	4.355032259	4.227752293	NON	NON	4.44038	4.29139	MvSl-1064-A2-R4_MC01g02092	53.53	53.53	0
MvSl-1064-A1-R4_MC09-2g09511	aAutosome	aAutosome	2	188	376	0	0	0	0.182866032	0.999958419	4.35347837	4.350642705	4.169789707	4.170343499	NON	NON	4.35206	4.17007	MvSl-1064-A2-R4_MC09g09785	58.96	58.96	0
MvSl-1064-A1-R4_MC12g11073	aAutosome	aAutosome	5	72.2	361	0	0	0	0.182934371	0.999958419	3.796125187	2.839511636	3.140717979	3.283425533	NON	NON	3.31782	3.21207	MvSl-1064-A2-R4_MC12g11336	56.27	56.27	0
MvSl-1064-A1-R4_MC04-1g05368	aAutosome	aAutosome	7	90.1429	631	0	0	0	0.182946139	0.999958419	5.416302337	6.087879102	5.830482713	5.345674911	NON	NON	5.75209	5.58808	MvSl-1064-A2-R4_MC04-1g05645	57.16	57.16	0
MvSl-1064-A1-R4_MC06g06993	aAutosome	aAutosome	2	105.5	211	0	0	0	0.183099287	0.966551105	7.31981145	7.320141347	7.168434436	7.104842555	NON	NON	7.31998	7.13664	MvSl-1064-A2-R4_MC06-1g07256	52.73	52.73	0
MvSl-1064-A1-R4_MC07g08125	aAutosome	aAutosome	5	85.2	426	0	0	0	0.183146334	0.969431244	7.149515639	7.31361308	7.136482698	6.959905014	NON	NON	7.23156	7.04819	MvSl-1064-A2-R4_MC07g08390	55.1	55.1	0
MvSl-1064-A1-R4_MC04-1g05366	aAutosome	aAutosome	1	89	89	0	0	0	0.18330477	0.999958419	4.610969064	4.773952496	4.567207626	4.455092812	NON	NON	4.69246	4.51115	MvSl-1064-A2-R4_MC04-1g05643	58.57	58.57	0
MvSl-1064-A1-R4_MC01-2g03140	aAutosome	aAutosome	3	78.6667	236	0	0	0	0.183419599	0.999958419	8.403237569	8.619498317	8.430668661	8.22620237	NON	NON	8.51137	8.32844	MvSl-1064-A2-R4_MC01g03420	58.42	58.42	0
MvSl-1064-A1-R4_MC06g06957	aAutosome	aAutosome	9	74.4444	670	0	0	0	0.183654205	0.999958419	5.985688013	5.404481164	5.353200541	5.706574136	NON	NON	5.69508	5.52989	MvSl-1064-A2-R4_MC06-1g07220	57.12	57.12	0
MvSl-1064-A1-R4_MC05-1g06172	aAutosome	aAutosome	6	91	546	0	0	0	0.183684817	0.997257898	6.966258992	7.350981201	7.179838705	6.7664381	NON	NON	7.15862	6.97314	MvSl-1064-A2-R4_MC05g06444	57.86	57.86	0
MvSl-1064-A1-R4_MC04-1g05334	aAutosome	aAutosome	10	96.2	962	0	0	0	0.183858167	0.950853859	6.893804535	7.054768911	6.804114765	6.781493683	NON	NON	6.97429	6.7928	MvSl-1064-A2-R4_MC04-1g05611	56.12	56.12	0
MvSl-1064-A1-R4_MC03g04774	aAutosome	aAutosome	4	118.5	474	0	0	0	0.183925605	0.985919017	5.866956821	5.937077102	5.824682401	5.604614771	NON	NON	5.90202	5.71465	MvSl-1064-A2-R4_MC03g05052	57.99	57.99	0
MvSl-1064-A1-R4_MC10-2g09922	aAutosome	aAutosome	1	0	0	0	0	0	0.184200329	0.999958419	1.719439276	2.274631388	1.871636272	1.817132358	NON	NON	1.99704	1.84438	MvSl-1064-A2-R4_MC10g10186	51.89	51.89	0
MvSl-1064-A1-R4_MC12g10754	aAutosome	aAutosome	1	108	108	0	0	0	0.184256401	0.999958419	4.687509157	4.188845731	4.128952896	4.409302344	NON	NON	4.43818	4.26913	MvSl-1064-A2-R4_MC12g11017	60.47	60.47	0
MvSl-1064-A1-R4_MC12g11091	aAutosome	aAutosome	6	91.5	549	0	0	0	0.184263826	0.953597751	6.490955759	6.368136085	6.304739853	6.186351652	NON	NON	6.42955	6.24555	MvSl-1064-A2-R4_MC12g11354	54.03	54.03	0
MvSl-1064-A1-R4_MC12g10751	aAutosome	aAutosome	2	93	186	0	0	0	0.184269663	0.999958419	6.068161454	5.635899328	5.370821223	5.94132905	NON	NON	5.85203	5.65608	MvSl-1064-A2-R4_MC12g11014	53.61	53.61	0
MvSl-1064-A1-R4_MC09-2g09352	aAutosome	aAutosome	3	72	216	0	0	0	0.184346895	0.985919017	5.668249108	5.878885735	5.554455132	5.631452978	NON	NON	5.77357	5.59295	MvSl-1064-A2-R4_MC09g09626	57.32	57.32	0
MvSl-1064-A1-R4_MC11g10633	aAutosome	aAutosome	7	90.8571	636	0	-0.1429	-1	0.184372359	0.999958419	8.418139168	8.291028689	8.150429971	8.192580605	NON	NON	8.35458	8.17151	MvSl-1064-A2-R4_MC11g10897	53.71	53.71	0
MvSl-1064-A1-R4_MC11g10398	aAutosome	aAutosome	4	73.75	295	0	0	0	0.184389741	0.999958419	4.903141546	5.649293625	5.225196834	5.049900885	NON	NON	5.27622	5.13755	MvSl-1064-A2-R4_MC11g10660	55.76	55.76	0
MvSl-1064-A1-R4_MC09-2g09034	aAutosome	aAutosome	6	140.5	843	0	0	0	0.18446598	0.999958419	8.202426147	8.427282388	8.246186911	8.01415848	NON	NON	8.31485	8.13017	MvSl-1064-A2-R4_MC09g09309	54.39	54.39	0
MvSl-1064-A1-R4_MC08g08865	aAutosome	aAutosome	8	86.875	695	0	0	0	0.184652734	0.999958419	10.26417777	10.03639026	9.845522708	10.08483691	NON	NON	10.1503	9.96518	MvSl-1064-A2-R4_MC08-2g09146	54.88	54.88	0
MvSl-1064-A1-R4_MC02g03972	aAutosome	aAutosome	5	84.6	423	0	0	0	0.184702859	0.958177073	6.770435534	6.624721621	6.432273815	6.592962468	NON	NON	6.69758	6.51262	MvSl-1064-A2-R4_MC02g04250	56.4	56.4	0
MvSl-1064-A1-R4_MC05-1g06205	aAutosome	aAutosome	4	67.75	271	0	0	0	0.184737101	0.985153678	7.975803239	7.921005978	7.774290964	7.75362719	NON	NON	7.9484	7.76396	MvSl-1064-A2-R4_MC05g06477	58.77	58.77	0
MvSl-1064-A1-R4_MC03g04973	aAutosome	aAutosome	4	77.5	310	0	0	0	0.18483768	0.999958419	4.829388608	4.139077509	4.155073353	4.505290238	NON	NON	4.48423	4.33018	MvSl-1064-A2-R4_MC03g05250	60.77	60.77	0
MvSl-1064-A1-R4_MC06g07313	aAutosome	aAutosome	2	84.5	169	0	0	0	0.1849925	0.999958419	8.154153522	8.393853787	8.219691142	7.956423591	NON	NON	8.274	8.08806	MvSl-1064-A2-R4_MC06-2g07578	60.07	60.07	0
MvSl-1064-A1-R4_MC01-2g02983	aAutosome	aAutosome	3	84	252	0	0	0	0.18509706	0.997861868	5.761846414	6.133071454	5.895008779	5.643369181	NON	NON	5.94746	5.76919	MvSl-1064-A2-R4_MC01g03265	56.64	56.64	0
MvSl-1064-A1-R4_MC01-1g02116	aAutosome	aAutosome	3	67.3333	202	0	0	0	0.185197122	0.999958419	5.477940323	5.640377925	5.196738186	5.536670654	NON	NON	5.55916	5.3667	MvSl-1064-A2-R4_MC01g02397	58.05	58.05	0
MvSl-1064-A1-R4_MC07g07997	aAutosome	aAutosome	8	69.25	554	0	0	0	0.185298584	0.944716222	6.841165583	6.907102087	6.729094137	6.648544235	NON	NON	6.87413	6.68882	MvSl-1064-A2-R4_MC07g08262	55.78	55.78	0
MvSl-1064-A1-R4_MC07g07968	aAutosome	aAutosome	11	90.9091	1000	0	0	0	0.185373306	0.991089784	8.15334413	8.091241333	7.948418257	7.926124102	NON	NON	8.12229	7.93727	MvSl-1064-A2-R4_MC07g08233	56.89	56.89	0
MvSl-1064-A1-R4_MC01-1g02543	aAutosome	aAutosome	4	110	440	0	0	0	0.185378122	0.999958419	3.855719493	4.75755476	4.411846417	3.932085665	NON	NON	4.30664	4.17197	MvSl-1064-A2-R4_MC01g02825	56.87	56.87	0
MvSl-1064-A1-R4_MC10-1g09768	aAutosome	aAutosome	1	98	98	0	0	0	0.185429945	0.999958419	7.320292295	7.84220043	7.666545356	7.121030653	NON	NON	7.58125	7.39379	MvSl-1064-A2-R4_MC10g10035	63.56	63.56	0
MvSl-1064-A1-R4_MC09-2g09043	aAutosome	aAutosome	7	68.8571	482	0	0	0	0.185708066	0.95558262	6.882778335	7.152069985	6.874303712	6.801129481	NON	NON	7.01742	6.83772	MvSl-1064-A2-R4_MC09g09318	56.91	56.91	0
MvSl-1064-A1-R4_MC04-1g05513	aAutosome	aAutosome	10	108.9	1089	0	0	0	0.185757676	0.999958419	8.388409759	7.889684915	7.737411161	8.178545475	NON	NON	8.13905	7.95798	MvSl-1064-A2-R4_MC04-1g05789	55.79	55.79	0
MvSl-1064-A1-R4_MC02g03968	aAutosome	aAutosome	1	0	0	0	0	0	0.18582653	0.999958419	3.626084392	3.455663261	3.329494841	3.387855187	NON	NON	3.54087	3.35868	MvSl-1064-A2-R4_MC02g04246	55.35	55.35	0
MvSl-1064-A1-R4_A1g00030	bPAR	bPAR	1	85	85	0	0	0	0.185886544	0.976804264	5.626865818	5.718702531	5.520412246	5.45488786	NON	NON	5.67278	5.48765	MvSl-1064-A2-R4_A2g00030	52.3	52.3	0
MvSl-1064-A1-R4_MC01-1g02307	aAutosome	aAutosome	8	111.75	894	0	0	0	0.185958834	0.969431244	6.086368454	5.953966528	5.838564172	5.833352182	NON	NON	6.02017	5.83596	MvSl-1064-A2-R4_MC01g02589	55.81	55.81	0
MvSl-1064-A1-R4_MC05-1g06117	aAutosome	aAutosome	6	80.6667	484	0	0	0	0.186159343	0.944716222	6.911145349	6.902137743	6.788704612	6.649201009	NON	NON	6.90664	6.71895	MvSl-1064-A2-R4_MC05g06389	54.04	54.04	0
MvSl-1064-A1-R4_MC06g07314	aAutosome	aAutosome	3	89.3333	268	0	0	0	0.186350864	0.999958419	5.033194886	5.264499414	5.080832367	4.845021327	NON	NON	5.14885	4.96293	MvSl-1064-A2-R4_MC06-2g07579	52.35	52.35	0
MvSl-1064-A1-R4_MC04-1g05486	aAutosome	aAutosome	1	52	52	0	0	0	0.186524123	0.999958419	5.465821602	4.640219665	4.826003713	5.017711642	NON	NON	5.05302	4.92186	MvSl-1064-A2-R4_MC04-1g05763	54.03	54.03	0
MvSl-1064-A1-R4_MC12g10938	aAutosome	aAutosome	2	78	156	0	0	0	0.186654813	0.999958419	3.861017048	3.992640176	3.614063227	3.861293962	NON	NON	3.92683	3.73768	MvSl-1064-A2-R4_MC12g11201	57.84	57.84	0
MvSl-1064-A1-R4_MC08g08329	aAutosome	aAutosome	7	111.857	783	0	0	0	0.186670221	0.999958419	6.445836208	7.412061141	7.064972384	6.529456889	NON	NON	6.92895	6.79721	MvSl-1064-A2-R4_MC08-1g08594	55.38	55.38	0
MvSl-1064-A1-R4_MC01-1g02538	aAutosome	aAutosome	5	115	575	0	0	0	0.186891105	0.9888672	8.164366702	7.982267272	7.872017176	7.906480954	NON	NON	8.07332	7.88925	MvSl-1064-A2-R4_MC01g02820	60.17	60.17	0
MvSl-1064-A1-R4_MC13g11435	aAutosome	aAutosome	4	157.25	629	0	0	0	0.186923913	0.953597751	6.723946772	6.650852788	6.414620196	6.582685044	NON	NON	6.6874	6.49865	MvSl-1064-A2-R4_MC13g11696	52.24	52.24	0
MvSl-1064-A1-R4_MC07g08220	aAutosome	aAutosome	2	127	254	0	0.5	1	0.186952503	0.999958419	5.11084754	5.530466337	5.265147014	5.023802086	NON	NON	5.32066	5.14447	MvSl-1064-A2-R4_MC07g08485	53.7	53.7	0
MvSl-1064-A1-R4_MC05-1g06188	aAutosome	aAutosome	6	109.833	659	0	0	0	0.187033842	0.963566248	6.032217799	6.097683063	5.881662108	5.875498068	NON	NON	6.06495	5.87858	MvSl-1064-A2-R4_MC05g06460	57.86	57.86	0
MvSl-1064-A1-R4_MC13g11423	aAutosome	aAutosome	5	92.6	463	0	0	0	0.187176814	0.969431244	6.453747029	6.598108401	6.507336791	6.152471901	NON	NON	6.52593	6.3299	MvSl-1064-A2-R4_MC13g11684	59.41	59.41	0
MvSl-1064-A1-R4_MC08g08556	aAutosome	aAutosome	1	119	119	0	0	0	0.187194599	0.985919017	5.795436977	6.143626052	5.879425609	5.701517084	NON	NON	5.96953	5.79047	MvSl-1064-A2-R4_MC08-1g08821	53.44	53.44	0
MvSl-1064-A1-R4_MC02g04127	aAutosome	aAutosome	4	121.25	485	0	0	0	0.187259091	0.9888672	5.403652308	5.543277654	5.30568729	5.27083269	NON	NON	5.47346	5.28826	MvSl-1064-A2-R4_MC02g04405	50.54	50.54	0
MvSl-1064-A1-R4_MC01-1g02644	aAutosome	aAutosome	4	88.75	355	0	0	0	0.187360675	0.970176644	6.591582615	6.224399169	6.133265729	6.325159728	NON	NON	6.40799	6.22921	MvSl-1064-A2-R4_MC01g02926	53.3	53.3	0
MvSl-1064-A1-R4_MC08g08441	aAutosome	aAutosome	2	64.5	129	0	0	0	0.187487126	0.999958419	7.276361326	7.95316229	7.786874941	7.054663347	NON	NON	7.61476	7.42077	MvSl-1064-A2-R4_MC08-1g08706	60.47	60.47	0
MvSl-1064-A1-R4_MC06g07466	aAutosome	aAutosome	2	153.5	307	0	0	0	0.187523869	0.999958419	5.528754684	6.732825974	6.27016015	5.827561179	NON	NON	6.13079	6.04886	MvSl-1064-A2-R4_MC06-2g07731	56.66	56.66	0
MvSl-1064-A1-R4_MC03g04507	aAutosome	aAutosome	4	135.25	541	0	0	0	0.187924878	0.973340678	7.110570917	7.37222831	7.185280897	6.921819087	NON	NON	7.2414	7.05355	MvSl-1064-A2-R4_MC03g04785	60.53	60.53	0
MvSl-1064-A1-R4_MC05-3g06605	aAutosome	aAutosome	1	0	0	0	0	0	0.188283428	0.999958419	3.600975128	3.578993557	3.303039285	3.49695604	NON	NON	3.58998	3.4	MvSl-1064-A2-R4_MC05g06868	59.63	59.63	0
MvSl-1064-A1-R4_MC04-1g05802	aAutosome	aAutosome	10	88.7	887	0	0	0	0.188442513	0.945084766	6.775353819	6.970723452	6.744536484	6.629366533	NON	NON	6.87304	6.68695	MvSl-1064-A2-R4_MC04-1g06078	51.8	51.8	0
MvSl-1064-A1-R4_MC04-1g05512	aAutosome	aAutosome	5	82.4	412	0	0	0	0.188774473	0.945084766	6.796935481	6.887141388	6.737144783	6.566087346	NON	NON	6.84204	6.65162	MvSl-1064-A2-R4_MC04-1g05788	56.23	56.23	0
MvSl-1064-A1-R4_MC06g06936	aAutosome	aAutosome	3	85.3333	256	0	0	0	0.188805012	0.999958419	7.653633435	7.754026534	7.780896258	7.191259077	NON	NON	7.70383	7.48608	MvSl-1064-A2-R4_MC06-1g07199	63.14	63.14	0
MvSl-1064-A1-R4_MC01-2g03136	aAutosome	aAutosome	5	118	590	0	0	0	0.188891137	0.947384686	6.921323886	7.06202035	6.90211141	6.700163588	NON	NON	6.99167	6.80114	MvSl-1064-A2-R4_MC01g03416	52.5	52.5	0
MvSl-1064-A1-R4_A1g00532	faBlack	NRR	1	74	74	0	0	0	0.189104916	0.999958419	5.154646406	5.172665211	5.029311781	4.918776934	NON	NON	5.16366	4.97404	MvSl-1064-A2-R4_A2g01664	53.46	53.3	0.16
MvSl-1064-A1-R4_MC05-2g06451	aAutosome	aAutosome	2	197	394	0	0	0	0.189134125	0.999958419	4.448035886	4.414789864	4.285791325	4.199333434	NON	NON	4.43141	4.24256	MvSl-1064-A2-R4_MC05g06725	57.08	57.08	0
MvSl-1064-A1-R4_MC02g03272	aAutosome	aAutosome	4	82.75	331	0	0	0	0.189191911	0.945084766	6.549547607	6.559217162	6.409204195	6.320219372	NON	NON	6.55438	6.36471	MvSl-1064-A2-R4_MC02g03552	55.47	55.47	0
MvSl-1064-A1-R4_MC01-1g02321	aAutosome	aAutosome	4	102.5	410	0	0	0	0.189281969	0.999958419	7.830122261	8.355098199	8.075234635	7.762152816	NON	NON	8.09261	7.91869	MvSl-1064-A2-R4_MC01g02603	54.27	54.27	0
MvSl-1064-A1-R4_MC03g04916	aAutosome	aAutosome	2	103	206	0	0	0	0.189282001	0.969431244	5.97106391	5.963529592	5.702227242	5.850587015	NON	NON	5.9673	5.77641	MvSl-1064-A2-R4_MC03g05194	63.64	63.64	0
MvSl-1064-A1-R4_MC12g11077	aAutosome	aAutosome	1	114	114	0	0	0	0.189347558	0.999958419	4.975750647	5.385042156	5.057282036	4.953223977	NON	NON	5.1804	5.00525	MvSl-1064-A2-R4_MC12g11340	56.53	56.53	0
MvSl-1064-A1-R4_MC02g03909	aAutosome	aAutosome	3	207.667	623	0	0	0	0.189400992	0.982935431	7.950556069	8.021709067	7.857035013	7.7348772	NON	NON	7.98613	7.79596	MvSl-1064-A2-R4_MC02g04187	57.83	57.83	0
MvSl-1064-A1-R4_MC04-1g05921	aAutosome	aAutosome	1	0	0	0	0	0	0.18948084	0.963566248	6.106580377	5.991844227	5.897221269	5.824075386	NON	NON	6.04921	5.86065	MvSl-1064-A2-R4_MC04-1g06197	55.13	55.13	0
MvSl-1064-A1-R4_MC08g08636	aAutosome	aAutosome	5	94.4	472	0	0	0	0.189603634	0.999958419	10.36835096	10.96197585	10.71845674	10.25650635	NON	NON	10.6652	10.4875	MvSl-1064-A2-R4_MC08-1g08901	57.19	57.19	0
MvSl-1064-A1-R4_MC12g11000	aAutosome	aAutosome	1	0	0	0	0	0	0.189652127	0.999958419	3.522913699	3.787190476	3.619433654	3.310250125	NON	NON	3.65505	3.46484	MvSl-1064-A2-R4_MC12g11263	51.9	51.9	0
MvSl-1064-A1-R4_MC06g07481	aAutosome	aAutosome	3	104	312	0	-0.333	-1	0.189734576	0.960771733	6.316842303	6.197298794	5.942916583	6.184540514	NON	NON	6.25707	6.06373	MvSl-1064-A2-R4_MC06-2g07746	51.82	51.82	0
MvSl-1064-A1-R4_MC07g07902	aAutosome	aAutosome	2	196.5	393	0	0	0	0.189754191	0.971848335	7.842896004	7.793769963	7.684911008	7.57055415	NON	NON	7.81833	7.62773	MvSl-1064-A2-R4_MC07g08167	59.45	59.45	0
MvSl-1064-A1-R4_MC08g08771	aAutosome	aAutosome	1	58	58	0	0	0	0.189921675	0.999958419	3.50272005	3.698344907	3.592379344	3.214097314	NON	NON	3.60053	3.40324	MvSl-1064-A2-R4_MC08-2g09052	51.85	51.85	0
MvSl-1064-A1-R4_MC02g03787	aAutosome	aAutosome	6	77.5	465	0	0	0	0.190001975	0.982986277	7.419224241	7.539413622	7.474693915	7.079727519	NON	NON	7.47932	7.27721	MvSl-1064-A2-R4_MC02g04065	56.44	56.44	0
MvSl-1064-A1-R4_MC03g04886	aAutosome	aAutosome	3	74	222	0	0	0	0.190003332	0.999958419	3.151401993	2.900525286	2.758025961	2.924016747	NON	NON	3.02596	2.84102	MvSl-1064-A2-R4_MC03g05164	55.46	55.46	0
MvSl-1064-A1-R4_MC12g10902	aAutosome	aAutosome	6	78.1667	469	0	0	0	0.190110688	0.999958419	4.284184749	4.233005878	4.083044405	4.056127471	NON	NON	4.2586	4.06959	MvSl-1064-A2-R4_MC12g11165	53.95	53.95	0
MvSl-1064-A1-R4_MC01-1g02649	aAutosome	aAutosome	2	108.5	217	0	0	0	0.190116188	0.971778914	7.724371004	7.862788219	7.572422535	7.637287921	NON	NON	7.79358	7.60486	MvSl-1064-A2-R4_MC01g02931	55.29	55.29	0
MvSl-1064-A1-R4_MC13g11352	aAutosome	aAutosome	1	0	0	0	0	0	0.190200203	0.999958419	5.458850637	4.51249002	3.969877341	5.422983196	NON	NON	4.98567	4.69643	MvSl-1064-A2-R4_MC13g11613	56.29	56.29	0
MvSl-1064-A1-R4_MC04-1g05735	aAutosome	aAutosome	5	165	825	0	0	0	0.190293055	0.951416354	6.550367631	6.719483157	6.521031286	6.369674988	NON	NON	6.63493	6.44535	MvSl-1064-A2-R4_MC04-1g06011	59	59	0
