a2	GC3a2	A1gene	GC3a1	GC3diff	chr	chr1	intronnr	intronmean	introntotal	intronnrdiff	intronmeandiff	introntotaldiff	logFC.A1.A2	FDR.A1.A2	A1_1	A1_2	A2_1	A2_2	DE_status	DE_status2	A1_mean	A2_mean	GC0A1	GC0A2	Godiff
MvSl-1064-A2-R4_MC13g11767	82.31	MvSl-1064-A1-R4_MC13g11506	82.31	0	aAutosome	aAutosome	1	87	87	0	0	0	0.070569284	0.999958419	5.004758657	5.189062122	5.196738186	4.840427751	NON	NON	5.09691	5.01858	62.3	62.3	0
MvSl-1064-A2-R4_MC13g11768	73.09	MvSl-1064-A1-R4_MC13g11507	73.09	0	aAutosome	aAutosome	6	94.3333	566	0	0	0	0.202411334	0.999958419	6.65242428	7.471078908	7.187090409	6.584059605	NON	NON	7.06175	6.88558	58.51	58.51	0
MvSl-1064-A2-R4_MC13g11769	65.9	MvSl-1064-A1-R4_MC13g11508	65.9	0	aAutosome	aAutosome	2	79.5	159	0	0	0	0.082616132	0.999958419	5.329157987	5.209299619	5.207476073	5.168262145	NON	NON	5.26923	5.18787	58.74	58.74	0
MvSl-1064-A2-R4_MC13g11770	66.38	MvSl-1064-A1-R4_MC13g11509	66.38	0	aAutosome	aAutosome	6	78.8333	473	0	0	0	0.523743756	0.095449554	7.053872462	7.155724502	6.657808325	6.502814713	NON	NON	7.1048	6.58031	59.6	59.6	0
MvSl-1064-A2-R4_MC13g11771	67.53	MvSl-1064-A1-R4_MC13g11510	67.53	0	aAutosome	aAutosome	5	108.8	544	0	0	0	0.04612786	0.999958419	7.282296656	7.175917636	7.198348725	7.169448776	NON	NON	7.22911	7.1839	56.58	56.58	0
MvSl-1064-A2-R4_MC13g11772	63.68	MvSl-1064-A1-R4_MC13g11511	63.68	0	aAutosome	aAutosome	7	88.8571	622	0	0	0	0.035765803	0.999958419	5.37246096	5.416716445	5.449817454	5.262272063	NON	NON	5.39459	5.35604	53.07	53.07	0
MvSl-1064-A2-R4_MC13g11773	66.2	MvSl-1064-A1-R4_MC13g11512	66.2	0	aAutosome	aAutosome	1	437	437	0	0	0	-0.26197515	0.881818641	8.097492663	7.952261993	8.30507073	8.27190883	NON	NON	8.02488	8.28849	61.35	61.35	0
MvSl-1064-A2-R4_MC13g11774	68.2	MvSl-1064-A1-R4_MC13g11513	68.2	0	aAutosome	aAutosome	9	88	792	0	0	0	0.047992407	0.999958419	6.647834171	6.799085406	6.679180659	6.675874535	NON	NON	6.72346	6.67753	56.8	56.8	0
MvSl-1064-A2-R4_MC13g11775	57.14	MvSl-1064-A1-R4_MC13g11514	57.14	0	aAutosome	aAutosome	1	0	0	0	0	0	0.259182348	0.999958419	3.812623836	3.46242399	3.079686731	3.646542422	NON	NON	3.63752	3.36311	57.14	57.14	0
MvSl-1064-A2-R4_MC13g11776	81.73	MvSl-1064-A1-R4_MC13g11515	81.73	0	aAutosome	aAutosome	12	112.333	1348	0	0	0	0.02288836	0.999958419	8.202426147	7.988428389	8.039623777	8.112450631	NON	NON	8.09543	8.07604	55.97	55.97	0
MvSl-1064-A2-R4_MC13g11777	66.7	MvSl-1064-A1-R4_MC13g11516	66.7	0	aAutosome	aAutosome	13	74.7692	972	0	0	0	0.438025998	0.273166742	6.580385438	6.795743348	6.262457255	6.246615354	NON	NON	6.68806	6.25454	56.34	56.34	0
MvSl-1064-A2-R4_MC13g11778	67.85	MvSl-1064-A1-R4_MC13g11517	67.85	0	aAutosome	aAutosome	4	75.25	301	0	0	0	0.026669498	0.999958419	5.784326796	5.944339652	5.901636096	5.77557235	NON	NON	5.86433	5.8386	57.86	57.86	0
MvSl-1064-A2-R4_MC13g11779	65.34	MvSl-1064-A1-R4_MC13g11518	65.34	0	aAutosome	aAutosome	9	81.1111	730	0	0	0	0.09777491	0.999958419	6.768322554	6.803085684	6.607348557	6.764620826	NON	NON	6.7857	6.68598	56.83	56.83	0
MvSl-1064-A2-R4_MC13g11780	65	MvSl-1064-A1-R4_MC13g11519	65	0	aAutosome	aAutosome	1	45	45	0	0	0	0.326576334	0.918441355	5.387223279	4.681367259	4.448516417	5.001343626	NON	NON	5.0343	4.72493	60	60	0
MvSl-1064-A2-R4_MC13g11781	80	MvSl-1064-A1-R4_MC13g11520	80	0	aAutosome	aAutosome	1	0	0	0	0	0	0.58162115	0.57574727	3.529582588	3.095789353	2.559996687	2.924016747	NON	NON	3.31269	2.74201	64.64	64.64	0
MvSl-1064-A2-R4_MC13g11782	72.61	MvSl-1064-A1-R4_MC13g11521	72.61	0	aAutosome	aAutosome	1	0	0	0	0	0	0.181387344	0.962318179	6.938965335	6.683769183	6.709713179	6.557716336	NON	NON	6.81137	6.63371	61.46	61.46	0
MvSl-1064-A2-R4_MC13g11783	71.02	MvSl-1064-A1-R4_MC13g11522	71.02	0	aAutosome	aAutosome	10	81.6	816	0	0	0	-0.021554104	0.999958419	4.675532354	3.987962079	4.17709197	4.581590801	NON	NON	4.33175	4.37934	55.79	55.79	0
MvSl-1064-A2-R4_MC13g11784	66.94	MvSl-1064-A1-R4_MC13g11523	66.94	0	aAutosome	aAutosome	8	78.875	631	0	0	0	-0.544643068	0.822420976	1.894972487	1.333253455	1.739769623	2.503574787	NON	NON	1.61411	2.12167	57.48	57.48	0
MvSl-1064-A2-R4_MC13g11785	65.9	MvSl-1064-A1-R4_MC13g11524	65.9	0	aAutosome	aAutosome	9	68	612	0	0	0	-0.003955815	0.999958419	2.80072266	2.179362925	2.419291388	2.626064894	NON	NON	2.49004	2.52268	56.79	56.79	0
MvSl-1064-A2-R4_MC13g11786	65.82	MvSl-1064-A1-R4_MC13g11525	65.82	0	aAutosome	aAutosome	9	87.2222	785	0	0	0	0.072578426	0.999958419	6.661560918	6.505402807	6.460975533	6.563302403	NON	NON	6.58348	6.51214	54.43	54.43	0
MvSl-1064-A2-R4_MC13g11787	77.88	MvSl-1064-A1-R4_MC13g11526	77.88	0	aAutosome	aAutosome	1	0	0	0	0	0	-0.094377838	0.999958419	6.184710086	6.301831449	6.467690484	6.197170993	NON	NON	6.24327	6.33243	52.24	52.24	0
MvSl-1064-A2-R4_MC13g11788	69.23	MvSl-1064-A1-R4_MC13g11527	69.23	0	aAutosome	aAutosome	5	100.8	504	0	0	0	-0.209551868	0.890836196	6.685646127	6.620949657	6.896039539	6.829221862	NON	NON	6.6533	6.86263	57.26	57.26	0
MvSl-1064-A2-R4_MC13g11789	63.47	MvSl-1064-A1-R4_MC13g11528	63.47	0	aAutosome	aAutosome	4	87	348	0	0	0	0.131762903	0.999958419	7.729086489	7.977555363	7.847627283	7.595303546	NON	NON	7.85332	7.72147	61.98	61.98	0
MvSl-1064-A2-R4_MC13g11790	68.66	MvSl-1064-A1-R4_MC13g11529	68.66	0	aAutosome	aAutosome	4	78.25	313	0	0	0	-0.360562866	0.73493103	7.589257347	6.979587444	7.485762852	7.845320877	NON	NON	7.28442	7.66554	57.75	57.75	0
MvSl-1064-A2-R4_MC13g11791	79.02	MvSl-1064-A1-R4_MC13g11530	79.02	0	aAutosome	aAutosome	1	0	0	0	0	0	0.772589156	0.655548182	6.287633652	8.086599272	7.188897654	5.883334948	NON	NON	7.18712	6.53612	59.38	59.38	0
MvSl-1064-A2-R4_MC13g11792	70.36	MvSl-1064-A1-R4_MC13g11531	70.36	0	aAutosome	aAutosome	6	88.6667	532	0	0	0	0.16878965	0.999958419	5.882669292	6.256845089	6.065039906	5.743947343	NON	NON	6.06976	5.90449	55.58	55.58	0
MvSl-1064-A2-R4_MC13g11793	62.22	MvSl-1064-A1-R4_MC13g11532	62.22	0	aAutosome	aAutosome	8	105.75	846	0	0	0	0.524432142	0.292388778	8.138424241	8.50362555	7.861291057	7.75332177	NON	NON	8.32102	7.80731	56.17	56.17	0
MvSl-1064-A2-R4_MC13g11794	72.37	MvSl-1064-A1-R4_MC13g11533	72.37	0	aAutosome	aAutosome	1	0	0	0	0	0	0.325801169	0.640990086	6.132001366	6.291427765	5.963122171	5.810047377	NON	NON	6.21171	5.88658	62.21	62.21	0
MvSl-1064-A2-R4_MC13g11795	72.28	MvSl-1064-A1-R4_MC13g11534	72.28	0	aAutosome	aAutosome	12	83.0833	997	0	0	0	0.133675551	0.999958419	11.36495142	11.64803597	11.48695556	11.26394554	NON	NON	11.5065	11.3755	58.5	58.5	0
MvSl-1064-A2-R4_MC13g11796	67.37	MvSl-1064-A1-R4_MC13g11535	67.37	0	aAutosome	aAutosome	7	77.1429	540	0	0	0	0.153513599	0.999958419	9.090345079	8.86711059	8.749227211	8.905637911	NON	NON	8.97873	8.82743	56.85	56.85	0
MvSl-1064-A2-R4_MC13g11798	62.5	MvSl-1064-A1-R4_MC13g11537	62.5	0	aAutosome	aAutosome	4	72.25	289	0	0	0	0.081214815	0.999958419	5.455352483	5.308313524	5.403874562	5.193696382	NON	NON	5.38183	5.29879	58.24	58.24	0
MvSl-1064-A2-R4_MC13g11799	66.67	MvSl-1064-A1-R4_MC13g11538	66.67	0	aAutosome	aAutosome	5	73.4	367	0	0	0	-0.445408331	0.777219199	2.822609864	2.52765961	3.102877057	3.14126863	NON	NON	2.67513	3.12207	56.51	56.51	0
MvSl-1064-A2-R4_MC13g11800	64.89	MvSl-1064-A1-R4_MC13g11539	64.89	0	aAutosome	aAutosome	7	89.1429	624	0	0	0	-0.14029793	0.999958419	5.302148837	4.918628662	5.189534936	5.332650236	NON	NON	5.11039	5.26109	57.13	57.13	0
MvSl-1064-A2-R4_MC13g11802	65.94	MvSl-1064-A1-R4_MC13g11541	65.94	0	aAutosome	aAutosome	5	71.6	358	0	0	0	0.367607552	0.999958419	0.567845222	1.47372115	0.978097222	0.461227885	NON	NON	1.02078	0.719663	55.5	55.5	0
MvSl-1064-A2-R4_MC13g11803	67.64	MvSl-1064-A1-R4_MC13g11542	67.64	0	aAutosome	aAutosome	4	76.5	306	0	0	0	-0.469848609	0.825988236	2.625041833	3.489154467	3.819339089	3.310250125	NON	NON	3.0571	3.56479	54.83	54.83	0
MvSl-1064-A2-R4_MC13g11804	70.81	MvSl-1064-A1-R4_MC13g11543	70.81	0	aAutosome	aAutosome	6	92	552	0	0	0	-0.393004123	0.870826229	2.290078551	2.47514149	2.796464938	2.748802757	NON	NON	2.38261	2.77263	55.51	55.51	0
MvSl-1064-A2-R4_MC13g11805	60.55	MvSl-1064-A1-R4_MC13g11544	60.55	0	aAutosome	aAutosome	3	73	219	0	0	0	-0.579118749	0.192457403	4.678535889	4.776667423	5.285559547	5.326093536	NON	NON	4.7276	5.30583	55.56	55.56	0
MvSl-1064-A2-R4_MC13g11806	68.36	MvSl-1064-A1-R4_MC13g11545	68.36	0	aAutosome	aAutosome	2	68	136	0	0	0	-0.016266192	0.999958419	5.190857723	5.002197425	5.067141435	5.162753121	NON	NON	5.09653	5.11495	55.83	55.83	0
MvSl-1064-A2-R4_MC13g11807	72.96	MvSl-1064-A1-R4_MC13g11546	72.96	0	aAutosome	aAutosome	5	118.8	594	0	0	0	0.18088289	0.999958419	7.442821986	7.778951869	7.56895713	7.298137674	NON	NON	7.61089	7.43355	58.7	58.7	0
MvSl-1064-A2-R4_MC13g11808	67.94	MvSl-1064-A1-R4_MC13g11547	67.94	0	aAutosome	aAutosome	5	90.8	454	0	0	0	0.098443733	0.999958419	6.2836941	6.255872525	6.183078028	6.159864968	NON	NON	6.26978	6.17147	56.78	56.78	0
MvSl-1064-A2-R4_MC13g11809	61.31	MvSl-1064-A1-R4_MC13g11548	61.31	0	aAutosome	aAutosome	4	90.75	363	0	0	0	0.113486765	0.999958419	6.10546489	6.159314566	6.026143828	6.012477302	NON	NON	6.13239	6.01931	56.68	56.68	0
MvSl-1064-A2-R4_MC13g11810	63.41	MvSl-1064-A1-R4_MC13g11549	63.41	0	aAutosome	aAutosome	5	100.2	501	0	0	0	0.079643646	0.999958419	6.658521796	6.55051855	6.661717828	6.376037012	NON	NON	6.60452	6.51888	55.08	55.08	0
MvSl-1064-A2-R4_MC13g11811	67.88	MvSl-1064-A1-R4_MC13g11550	67.88	0	aAutosome	aAutosome	3	50.3333	151	0	0	0	-0.237483049	0.852806374	6.628549946	6.429803103	6.641403725	6.887718208	NON	NON	6.52918	6.76456	58.09	58.09	0
MvSl-1064-A2-R4_MC13g11812	66.49	MvSl-1064-A1-R4_MC13g11551	66.49	0	aAutosome	aAutosome	1	46	46	0	0	0	-0.976561262	0.069407591	4.654330679	5.779520959	6.577997245	5.953078869	NON	NON	5.21693	6.26554	60	60	0
MvSl-1064-A2-R4_MC13g11813	66.67	MvSl-1064-A1-R4_MC13g11552	66.67	0	aAutosome	aAutosome	1	71	71	0	0	0	0.525837999	0.413440942	4.614109916	4.816789907	4.121402214	4.26593608	NON	NON	4.71545	4.19367	57.58	57.58	0
MvSl-1064-A2-R4_MC13g11814	56.91	MvSl-1064-A1-R4_MC13g11553	58.18	1.27	aAutosome	aAutosome	1	40	40	0	40	40	0.444712394	0.822268879	2.574341263	2.627286541	2.088521596	2.236202189	NON	NON	2.60081	2.16236	59.09	60.16	-1.07
MvSl-1064-A2-R4_MC13g11817	58.71	MvSl-1064-A1-R4_MC13g11556	58.71	0	aAutosome	aAutosome	5	139	695	0	0	0	-0.31326654	0.823222235	4.563016797	4.765776925	5.029311781	4.929630251	NON	NON	4.6644	4.97947	55.5	55.5	0
MvSl-1064-A2-R4_MC13g11818	65.35	MvSl-1064-A1-R4_MC13g11557	65.35	0	aAutosome	aAutosome	1	48	48	0	0	0	0.43270515	0.962318179	1.287445144	0.965564	0.361644053	1.011689625	NON	NON	1.1265	0.686667	55.45	55.45	0
MvSl-1064-A2-R4_MC13g11819	57.08	MvSl-1064-A1-R4_MC13g11558	57.08	0	aAutosome	aAutosome	2	81	162	0	0	0	0.106425992	0.999958419	1.765365071	1.673396632	1.305784732	1.872178236	NON	NON	1.71938	1.58898	55.19	55.19	0
MvSl-1064-A2-R4_MC13g11821	68.86	MvSl-1064-A1-R4_MC13g11560	68.86	0	aAutosome	aAutosome	7	90	630	0	0	0	0.274710599	0.831286868	6.327405688	6.732825974	6.416163898	6.107299782	NON	NON	6.53012	6.26173	54.8	54.8	0
MvSl-1064-A2-R4_MC13g11822	64.04	MvSl-1064-A1-R4_MC13g11561	64.04	0	aAutosome	aAutosome	7	97.7143	684	0	0	0	0.094647475	0.999958419	6.322613736	6.667039092	6.616105919	6.170884014	NON	NON	6.49483	6.39349	50.37	50.37	0
MvSl-1064-A2-R4_MC13g11823	60.66	MvSl-1064-A1-R4_MC13g11562	60.66	0	aAutosome	aAutosome	3	100.333	301	0	0	0	0.207045634	0.999958419	4.874615149	5.345360275	5.176842053	4.614248584	NON	NON	5.10999	4.89555	56.42	56.42	0
MvSl-1064-A2-R4_MC13g11824	69.33	MvSl-1064-A1-R4_MC13g11563	69.33	0	aAutosome	aAutosome	1	0	0	0	0	0	0.597143228	0.816153425	1.048338907	1.601717531	1.043481563	0.461227885	NON	NON	1.32503	0.752355	60.93	60.93	0
MvSl-1064-A2-R4_MC13g11825	66.67	MvSl-1064-A1-R4_MC13g11564	66.67	0	aAutosome	aAutosome	10	117.6	1176	0	0	0	-0.224671495	0.985919017	8.793736474	8.895177344	9.111758598	9.026958211	NON	NON	8.84446	9.06936	58.67	58.67	0
MvSl-1064-A2-R4_MC13g11826	60.38	MvSl-1064-A1-R4_MC13g11565	60.38	0	aAutosome	aAutosome	3	76	228	0	0	0	-0.109714663	0.999958419	5.645405094	5.568563958	5.740929897	5.692624363	NON	NON	5.60698	5.71678	55.52	55.52	0
MvSl-1064-A2-R4_MC13g11827	69.94	MvSl-1064-A1-R4_MC13g11566	69.94	0	aAutosome	aAutosome	3	283.667	851	0	0	0	-0.000317072	0.99996709	6.7520194	6.752266848	6.826345279	6.674584766	NON	NON	6.75214	6.75047	63.39	63.39	0
MvSl-1064-A2-R4_MC13g11828	66.83	MvSl-1064-A1-R4_MC13g11567	66.83	0	aAutosome	aAutosome	5	84	420	0	0	0	0.332760347	0.585787451	7.24022723	7.324786374	6.948188126	6.953006309	NON	NON	7.28251	6.9506	57.16	57.16	0
MvSl-1064-A2-R4_MC13g11829	60.78	MvSl-1064-A1-R4_MC13g11568	60.78	0	aAutosome	aAutosome	2	96	192	0	0	0	0.240839568	0.893092877	5.568155631	5.787619231	5.494342326	5.387210898	NON	NON	5.67789	5.44078	56.02	56.02	0
MvSl-1064-A2-R4_MC13g11830	56	MvSl-1064-A1-R4_MC13g11569	56	0	aAutosome	aAutosome	3	76.6667	230	0	0	0	0.069427959	0.999958419	5.058778038	4.999875716	4.986312579	4.933948818	NON	NON	5.02933	4.96013	53.33	53.33	0
MvSl-1064-A2-R4_MC13g11831	61.28	MvSl-1064-A1-R4_MC13g11570	61.28	0	aAutosome	aAutosome	5	84.8	424	0	0	0	-0.033949746	0.999958419	4.07672185	4.560542247	4.569983977	4.144490467	NON	NON	4.31863	4.35724	54.52	54.52	0
MvSl-1064-A2-R4_MC13g11832	72.77	MvSl-1064-A1-R4_MC13g11571	72.77	0	aAutosome	aAutosome	1	72	72	0	0	0	-0.090019115	0.999958419	3.613584386	3.572758744	3.712832081	3.651795537	NON	NON	3.59317	3.68231	60.23	60.23	0
MvSl-1064-A2-R4_MC13g11833	67.14	MvSl-1064-A1-R4_MC13g11572	67.14	0	aAutosome	aAutosome	3	155.333	466	0	0	0	0.456133281	0.891574759	2.976965133	2.146155533	1.871636272	2.419838042	NON	NON	2.56156	2.14574	54.29	54.29	0
MvSl-1064-A2-R4_MC13g11834	62.89	MvSl-1064-A1-R4_MC13g11573	62.89	0	aAutosome	aAutosome	7	131.143	918	0	0	0	0.080569162	0.999958419	6.840495289	7.625891252	7.329470879	7.069950265	NON	NON	7.23319	7.19971	57.94	57.94	0
MvSl-1064-A2-R4_MC13g11835	59.8	MvSl-1064-A1-R4_MC13g11574	59.8	0	aAutosome	aAutosome	3	83	249	0	0	0	0.241061574	0.951416354	4.970858762	5.105147908	4.924743695	4.661889633	NON	NON	5.038	4.79332	55.47	55.47	0
MvSl-1064-A2-R4_MC13g11836	64.45	MvSl-1064-A1-R4_MC13g11575	64.45	0	aAutosome	aAutosome	4	82.75	331	0	0	0	0.190831973	0.999958419	4.910824566	4.47954236	4.402531407	4.630304371	NON	NON	4.69518	4.51642	57.58	57.58	0
MvSl-1064-A2-R4_MC13g11837	65.65	MvSl-1064-A1-R4_MC13g11576	65.65	0	aAutosome	aAutosome	6	83.8333	503	0	0	0	-0.538747595	0.281505309	4.556501026	4.628244386	5.156667691	5.102642808	NON	NON	4.59237	5.12966	54.4	54.4	0
MvSl-1064-A2-R4_MC13g11838	65.64	MvSl-1064-A1-R4_MC13g11577	65.64	0	aAutosome	aAutosome	2	84	168	0	0	0	0.105447342	0.999958419	6.435220515	6.347284827	6.283753451	6.289374216	NON	NON	6.39125	6.28656	57.98	57.98	0
MvSl-1064-A2-R4_MC13g11839	67.37	MvSl-1064-A1-R4_MC13g11578	67.37	0	aAutosome	aAutosome	2	73.5	147	0	0	0	0.052617109	0.999958419	8.453199596	8.425337296	8.453776103	8.316418367	NON	NON	8.43927	8.3851	57.9	57.9	0
MvSl-1064-A2-R4_MC13g11840	69.94	MvSl-1064-A1-R4_MC13g11579	69.94	0	aAutosome	aAutosome	5	88.6	443	0	0	0	0.125248007	0.999958419	7.130448901	7.339091646	7.07770874	7.148233215	NON	NON	7.23477	7.11297	53.99	53.99	0
MvSl-1064-A2-R4_MC13g11841	67.55	MvSl-1064-A1-R4_MC13g11580	67.55	0	aAutosome	aAutosome	2	65.5	131	0	0	0	0.17255412	0.999958419	4.751661206	4.754803593	4.640355179	4.519727808	NON	NON	4.75323	4.58004	59.57	59.57	0
MvSl-1064-A2-R4_MC13g11843	66.38	MvSl-1064-A1-R4_MC13g11582	66.38	0	aAutosome	aAutosome	1	82	82	0	0	0	0.146655759	0.999958419	5.220011115	5.395677707	5.28386949	5.033896037	NON	NON	5.30784	5.15888	57.93	57.93	0
MvSl-1064-A2-R4_MC13g11844	63.41	MvSl-1064-A1-R4_MC13g11583	63.41	0	aAutosome	aAutosome	7	74.2857	520	0	0	0	0.481057625	0.240331053	6.150507025	6.463892947	5.871570446	5.798252265	NON	NON	6.3072	5.83491	53.71	53.71	0
MvSl-1064-A2-R4_MC13g11845	65.68	MvSl-1064-A1-R4_MC13g11584	65.68	0	aAutosome	aAutosome	8	84.5	676	0	0	0	-0.897711895	0.024514982	3.722366944	4.151681442	4.84675772	4.847312642	DE	Down	3.93702	4.84704	56.27	56.27	0
MvSl-1064-A2-R4_MC13g11846	61.95	MvSl-1064-A1-R4_MC13g11585	61.95	0	aAutosome	aAutosome	1	65	65	0	0	0	0.075139424	0.999958419	6.001365276	6.102019085	6.057146263	5.893348787	NON	NON	6.05169	5.97525	56.8	56.8	0
MvSl-1064-A2-R4_MC13g11847	64.03	MvSl-1064-A1-R4_MC13g11586	64.03	0	aAutosome	aAutosome	4	105.5	422	0	0	0	-0.080281021	0.999958419	5.848406669	5.870014555	6.066023581	5.800619015	NON	NON	5.85921	5.93332	52.04	52.04	0
MvSl-1064-A2-R4_MC13g11848	76.97	MvSl-1064-A1-R4_MC13g11587	76.97	0	aAutosome	aAutosome	1	78	78	0	0	0	0.222132403	0.999958419	6.392873573	7.080265802	6.859061671	6.169968968	NON	NON	6.73657	6.51452	56.36	56.36	0
MvSl-1064-A2-R4_MC13g11849	62.1	MvSl-1064-A1-R4_MC13g11588	62.1	0	aAutosome	aAutosome	1	136	136	0	0	0	0.461998559	0.715505693	3.958142087	4.579323779	3.952960847	3.723398761	NON	NON	4.26873	3.83818	61.56	61.56	0
MvSl-1064-A2-R4_MC13g11850	80.83	MvSl-1064-A1-R4_MC13g11589	80.83	0	aAutosome	aAutosome	1	106	106	0	0	0	0.419813361	0.704219929	6.762672764	7.444435144	7.039658137	6.319394332	NON	NON	7.10355	6.67953	59.77	59.77	0
MvSl-1064-A2-R4_MC13g11851	56.5	MvSl-1064-A1-R4_MC13g11590	56.5	0	aAutosome	aAutosome	8	84	672	0	0.125	1	-0.013086705	0.999958419	4.719941731	4.784781684	4.74478941	4.786522807	NON	NON	4.75236	4.76566	51.22	51.22	0
MvSl-1064-A2-R4_MC13g11852	61.15	MvSl-1064-A1-R4_MC13g11591	61.15	0	aAutosome	aAutosome	2	94	188	0	0	0	0.39650245	0.423886732	6.662319699	6.949224998	6.450467532	6.382371103	NON	NON	6.80577	6.41642	55.06	55.06	0
MvSl-1064-A2-R4_MC13g11853	76.76	MvSl-1064-A1-R4_MC13g11592	76.76	0	aAutosome	aAutosome	10	96.8	968	0	0	0	0.053025304	0.999958419	6.107695001	6.507038614	6.395965776	6.128179386	NON	NON	6.30737	6.26207	59.14	59.14	0
MvSl-1064-A2-R4_MC13g11854	64.43	MvSl-1064-A1-R4_MC13g11593	64.43	0	aAutosome	aAutosome	4	85	340	0	0	0	0.398812184	0.73493103	4.364710505	4.760300692	4.258514349	4.09521284	NON	NON	4.56251	4.17686	56	56	0
MvSl-1064-A2-R4_MC13g11855	68.68	MvSl-1064-A1-R4_MC13g11594	68.68	0	aAutosome	aAutosome	4	115.75	463	0	0	0	-0.287283345	0.849788415	5.421690007	5.628403965	6.028164215	5.566182224	NON	NON	5.52505	5.79717	59.34	59.34	0
MvSl-1064-A2-R4_MC13g11856	64.36	MvSl-1064-A1-R4_MC13g11595	64.36	0	aAutosome	aAutosome	3	125.333	376	0	0	0	0.080789338	0.999958419	6.3331351	6.553687753	6.503711266	6.21591177	NON	NON	6.44341	6.35981	51.16	51.16	0
MvSl-1064-A2-R4_MC13g11858	65.32	MvSl-1064-A1-R4_MC13g11597	65.32	0	aAutosome	aAutosome	3	106.667	320	0	0	0	0.174030129	0.999958419	5.348145274	6.189170305	5.801245098	5.493435696	NON	NON	5.76866	5.64734	57.86	57.86	0
MvSl-1064-A2-R4_MC13g11859	60	MvSl-1064-A1-R4_MC13g11598	60	0	aAutosome	aAutosome	1	0	0	0	0	0	-0.683746891	0.604671992	1.048338907	1.446700478	1.739769623	2.089065632	NON	NON	1.24752	1.91442	54.49	54.49	0
MvSl-1064-A2-R4_MC13g11860	74.03	MvSl-1064-A1-R4_MC13g11599	74.03	0	aAutosome	aAutosome	3	106.333	319	0	0	0	-0.139374386	0.999958419	11.39710173	12.08191809	12.00596468	11.82675232	NON	NON	11.7395	11.9164	59.31	59.31	0
MvSl-1064-A2-R4_MC13g11861	67.49	MvSl-1064-A1-R4_MC13g11600	67.49	0	aAutosome	aAutosome	4	71.5	286	0	0	0	0.130487271	0.999958419	5.763261747	6.085691367	5.835106232	5.770751859	NON	NON	5.92448	5.80293	55.95	55.95	0
MvSl-1064-A2-R4_MC13g11862	55	MvSl-1064-A1-R4_MC13g11601	55	0	aAutosome	aAutosome	5	86.2	431	0	0	0	0.079245368	0.999958419	5.254637497	5.404481164	5.292300044	5.211593025	NON	NON	5.32956	5.25195	53.16	53.16	0
MvSl-1064-A2-R4_MC13g11863	59.54	MvSl-1064-A1-R4_MC13g11602	59.54	0	aAutosome	aAutosome	6	89.3333	536	0	0	0	-0.223242235	0.941690388	5.313786157	5.613295393	5.747076162	5.639408039	NON	NON	5.46354	5.69324	54.36	54.36	0
MvSl-1064-A2-R4_MC13g11864	67.74	MvSl-1064-A1-R4_MC13g11603	67.74	0	aAutosome	aAutosome	9	122.444	1102	0	0	0	-0.133487026	0.999958419	8.031778177	7.975193625	8.117835308	8.156309652	NON	NON	8.00349	8.13707	57.88	57.88	0
MvSl-1064-A2-R4_MC13g11865	67.09	MvSl-1064-A1-R4_MC13g11604	67.09	0	aAutosome	aAutosome	1	0	0	0	0	0	0.163905497	0.999958419	3.632294015	4.155858401	3.883238656	3.614615601	NON	NON	3.89408	3.74893	60.34	60.34	0
MvSl-1064-A2-R4_MC13g11866	77.73	MvSl-1064-A1-R4_MC13g11605	77.73	0	aAutosome	aAutosome	9	108.889	980	0	0	0	0.001938035	0.999958419	7.853565808	8.331750494	8.294408268	7.899597376	NON	NON	8.09266	8.097	57.68	57.68	0
MvSl-1064-A2-R4_MC13g11867	68.12	MvSl-1064-A1-R4_MC13g11606	68.12	0	aAutosome	aAutosome	2	88	176	0	0	0	-0.170482389	0.999958419	3.801645728	4.213100491	4.299238822	4.075802513	NON	NON	4.00737	4.18752	60.83	60.83	0
MvSl-1064-A2-R4_MC13g11868	76.72	MvSl-1064-A1-R4_MC13g11607	76.72	0	aAutosome	aAutosome	6	109.833	659	0	0	0	-0.116953632	0.999958419	5.909760954	5.237163504	5.403874562	5.993982755	NON	NON	5.57346	5.69893	59.23	59.23	0
MvSl-1064-A2-R4_MC13g11869	58.75	MvSl-1064-A1-R4_MC13g11608	58.75	0	aAutosome	aAutosome	2	164.5	329	0	0	0	0.036887258	0.999958419	2.996352249	2.63926974	2.636153359	2.932674515	NON	NON	2.81781	2.78441	53.33	53.33	0
MvSl-1064-A2-R4_MC13g11871	54.3	MvSl-1064-A1-R4_MC13g11610	54.3	0	aAutosome	aAutosome	3	68	204	0	-13	-39	-0.250774252	0.999958419	0.849484255	0.623448787	0.722649631	1.195579039	NON	NON	0.736467	0.959114	54.75	54.75	0
MvSl-1064-A2-R4_MC13g11872	64.8	MvSl-1064-A1-R4_MC13g11611	64.8	0	aAutosome	aAutosome	3	96	288	0	0	0	-0.116187279	0.999958419	5.030846491	4.853256834	4.924743695	5.184664114	NON	NON	4.94205	5.0547	59.28	59.28	0
MvSl-1064-A2-R4_MC13g11874	56.25	MvSl-1064-A1-R4_MC13g11613	56.25	0	aAutosome	aAutosome	1	107	107	0	0	0	-0.78148347	0.617852044	0.282163865	0.238559882	0.762029913	1.195579039	NON	NON	0.260362	0.978804	52.08	52.08	0
