gid	chr	intronnr	intronmean	introntotal	intronnrdiff	intronmeandiff	introntotaldiff	logFC.A1.A2	DE_status	A1_mean	A2_mean
MvSl-1064-A1-R4_MC10-2g10080	aAutosome	1	354	354	0	0	0	-0.041407179	NON	6.39846	6.45172
MvSl-1064-A1-R4_MC10-2g10081	aAutosome	4	73.25	293	0	0	0	0.135497843	NON	7.01967	6.88131
MvSl-1064-A1-R4_MC10-2g10082	aAutosome	6	97.8333	587	0	0	0	0.151186202	NON	8.88843	8.7374
MvSl-1064-A1-R4_MC10-2g10083	aAutosome	2	78	156	0	0	0	0.207007704	NON	5.96121	5.75764
MvSl-1064-A1-R4_MC10-2g10084	aAutosome	5	111.8	559	0	0	0	0.207315525	NON	8.90256	8.70054
MvSl-1064-A1-R4_MC10-2g10085	aAutosome	5	77.4	387	0	0	0	0.090574306	NON	7.16077	7.08171
MvSl-1064-A1-R4_MC10-2g10086	aAutosome	4	98.25	393	0	0	0	-0.180217346	NON	2.91168	3.09927
MvSl-1064-A1-R4_MC10-2g10087	aAutosome	1	0	0	0	0	0	0.049523485	NON	6.35868	6.31022
MvSl-1064-A1-R4_MC10-2g10088	aAutosome	6	106.167	637	0	0	0	-0.738537938	NON	3.10681	3.84528
MvSl-1064-A1-R4_MC10-2g10089	aAutosome	6	114.667	688	0	0	0	-0.156016482	NON	2.68032	2.81228
MvSl-1064-A1-R4_MC10-2g10090	aAutosome	1	83	83	0	0	0	-0.239736878	NON	2.10083	2.41756
MvSl-1064-A1-R4_MC10-2g10091	aAutosome	3	125	375	0	0	0	0.021147496	NON	6.15622	6.13531
MvSl-1064-A1-R4_MC10-2g10092	aAutosome	1	68	68	0	0	0	-0.189301645	NON	0.823417	1.04738
MvSl-1064-A1-R4_MC10-2g10093	aAutosome	7	77.4286	542	0	0	0	0.02541956	NON	6.95105	6.9202
MvSl-1064-A1-R4_MC10-2g10094	aAutosome	1	55	55	0	0	0	-0.076109201	NON	3.53663	3.58894
MvSl-1064-A1-R4_MC10-2g10095	aAutosome	4	158.5	634	0	0	0	0.113719384	NON	6.40789	6.28555
MvSl-1064-A1-R4_MC10-2g10096	aAutosome	1	0	0	0	0	0	0.227493268	NON	6.89772	6.66916
MvSl-1064-A1-R4_MC10-2g10097	aAutosome	2	78.5	157	0	0	0	0.152961531	NON	7.19421	7.04019
MvSl-1064-A1-R4_MC10-2g10098	aAutosome	3	126.667	380	0	0	0	1.144339926	DE	8.07434	7.01783
MvSl-1064-A1-R4_MC10-2g10099	aAutosome	3	68	204	0	0	0	0.034462916	NON	6.25952	6.23413
MvSl-1064-A1-R4_MC10-2g10100	aAutosome	3	65	195	0	0	0	-0.955090296	NON	3.71235	4.62849
MvSl-1064-A1-R4_MC10-2g10101	aAutosome	3	68.6667	206	0	0	0	-0.620177281	NON	1.27953	1.87618
MvSl-1064-A1-R4_MC10-2g10102	aAutosome	5	89.4	447	0	0	0	-0.01109822	NON	8.62608	8.63747
MvSl-1064-A1-R4_MC10-2g10103	aAutosome	9	71.3333	642	0	0	0	0.104126031	NON	7.21344	7.10466
MvSl-1064-A1-R4_MC10-2g10104	aAutosome	5	74.6	373	0	0	0	0.230545207	NON	8.77532	8.54651
MvSl-1064-A1-R4_MC10-2g10105	aAutosome	6	116.167	697	0	0	0	-0.09832061	NON	5.80859	5.90482
MvSl-1064-A1-R4_MC10-2g10106	aAutosome	1	69	69	0	0	0	-0.005479164	NON	6.80292	6.80454
MvSl-1064-A1-R4_MC10-2g10107	aAutosome	6	78.1667	469	0	0	0	0.153625256	NON	7.2306	7.07737
MvSl-1064-A1-R4_MC10-2g10108	aAutosome	2	91.5	183	0	0	0	-0.909026835	DE	4.52132	5.40203
MvSl-1064-A1-R4_MC10-2g10109	aAutosome	3	123.333	370	0	0	0	-0.6954884	NON	5.19568	5.87809
MvSl-1064-A1-R4_MC10-2g10110	aAutosome	1	82	82	0	0	0	-0.822668571	NON	9.12877	9.94801
MvSl-1064-A1-R4_MC10-2g10111	aAutosome	1	425	425	0	0	0	0.192939865	NON	7.26595	7.06561
MvSl-1064-A1-R4_MC10-2g10112	aAutosome	2	106	212	0	0	0	-0.003365709	NON	5.76615	5.7678
MvSl-1064-A1-R4_MC10-2g10113	aAutosome	4	89.75	359	0	0	0	0.229082294	NON	6.92218	6.68906
MvSl-1064-A1-R4_MC10-2g10114	aAutosome	1	64	64	0	0	0	0.137580923	NON	7.61243	7.46185
MvSl-1064-A1-R4_MC10-2g10115	aAutosome	1	87	87	0	0	0	0.145462649	NON	1.40257	1.28584
MvSl-1064-A1-R4_MC10-2g10116	aAutosome	7	100.286	702	0	0	0	-0.891002969	DE	5.19409	6.10039
MvSl-1064-A1-R4_MC10-2g10117	aAutosome	5	79.6	398	0	0	0	-0.067417171	NON	7.70463	7.76484
MvSl-1064-A1-R4_MC10-2g10118	aAutosome	8	99.125	793	0	0	0	-0.79682486	NON	3.03748	3.88247
MvSl-1064-A1-R4_MC10-2g10119	aAutosome	9	95.6667	861	0	0	0	-0.184960318	NON	1.4666	1.75911
MvSl-1064-A1-R4_MC10-2g10122	aAutosome	2	61.5	123	0	0	0	-0.367820656	NON	2.87994	3.24221
MvSl-1064-A1-R4_MC10-2g10123	aAutosome	1	96	96	0	0	0	-0.345665894	NON	2.81356	3.37593
MvSl-1064-A1-R4_MC10-2g10125	aAutosome	9	102.667	924	0	0	0	-1.143118874	DE	2.05935	3.16995
MvSl-1064-A1-R4_MC10-2g10126	aAutosome	1	81	81	0	0	0	0.218936174	NON	6.32658	6.11559
MvSl-1064-A1-R4_MC10-2g10127	aAutosome	2	206	412	0	0	0	0.047371483	NON	6.86393	6.81582
MvSl-1064-A1-R4_MC10-2g10128	aAutosome	3	76.3333	229	0	0	0	0.240181782	NON	5.38034	5.13328
MvSl-1064-A1-R4_MC10-2g10132	aAutosome	1	81	81	0	0	0	-1.296467973	DE	5.32445	6.62071
MvSl-1064-A1-R4_MC10-2g10133	aAutosome	1	0	0	0	0	0	-0.084794144	NON	0.186799	0.50508
MvSl-1064-A1-R4_MC10-2g10136	aAutosome	2	158	316	0	0	0	-0.238867676	NON	2.44211	2.45659
MvSl-1064-A1-R4_MC11g10154	aAutosome	1	0	0	0	0	0	-0.366523558	NON	1.07942	1.43329
MvSl-1064-A1-R4_MC11g10157	aAutosome	5	78.8	394	0	0	0	-0.159817991	NON	6.54275	6.7021
MvSl-1064-A1-R4_MC11g10158	aAutosome	5	70.4	352	0	0	0	-0.300046587	NON	5.10242	5.39344
MvSl-1064-A1-R4_MC11g10159	aAutosome	1	80	80	0	0	0	0.002540006	NON	5.89656	5.89463
MvSl-1064-A1-R4_MC11g10160	aAutosome	1	0	0	0	0	0	-0.42977323	NON	4.42854	4.84911
MvSl-1064-A1-R4_MC11g10162	aAutosome	4	88.25	353	0	0	0	0.494036873	NON	4.55324	4.11843
MvSl-1064-A1-R4_MC11g10163	aAutosome	3	91	273	0	0	0	0.109247452	NON	6.21074	6.10236
MvSl-1064-A1-R4_MC11g10164	aAutosome	2	73.5	147	0	0	0	0.052242511	NON	6.88989	6.83844
MvSl-1064-A1-R4_MC11g10166	aAutosome	6	105.333	632	0	0	0	-0.109034134	NON	3.64004	3.77921
MvSl-1064-A1-R4_MC11g10169	aAutosome	4	121.5	486	0	0	0	0.04310822	NON	6.1557	6.1125
MvSl-1064-A1-R4_MC11g10170	aAutosome	8	82.75	662	0	0	0	0.064345213	NON	6.11439	6.04948
MvSl-1064-A1-R4_MC11g10171	aAutosome	2	69	138	0	0	0	0.013431024	NON	6.65737	6.64291
MvSl-1064-A1-R4_MC11g10174	aAutosome	1	0	0	0	0	0	-0.940625128	NON	2.19468	3.16686
MvSl-1064-A1-R4_MC11g10175	aAutosome	1	0	0	0	0	0	-0.885826768	DE	3.8466	4.73352
MvSl-1064-A1-R4_MC11g10176	aAutosome	2	116	232	0	0	0	-0.84638331	NON	3.39138	4.22845
MvSl-1064-A1-R4_MC11g10177	aAutosome	4	127	508	0	0	0	-0.053357446	NON	4.34953	4.39208
MvSl-1064-A1-R4_MC11g10179	aAutosome	1	64	64	0	0	0	-0.744565306	NON	0.595753	1.28584
MvSl-1064-A1-R4_MC11g10180	aAutosome	1	0	0	0	0	0	-1.308363954	NON	-0.00288413	1.23862
MvSl-1064-A1-R4_MC11g10181	aAutosome	1	81	81	0	0	0	-1.049171854	NON	1.54095	2.53918
MvSl-1064-A1-R4_MC11g10187	aAutosome	1	49	49	0	0	0	0.655978258	NON	1.07767	0.448151
MvSl-1064-A1-R4_MC11g10188	aAutosome	3	90.6667	272	0	0	0	-0.268156868	NON	2.23136	2.47036
MvSl-1064-A1-R4_MC11g10189	aAutosome	1	132	132	0	0	0	0.124740985	NON	1.68716	1.58357
MvSl-1064-A1-R4_MC11g10192	aAutosome	10	78	780	0	0	0	-0.118831204	NON	6.54537	6.66371
MvSl-1064-A1-R4_MC11g10194	aAutosome	1	44	44	0	0	0	0.136297472	NON	3.85049	3.71037
MvSl-1064-A1-R4_MC11g10197	aAutosome	1	117	117	0	0	0	0.039877734	NON	4.72149	4.68988
MvSl-1064-A1-R4_MC11g10198	aAutosome	1	0	0	0	0	0	1.179872265	DE	6.73682	5.57104
MvSl-1064-A1-R4_MC11g10201	aAutosome	1	51	51	0	0	0	-2.876708525	DE	-0.685779	2.06432
MvSl-1064-A1-R4_MC11g10207	aAutosome	5	95	475	0	0	0	-0.112461694	NON	6.09663	6.20771
MvSl-1064-A1-R4_MC11g10208	aAutosome	4	81.25	325	0	0	0	-0.24736974	NON	8.05112	8.28949
MvSl-1064-A1-R4_MC11g10209	aAutosome	2	75	150	0	0	0	0.206842865	NON	6.25418	6.04783
MvSl-1064-A1-R4_MC11g10210	aAutosome	3	63	189	0	0	0	0.047806044	NON	7.93805	7.89249
MvSl-1064-A1-R4_MC11g10212	aAutosome	1	43	43	0	0	0	0.052523123	NON	2.4712	2.41767
MvSl-1064-A1-R4_MC11g10213	aAutosome	4	75	300	0	0	0	0.174363157	NON	6.26913	6.07991
MvSl-1064-A1-R4_MC11g10214	aAutosome	3	85.3333	256	0	0	0	-0.449105159	NON	4.98256	5.43554
MvSl-1064-A1-R4_MC11g10215	aAutosome	12	71.3333	856	0	0	0	0.063435603	NON	6.84034	6.7796
MvSl-1064-A1-R4_MC11g10216	aAutosome	2	309	618	0	0	0	-0.168580604	NON	4.06846	4.22818
MvSl-1064-A1-R4_MC11g10221	aAutosome	8	126.5	1012	0	0	0	-0.457180783	NON	6.35808	6.81099
MvSl-1064-A1-R4_MC11g10222	aAutosome	8	89	712	0	0	0	-0.111185516	NON	3.31469	3.43705
MvSl-1064-A1-R4_MC11g10223	aAutosome	1	0	0	0	0	0	0.424856577	NON	0.913309	0.526527
MvSl-1064-A1-R4_MC11g10225	aAutosome	8	89.375	715	0	0	0	-0.055592038	NON	0.0411307	0.0105971
MvSl-1064-A1-R4_MC11g10226	aAutosome	4	81.25	325	0	0	0	-0.11509873	NON	7.28886	7.41262
MvSl-1064-A1-R4_MC11g10227	aAutosome	2	87	174	0	0	0	-0.023802247	NON	6.96408	6.99021
MvSl-1064-A1-R4_MC11g10228	aAutosome	7	97	679	0	0	0	-0.2396507	NON	6.05311	6.29367
MvSl-1064-A1-R4_MC11g10229	aAutosome	5	84.8	424	0	0	0	0.107641202	NON	8.43153	8.32893
MvSl-1064-A1-R4_MC11g10230	aAutosome	4	112.25	449	0	0	0	0.379427653	NON	9.34423	9.00598
MvSl-1064-A1-R4_MC11g10231	aAutosome	1	163	163	0	0	0	-1.28712	DE	1.23139	2.48373
MvSl-1064-A1-R4_MC11g10232	aAutosome	5	115.8	579	0	0	0	-0.384655015	NON	5.75433	6.12983
MvSl-1064-A1-R4_MC11g10233	aAutosome	2	74.5	149	0	0	0	0.009930775	NON	8.23924	8.21395
MvSl-1064-A1-R4_MC11g10234	aAutosome	9	105.889	953	0	0	0	-0.510758368	NON	8.37506	8.8924
MvSl-1064-A1-R4_MC11g10236	aAutosome	2	119	238	1	-64	55	-0.187085907	NON	1.81731	2.00039
MvSl-1064-A1-R4_MC11g10237	aAutosome	5	70.4	352	0	0	0	0.262525095	NON	5.33403	5.07633
MvSl-1064-A1-R4_MC11g10238	aAutosome	4	116.25	465	0	0	0	0.204828941	NON	10.1522	9.93837
MvSl-1064-A1-R4_MC11g10239	aAutosome	6	91.5	549	0	0	0	-0.847010329	NON	4.60607	5.4502
MvSl-1064-A1-R4_MC11g10240	aAutosome	3	65.6667	197	0	0	0	-0.204002107	NON	4.16129	4.36289
MvSl-1064-A1-R4_MC11g10241	aAutosome	3	156.667	470	0	0	0	-0.797261931	NON	0.969977	1.72067
MvSl-1064-A1-R4_MC11g10242	aAutosome	5	179	895	0	0	0	0.175350046	NON	6.19607	6.01574
MvSl-1064-A1-R4_MC11g10243	aAutosome	3	97.6667	293	0	0	0	-0.155664899	NON	4.62363	4.77906
MvSl-1064-A1-R4_MC11g10244	aAutosome	5	122.8	614	0	0	0	0.238176175	NON	7.09961	6.86752
MvSl-1064-A1-R4_MC11g10245	aAutosome	4	82	328	0	0	0	-0.008066694	NON	7.98026	8.00958
MvSl-1064-A1-R4_MC11g10246	aAutosome	10	129.2	1292	0	0	0	0.145624484	NON	8.88426	8.74242
MvSl-1064-A1-R4_MC11g10247	aAutosome	7	89.7143	628	0	0	0	0.040853936	NON	6.78721	6.74675
MvSl-1064-A1-R4_MC11g10248	aAutosome	6	73.8333	443	0	0	0	-1.123340919	DE	3.17413	4.2928
MvSl-1064-A1-R4_MC11g10250	aAutosome	3	64.6667	194	0	0	0	-0.238297633	NON	4.17786	4.41945
MvSl-1064-A1-R4_MC11g10251	aAutosome	1	64	64	0	0	0	-0.135439104	NON	6.47381	6.61038
MvSl-1064-A1-R4_MC11g10252	aAutosome	5	93.6	468	0	0	0	-0.259591904	NON	2.57154	2.85527
MvSl-1064-A1-R4_MC11g10254	aAutosome	5	82	410	0	0	0	-0.115877598	NON	2.90789	3.01989
MvSl-1064-A1-R4_MC11g10255	aAutosome	4	119.25	477	0	0	0	-1.515490835	DE	5.35155	6.82191
MvSl-1064-A1-R4_MC11g10257	aAutosome	3	138	414	0	0	0	-0.575911875	NON	11.3046	11.884
MvSl-1064-A1-R4_MC11g10258	aAutosome	4	79	316	0	0	0	0.480385264	NON	6.68442	6.21771
MvSl-1064-A1-R4_MC11g10259	aAutosome	2	68	136	0	0	0	0.058049811	NON	5.64228	5.55941
MvSl-1064-A1-R4_MC11g10260	aAutosome	1	99	99	0	0	0	0.121419809	NON	4.30335	4.17968
MvSl-1064-A1-R4_MC11g10261	aAutosome	3	61.6667	185	0	0	0	-0.108494058	NON	3.18966	3.29755
MvSl-1064-A1-R4_MC11g10262	aAutosome	1	56	56	0	0	0	0.317762717	NON	4.58335	4.27079
MvSl-1064-A1-R4_MC11g10263	aAutosome	1	56	56	0	0	0	-0.536106822	NON	0.51749	1.02541
MvSl-1064-A1-R4_MC11g10264	aAutosome	5	68	340	0	0	0	0.163202953	NON	6.38156	6.24017
MvSl-1064-A1-R4_MC11g10265	aAutosome	5	87.6	438	0	0	0	-0.205256297	NON	4.32391	4.51764
MvSl-1064-A1-R4_MC11g10266	aAutosome	1	0	0	0	0	0	0.237530485	NON	3.34481	3.11456
MvSl-1064-A1-R4_MC11g10267	aAutosome	5	136.8	684	0	0	0	0.011865253	NON	5.35973	5.35024
MvSl-1064-A1-R4_MC11g10268	aAutosome	1	0	0	0	0	0	-0.038135352	NON	4.74493	4.77767
MvSl-1064-A1-R4_MC11g10269	aAutosome	6	106	636	0	0	0	-0.060498388	NON	7.07717	7.13838
MvSl-1064-A1-R4_MC11g10270	aAutosome	2	93.5	187	0	0	0	0.143746186	NON	4.86775	4.77892
MvSl-1064-A1-R4_MC11g10272	aAutosome	3	56	168	0	0	0	-0.209683792	NON	4.11837	4.327
MvSl-1064-A1-R4_MC11g10274	aAutosome	2	82	164	0	0	0	0.049613235	NON	2.99193	2.8966
MvSl-1064-A1-R4_MC11g10276	aAutosome	1	47	47	0	0	0	-0.593187998	NON	-0.0189974	0.529424
MvSl-1064-A1-R4_MC11g10277	aAutosome	10	85.9	859	0	0	0	-0.255485757	NON	3.11151	3.38944
MvSl-1064-A1-R4_MC11g10278	aAutosome	7	95.8571	671	0	0	0	0.195128232	NON	5.43554	5.23338
MvSl-1064-A1-R4_MC11g10279	aAutosome	3	137.333	412	0	0	0	-0.166597307	NON	3.02273	3.18798
MvSl-1064-A1-R4_MC11g10280	aAutosome	1	0	0	0	0	0	-0.159319619	NON	7.2496	7.42931
MvSl-1064-A1-R4_MC11g10281	aAutosome	2	93.5	187	0	0	0	-0.274319564	NON	6.45293	6.73168
MvSl-1064-A1-R4_MC11g10282	aAutosome	6	109.333	656	0	0	0	-0.178958681	NON	8.21557	8.38784
MvSl-1064-A1-R4_MC11g10283	aAutosome	1	0	0	0	0	0	-0.210240147	NON	3.20734	3.41535
MvSl-1064-A1-R4_MC11g10285	aAutosome	2	63	126	0	0	0	0.42485212	NON	0.913309	0.508912
MvSl-1064-A1-R4_MC11g10286	aAutosome	1	0	0	0	0	0	0.110519367	NON	0.259133	0.184575
MvSl-1064-A1-R4_MC11g10287	aAutosome	10	115.5	1155	0	0	0	-0.18069851	NON	7.52229	7.70038
MvSl-1064-A1-R4_MC11g10288	aAutosome	4	95	380	0	0	0	-0.003969707	NON	6.98509	6.99037
MvSl-1064-A1-R4_MC11g10289	aAutosome	8	69.875	559	0	-0.125	-1	0.026599413	NON	6.34071	6.31393
MvSl-1064-A1-R4_MC11g10290	aAutosome	4	99.75	399	0	0	0	0.23287361	NON	4.08662	3.8563
MvSl-1064-A1-R4_MC11g10291	aAutosome	3	207.667	623	0	0	0	0.020110903	NON	8.54419	8.52639
MvSl-1064-A1-R4_MC11g10292	aAutosome	5	81.6	408	0	0	0	-0.072303308	NON	5.98169	6.05393
MvSl-1064-A1-R4_MC11g10293	aAutosome	4	76.75	307	0	-0.25	-1	0.122450136	NON	5.57311	5.44305
MvSl-1064-A1-R4_MC11g10294	aAutosome	3	72	216	0	0	0	0.019116514	NON	7.074	7.06708
MvSl-1064-A1-R4_MC11g10295	aAutosome	4	79.25	317	0	0	0	0.122323769	NON	6.99628	6.878
MvSl-1064-A1-R4_MC11g10296	aAutosome	9	123.111	1108	0	0	0	-0.820077991	NON	4.02996	4.81439
MvSl-1064-A1-R4_MC11g10297	aAutosome	8	114.75	918	0	0	0	-0.167047901	NON	7.95572	8.12952
MvSl-1064-A1-R4_MC11g10298	aAutosome	1	95	95	0	0	0	-0.155515301	NON	0.055489	0.198103
MvSl-1064-A1-R4_MC11g10299	aAutosome	2	80.5	161	0	0	0	-0.095541361	NON	3.72765	3.8192
MvSl-1064-A1-R4_MC11g10300	aAutosome	4	81.25	325	0	0	0	-0.281806035	NON	4.9866	5.27722
MvSl-1064-A1-R4_MC11g10301	aAutosome	4	64.5	258	0	0	0	-0.01862127	NON	5.23506	5.27232
MvSl-1064-A1-R4_MC11g10302	aAutosome	1	50	50	0	0	0	0.083697947	NON	3.19783	3.12977
MvSl-1064-A1-R4_MC11g10303	aAutosome	2	67.5	135	0	0	0	-0.578949763	NON	1.20565	1.75704
MvSl-1064-A1-R4_MC11g10304	aAutosome	6	75.6667	454	0	0	0	-0.068282545	NON	6.22228	6.28989
MvSl-1064-A1-R4_MC11g10305	aAutosome	4	72.75	291	0	0	0	-0.046549595	NON	6.03743	6.09335
MvSl-1064-A1-R4_MC11g10306	aAutosome	4	84.25	337	0	0	0	-0.24514828	NON	3.80819	4.04212
MvSl-1064-A1-R4_MC11g10307	aAutosome	3	75.3333	226	0	0	0	0.548313013	NON	4.89964	4.37643
MvSl-1064-A1-R4_MC11g10308	aAutosome	3	196.667	590	0	0	0	-0.028110289	NON	6.97183	7.00041
MvSl-1064-A1-R4_MC11g10309	aAutosome	4	113	452	0	0	0	0.077418426	NON	7.10547	7.02996
MvSl-1064-A1-R4_MC11g10310	aAutosome	5	111.2	556	0	0	0	-0.121449944	NON	7.89077	8.01839
MvSl-1064-A1-R4_MC11g10311	aAutosome	3	168	504	0	0	0	-0.092636785	NON	7.25748	7.35682
MvSl-1064-A1-R4_MC11g10312	aAutosome	1	0	0	0	0	0	-0.910109783	NON	-0.46494	0.328335
MvSl-1064-A1-R4_MC11g10313	aAutosome	5	88.6	443	0	0	0	0.104936862	NON	7.03327	6.93035
MvSl-1064-A1-R4_MC11g10314	aAutosome	4	56.75	227	0	0	0	-0.07900934	NON	5.32053	5.40492
MvSl-1064-A1-R4_MC11g10315	aAutosome	1	0	0	0	0	0	-0.456544565	NON	3.9315	4.38169
MvSl-1064-A1-R4_MC11g10319	aAutosome	4	78	312	0	0	0	-0.49311334	NON	6.38526	6.88346
MvSl-1064-A1-R4_MC11g10320	aAutosome	3	73.3333	220	0	0	0	0.110447861	NON	5.73865	5.62887
MvSl-1064-A1-R4_MC11g10323	aAutosome	3	74.6667	224	0	0	0	-0.002137802	NON	5.36745	5.36964
MvSl-1064-A1-R4_MC11g10324	aAutosome	3	92.3333	277	0	0	0	0.029681167	NON	4.84205	4.80949
MvSl-1064-A1-R4_MC11g10325	aAutosome	7	116.286	814	0	-0.143	-1	-0.210058838	NON	6.93399	7.13821
MvSl-1064-A1-R4_MC11g10327	aAutosome	3	90	270	0	0	0	-0.058233601	NON	6.97775	7.02101
MvSl-1064-A1-R4_MC11g10328	aAutosome	12	79.5833	955	0	0	0	0.022656354	NON	7.16307	7.13868
MvSl-1064-A1-R4_MC11g10329	aAutosome	2	83	166	0	0	0	-0.168831124	NON	4.13445	4.30251
MvSl-1064-A1-R4_MC11g10330	aAutosome	5	76.8	384	0	0	0	-0.247100343	NON	4.2272	4.48605
MvSl-1064-A1-R4_MC11g10332	aAutosome	1	181	181	0	0	0	-0.02739647	NON	6.49855	6.52511
MvSl-1064-A1-R4_MC11g10333	aAutosome	5	85.6	428	0	0	0	-0.163458289	NON	4.83613	5.0026
MvSl-1064-A1-R4_MC11g10334	aAutosome	2	144	288	0	0	0	-0.12782421	NON	6.35017	6.47914
MvSl-1064-A1-R4_MC11g10335	aAutosome	2	60.5	121	0	0	0	-0.695343065	DE	6.76227	7.46728
MvSl-1064-A1-R4_MC11g10336	aAutosome	1	67	67	0	0	0	-0.098463853	NON	5.28799	5.38423
MvSl-1064-A1-R4_MC11g10337	aAutosome	5	76.4	382	0	0	0	-0.011728457	NON	5.79092	5.80909
MvSl-1064-A1-R4_MC11g10338	aAutosome	1	78	78	0	0	0	-0.067534963	NON	3.40326	3.41295
MvSl-1064-A1-R4_MC11g10341	aAutosome	1	73	73	0	0	0	-0.244226694	NON	1.52993	1.7927
MvSl-1064-A1-R4_MC11g10342	aAutosome	4	84.75	339	0	0	0	0.533219794	NON	7.39951	6.87163
MvSl-1064-A1-R4_MC11g10343	aAutosome	3	80.6667	242	0	0	0	0.419681683	NON	5.33881	4.93981
MvSl-1064-A1-R4_MC11g10344	aAutosome	6	144.667	868	0	0	0	0.671240251	NON	8.368	7.69709
MvSl-1064-A1-R4_MC11g10345	aAutosome	1	0	0	0	0	0	0.232838943	NON	0.36622	0.25447
MvSl-1064-A1-R4_MC11g10346	aAutosome	6	129.667	778	0	0	0	-2.317300325	DE	0.703864	2.89344
MvSl-1064-A1-R4_MC11g10347	aAutosome	1	50	50	0	0	0	-0.439474968	NON	4.16412	4.6017
MvSl-1064-A1-R4_MC11g10348	aAutosome	1	0	0	0	0	0	-0.460072533	NON	3.08269	3.52185
MvSl-1064-A1-R4_MC11g10349	aAutosome	1	0	0	0	0	0	-0.686339517	NON	5.00715	5.67503
MvSl-1064-A1-R4_MC11g10350	aAutosome	2	92.5	185	0	0	0	0.29776358	NON	7.09914	6.81774
MvSl-1064-A1-R4_MC11g10351	aAutosome	1	276	276	0	0	0	-1.266422509	NON	5.27844	6.65476
MvSl-1064-A1-R4_MC11g10352	aAutosome	1	158	158	0	0	0	-0.106365626	NON	7.77905	7.90496
MvSl-1064-A1-R4_MC11g10353	aAutosome	1	0	0	0	0	0	-0.370920259	NON	4.33321	4.69856
MvSl-1064-A1-R4_MC11g10354	aAutosome	4	88.5	354	0	0	0	0.054389318	NON	6.53293	6.49542
MvSl-1064-A1-R4_MC11g10355	aAutosome	5	123.8	619	0	0	0	-0.120252898	NON	6.79662	6.92313
MvSl-1064-A1-R4_MC11g10356	aAutosome	6	77.3333	464	0	0	0	-0.038574547	NON	6.81745	6.856
MvSl-1064-A1-R4_MC11g10357	aAutosome	3	65.3333	196	0	0	0	-0.007263319	NON	7.12679	7.1337
MvSl-1064-A1-R4_MC11g10359	aAutosome	9	83.7778	754	0	0	0	-0.299945136	NON	3.90829	4.20054
MvSl-1064-A1-R4_MC11g10360	aAutosome	5	142.6	713	0	0	0	0.375054401	NON	5.64544	5.27173
MvSl-1064-A1-R4_MC11g10361	aAutosome	8	139	1112	0	0	0	-0.170586051	NON	2.0822	2.31487
MvSl-1064-A1-R4_MC11g10363	aAutosome	3	104.333	313	0	0	0	-0.423820551	NON	5.92571	6.37064
MvSl-1064-A1-R4_MC11g10364	aAutosome	9	122.556	1103	0	0	0	-0.028597874	NON	7.088	7.11791
MvSl-1064-A1-R4_MC11g10365	aAutosome	9	92.3333	831	0	0	0	-0.081197913	NON	6.64456	6.72885
MvSl-1064-A1-R4_MC11g10366	aAutosome	9	88.7778	799	0	0	0	-0.201329678	NON	5.37672	5.60178
MvSl-1064-A1-R4_MC11g10367	aAutosome	3	80.3333	241	0	0	0	0.335954377	NON	5.48748	5.17683
MvSl-1064-A1-R4_MC11g10368	aAutosome	5	78.4	392	0	0	0	-0.101028602	NON	6.92327	7.03289
MvSl-1064-A1-R4_MC11g10369	aAutosome	3	78	234	0	0	0	-0.994440395	DE	4.59198	5.61825
MvSl-1064-A1-R4_MC11g10370	aAutosome	7	85.7143	600	0	0	0	-0.37258056	NON	1.74379	2.11945
MvSl-1064-A1-R4_MC11g10371	aAutosome	7	112.857	790	0	0	0	0.091775577	NON	6.81758	6.73124
MvSl-1064-A1-R4_MC11g10372	aAutosome	8	78.125	625	0	0	0	-0.725797707	NON	1.21493	1.85726
MvSl-1064-A1-R4_MC11g10373	aAutosome	1	102	102	0	0	0	-0.075301468	NON	6.40258	6.48084
MvSl-1064-A1-R4_MC11g10374	aAutosome	2	219.5	439	0	0	0	0.17522909	NON	6.64126	6.51208
MvSl-1064-A1-R4_MC11g10375	aAutosome	4	121.75	487	0	0	0	-0.260381765	NON	7.41912	7.67921
MvSl-1064-A1-R4_MC11g10377	aAutosome	4	91.75	367	0	0	0	-0.153210502	NON	7.28243	7.4358
MvSl-1064-A1-R4_MC11g10378	aAutosome	4	105.25	421	0	0	0	-0.080947111	NON	2.94316	3.03766
MvSl-1064-A1-R4_MC11g10379	aAutosome	3	139.667	419	0	0	0	-0.216413238	NON	5.33344	5.54837
MvSl-1064-A1-R4_MC11g10380	aAutosome	10	107.7	1077	0	0	0	0.003824314	NON	6.93687	6.91056
MvSl-1064-A1-R4_MC11g10381	aAutosome	2	78.5	157	0	0	0	-0.16263973	NON	5.06827	5.2325
MvSl-1064-A1-R4_MC11g10382	aAutosome	2	110	220	0	0	0	-0.318607118	NON	5.01929	5.33885
MvSl-1064-A1-R4_MC11g10383	aAutosome	19	65.7895	1250	0	0	0	0.234089099	NON	5.24018	5.00685
MvSl-1064-A1-R4_MC11g10384	aAutosome	3	62.3333	187	0	0	0	-0.004345085	NON	5.0733	5.09493
MvSl-1064-A1-R4_MC11g10385	aAutosome	2	80.5	161	0	0	0	-0.693732748	NON	4.17063	4.85396
MvSl-1064-A1-R4_MC11g10386	aAutosome	3	81	243	0	0	0	-0.414904145	NON	6.49428	6.91676
